trans_id,amt,trans_type,acct_id,trans_date
457,48.237883879031294,purchase,96795,2023-01-20 01:00:00
458,72.3175347326409,withdrawal,38933,2023-01-20 02:00:00
459,40.10610537055758,purchase,14378,2023-01-20 03:00:00
460,198.23625664581945,purchase,50583,2023-01-20 04:00:00
461,,transfer,95371,2023-01-20 05:00:00
462,65.01372460037074,purchase,39033,2023-01-20 06:00:00
463,110.6989955367111,purchase,34000,2023-01-20 07:00:00
464,94.38359751545852,transfer,85868,2023-01-20 08:00:00
465,88.95152002333887,withdrawal,52604,2023-01-20 09:00:00
466,130.70833500217125,purchase,78336,2023-01-20 10:00:00
467,137.87538550236525,transfer,83869,2023-01-20 11:00:00
468,73.47494261947362,purchase,15410,2023-01-20 12:00:00
469,71.209087967766,purchase,93375,2023-01-20 13:00:00
470,86.2474151424178,withdrawal,66044,2023-01-20 14:00:00
471,546.6914218096776,purchase,73315,2023-01-20 15:00:00
472,24.2404468900724,transfer,81344,2023-01-20 16:00:00
473,168.34371337222623,purchase,16796,2023-01-20 17:00:00
474,182.24838567506418,withdrawal,96716,2023-01-20 18:00:00
475,87.54819802218108,withdrawal,64245,2023-01-20 19:00:00
476,128.82784815278833,transfer,53056,2023-01-20 20:00:00
477,115.56250772717681,withdrawal,27709,2023-01-20 21:00:00
478,253.94404042276187,purchase,68557,2023-01-20 22:00:00
479,155.97874557172884,withdrawal,27543,2023-01-20 23:00:00
480,93.60412042596167,transfer,47418,2023-01-21 00:00:00
481,52.222977969978714,withdrawal,26724,2023-01-21 01:00:00
482,19.677683987121377,withdrawal,13828,2023-01-21 02:00:00
483,110.17318179336115,withdrawal,27087,2023-01-21 03:00:00
484,62.18246273578483,transfer,22605,2023-01-21 04:00:00
485,28.88731452011629,withdrawal,41337,2023-01-21 05:00:00
486,67.67135578787367,withdrawal,15482,2023-01-21 06:00:00
487,45.922599819280244,purchase,75333,2023-01-21 07:00:00
488,184.35708175362825,transfer,98296,2023-01-21 08:00:00
489,144.08198784747253,withdrawal,60952,2023-01-21 09:00:00
490,99.60136793416913,transfer,15463,2023-01-21 10:00:00
491,173.99720694450133,withdrawal,80448,2023-01-21 11:00:00
492,103.86841538238092,withdrawal,14648,2023-01-21 12:00:00
493,56.93578993358682,withdrawal,43623,2023-01-21 13:00:00
494,176.15620386348286,purchase,69156,2023-01-21 14:00:00
495,126.94550218423294,purchase,45634,2023-01-21 15:00:00
496,48.13769228367718,purchase,54602,2023-01-21 16:00:00
497,90.4830660958196,transfer,59334,2023-01-21 17:00:00
498,56.21908733076213,transfer,78648,2023-01-21 18:00:00
499,30.860013451783185,purchase,32054,2023-01-21 19:00:00
500,146.30887737658207,transfer,80028,2023-01-21 20:00:00
501,,withdrawal,32207,2023-01-21 21:00:00
502,30.07162130904294,withdrawal,90650,2023-01-21 22:00:00
503,,withdrawal,91554,2023-01-21 23:00:00
504,,purchase,31386,2023-01-22 00:00:00
505,75.6437308117652,transfer,93276,2023-01-22 01:00:00
506,70.38030378805654,purchase,69518,2023-01-22 02:00:00
507,56.8004615160092,transfer,62781,2023-01-22 03:00:00
508,102.42608139724135,withdrawal,62780,2023-01-22 04:00:00
509,58.45249417944811,purchase,71440,2023-01-22 05:00:00
510,113.52284128899194,transfer,54199,2023-01-22 06:00:00
511,97.48809452754315,transfer,71035,2023-01-22 07:00:00
512,88.05259765667951,withdrawal,18210,2023-01-22 08:00:00
513,,purchase,54363,2023-01-22 09:00:00
514,71.16143347158336,purchase,88279,2023-01-22 10:00:00
515,137.7695612912878,purchase,70348,2023-01-22 11:00:00
516,472.45288750395946,withdrawal,65284,2023-01-22 12:00:00
517,51.122237760072444,purchase,82124,2023-01-22 13:00:00
518,104.9666152714613,withdrawal,78847,2023-01-22 14:00:00
519,137.56935616858945,withdrawal,32432,2023-01-22 15:00:00
520,16.529735943931414,withdrawal,74089,2023-01-22 16:00:00
521,,transfer,65398,2023-01-22 17:00:00
522,66.86881205270767,purchase,13321,2023-01-22 18:00:00
523,128.52993342965797,purchase,91348,2023-01-22 19:00:00
524,61.837042172874156,withdrawal,47383,2023-01-22 20:00:00
525,9.755894966774047,withdrawal,88682,2023-01-22 21:00:00
526,18.622878105841867,purchase,89190,2023-01-22 22:00:00
527,102.4042473330691,withdrawal,62893,2023-01-22 23:00:00
528,,purchase,45820,2023-01-23 00:00:00
529,54.78416874477957,transfer,76262,2023-01-23 01:00:00
530,131.9296229388687,withdrawal,13760,2023-01-23 02:00:00
531,16.923996886552008,purchase,32190,2023-01-23 03:00:00
532,96.69601006763418,withdrawal,77411,2023-01-23 04:00:00
533,39.44919001187718,purchase,33377,2023-01-23 05:00:00
534,67.40819460989204,purchase,56737,2023-01-23 06:00:00
535,102.3699335658207,withdrawal,79569,2023-01-23 07:00:00
536,56.97933173580238,transfer,48211,2023-01-23 08:00:00
537,80.77222278850873,purchase,92909,2023-01-23 09:00:00
538,150.31464046072202,purchase,13744,2023-01-23 10:00:00
539,71.15540652384256,purchase,34995,2023-01-23 11:00:00
540,141.7846056032571,transfer,26977,2023-01-23 12:00:00
541,43.51465726711909,transfer,44542,2023-01-23 13:00:00
542,126.49020889576414,withdrawal,20651,2023-01-23 14:00:00
543,172.07843103289503,transfer,88931,2023-01-23 15:00:00
544,-23.582225006364467,withdrawal,26715,2023-01-23 16:00:00
545,60.15523722647616,withdrawal,54409,2023-01-23 17:00:00
546,128.853606359027,transfer,34306,2023-01-23 18:00:00
547,89.84773069785037,withdrawal,29086,2023-01-23 19:00:00
548,118.55729366856544,transfer,24376,2023-01-23 20:00:00
549,536.5370088291131,withdrawal,71350,2023-01-23 21:00:00
550,104.32948937364499,transfer,81425,2023-01-23 22:00:00
551,92.21613823039603,transfer,46636,2023-01-23 23:00:00
552,158.38910308299037,withdrawal,96120,2023-01-24 00:00:00
553,112.72104216506065,purchase,61649,2023-01-24 01:00:00
554,116.8801331037601,withdrawal,44610,2023-01-24 02:00:00
555,79.40615169387664,transfer,20058,2023-01-24 03:00:00
556,75.61968879637533,purchase,84637,2023-01-24 04:00:00
557,78.37209060901895,withdrawal,88033,2023-01-24 05:00:00
558,119.72260711891484,withdrawal,80194,2023-01-24 06:00:00
559,78.95077595898685,withdrawal,86917,2023-01-24 07:00:00
560,532.7486531540857,purchase,74200,2023-01-24 08:00:00
561,203.7700399322719,transfer,56619,2023-01-24 09:00:00
562,143.5562351715846,withdrawal,27154,2023-01-24 10:00:00
563,83.69882339160795,withdrawal,29539,2023-01-24 11:00:00
564,160.06069610819725,withdrawal,70058,2023-01-24 12:00:00
565,79.59623134892243,withdrawal,72068,2023-01-24 13:00:00
566,-1.9062267588926929,withdrawal,87313,2023-01-24 14:00:00
567,49.595684454129795,transfer,40373,2023-01-24 15:00:00
568,6.460403948707216,transfer,43154,2023-01-24 16:00:00
569,82.42432579793457,withdrawal,16031,2023-01-24 17:00:00
570,100.92091895947759,purchase,81975,2023-01-24 18:00:00
571,183.82186561376415,transfer,32785,2023-01-24 19:00:00
572,116.34636868820813,purchase,88928,2023-01-24 20:00:00
573,89.0449735595568,transfer,38669,2023-01-24 21:00:00
574,141.47027905917446,withdrawal,12282,2023-01-24 22:00:00
575,-10.556765450394256,transfer,44624,2023-01-24 23:00:00
576,111.7807279054283,withdrawal,58438,2023-01-25 00:00:00
577,515.0088779797478,transfer,99900,2023-01-25 01:00:00
578,26.070687711007924,withdrawal,77534,2023-01-25 02:00:00
579,157.18770216034645,withdrawal,41705,2023-01-25 03:00:00
580,116.92482037472071,withdrawal,48244,2023-01-25 04:00:00
581,79.23560430495994,withdrawal,84964,2023-01-25 05:00:00
582,131.63909330531425,purchase,47437,2023-01-25 06:00:00
583,213.5346428902198,withdrawal,87872,2023-01-25 07:00:00
584,109.09331275292476,purchase,84878,2023-01-25 08:00:00
585,112.4110293150168,purchase,82982,2023-01-25 09:00:00
586,77.03195502298779,withdrawal,60583,2023-01-25 10:00:00
587,57.50778152676041,purchase,48392,2023-01-25 11:00:00
588,141.51679082721228,transfer,17461,2023-01-25 12:00:00
589,57.19580870455664,withdrawal,20516,2023-01-25 13:00:00
590,,purchase,89285,2023-01-25 14:00:00
591,76.11712766174416,withdrawal,27514,2023-01-25 15:00:00
592,123.9489912873196,withdrawal,46268,2023-01-25 16:00:00
593,116.68310526434742,withdrawal,46788,2023-01-25 17:00:00
594,151.87699721289496,purchase,85749,2023-01-25 18:00:00
595,74.49918005726265,transfer,71049,2023-01-25 19:00:00
596,86.50625323533144,transfer,72493,2023-01-25 20:00:00
597,51.061814210884634,purchase,46027,2023-01-25 21:00:00
598,77.78533699619443,withdrawal,52849,2023-01-25 22:00:00
599,118.8650246522426,purchase,27858,2023-01-25 23:00:00
600,137.8494308322676,purchase,94162,2023-01-26 00:00:00
601,53.89173379111873,purchase,89003,2023-01-26 01:00:00
602,,withdrawal,62395,2023-01-26 02:00:00
603,167.78189294024756,purchase,49758,2023-01-26 03:00:00
604,120.67174516118504,withdrawal,64312,2023-01-26 04:00:00
605,193.83979062790328,purchase,78670,2023-01-26 05:00:00
606,61.31054004482135,transfer,92279,2023-01-26 06:00:00
607,37.76726483442915,purchase,25434,2023-01-26 07:00:00
608,11.06398755478607,purchase,74047,2023-01-26 08:00:00
609,174.80221557445915,transfer,57775,2023-01-26 09:00:00
610,132.71828281770289,withdrawal,85769,2023-01-26 10:00:00
611,97.22076645447724,withdrawal,76677,2023-01-26 11:00:00
612,,purchase,93555,2023-01-26 12:00:00
613,43.72554763508118,transfer,95920,2023-01-26 13:00:00
614,222.28759898084132,withdrawal,55734,2023-01-26 14:00:00
615,106.46105909876138,purchase,98503,2023-01-26 15:00:00
616,,transfer,50603,2023-01-26 16:00:00
617,136.2883311949346,withdrawal,86708,2023-01-26 17:00:00
618,124.05046158683567,withdrawal,91926,2023-01-26 18:00:00
619,111.19420121395657,transfer,78803,2023-01-26 19:00:00
620,60.47627722773441,transfer,49332,2023-01-26 20:00:00
621,577.5657924434499,transfer,31312,2023-01-26 21:00:00
622,194.1012248237517,transfer,94526,2023-01-26 22:00:00
623,167.2710023077489,purchase,54179,2023-01-26 23:00:00
624,179.65933133196987,transfer,81442,2023-01-27 00:00:00
625,74.43921617844073,withdrawal,50379,2023-01-27 01:00:00
626,50.51975898707096,withdrawal,27297,2023-01-27 02:00:00
627,93.7106539950176,purchase,12011,2023-01-27 03:00:00
628,102.78624561443473,withdrawal,54014,2023-01-27 04:00:00
629,154.70957592354742,withdrawal,21738,2023-01-27 05:00:00
630,15.376768514259032,transfer,57498,2023-01-27 06:00:00
631,176.47751597303068,withdrawal,21120,2023-01-27 07:00:00
632,92.09960507105053,purchase,18767,2023-01-27 08:00:00
633,,transfer,32852,2023-01-27 09:00:00
634,49.39478123699161,transfer,89239,2023-01-27 10:00:00
635,17.257166406711512,purchase,10929,2023-01-27 11:00:00
636,141.15852919809572,transfer,87487,2023-01-27 12:00:00
637,103.6658983594202,transfer,27438,2023-01-27 13:00:00
638,35.501955012947306,purchase,58515,2023-01-27 14:00:00
639,35.246061396819194,transfer,15744,2023-01-27 15:00:00
640,83.2107650354936,purchase,93820,2023-01-27 16:00:00
641,183.45107626446963,purchase,52417,2023-01-27 17:00:00
642,87.02043243181976,withdrawal,17069,2023-01-27 18:00:00
643,24.84285234409469,withdrawal,52359,2023-01-27 19:00:00
644,87.7128467957028,transfer,29799,2023-01-27 20:00:00
645,86.3638215126165,transfer,80188,2023-01-27 21:00:00
646,-34.84433214707858,purchase,99859,2023-01-27 22:00:00
647,97.28525667410939,transfer,17597,2023-01-27 23:00:00
648,88.4532734895661,purchase,57093,2023-01-28 00:00:00
649,134.8103182406709,purchase,47226,2023-01-28 01:00:00
650,192.44780474726727,transfer,82127,2023-01-28 02:00:00
651,156.32825147738788,purchase,87362,2023-01-28 03:00:00
652,86.55556547225848,withdrawal,36417,2023-01-28 04:00:00
653,660.813583306057,transfer,28693,2023-01-28 05:00:00
654,228.66799016249303,withdrawal,89674,2023-01-28 06:00:00
655,102.96092170072441,transfer,63161,2023-01-28 07:00:00
656,100.69646459564731,purchase,12169,2023-01-28 08:00:00
657,98.79374564449984,transfer,94092,2023-01-28 09:00:00
658,109.90423803839276,withdrawal,32052,2023-01-28 10:00:00
659,92.78197940380286,purchase,81849,2023-01-28 11:00:00
660,71.31689965598818,transfer,83851,2023-01-28 12:00:00
661,72.6570529379804,transfer,18036,2023-01-28 13:00:00
662,98.36233648920008,transfer,41778,2023-01-28 14:00:00
663,72.82876144331175,withdrawal,37734,2023-01-28 15:00:00
664,64.35771086614179,withdrawal,33173,2023-01-28 16:00:00
665,105.32151138459484,transfer,40403,2023-01-28 17:00:00
666,87.25113912895723,purchase,76321,2023-01-28 18:00:00
667,175.1996494291344,purchase,81675,2023-01-28 19:00:00
668,538.7143579649922,withdrawal,16344,2023-01-28 20:00:00
669,154.57534259612308,purchase,28800,2023-01-28 21:00:00
670,,withdrawal,35372,2023-01-28 22:00:00
671,-3.669511620407473,transfer,71516,2023-01-28 23:00:00
672,82.86562029598257,withdrawal,30538,2023-01-29 00:00:00
673,81.42795670021043,withdrawal,73918,2023-01-29 01:00:00
674,29.62441526410894,transfer,24973,2023-01-29 02:00:00
675,61.10916562045624,purchase,81155,2023-01-29 03:00:00
676,44.47120772670856,withdrawal,69500,2023-01-29 04:00:00
677,187.61352217118113,withdrawal,46575,2023-01-29 05:00:00
678,146.78391965737305,transfer,52261,2023-01-29 06:00:00
679,163.57775474970794,purchase,37716,2023-01-29 07:00:00
680,136.08360320216175,withdrawal,13236,2023-01-29 08:00:00
681,43.54741143913855,transfer,25848,2023-01-29 09:00:00
682,73.77398668601131,withdrawal,12352,2023-01-29 10:00:00
683,124.46872806139591,transfer,11932,2023-01-29 11:00:00
684,38.89360955540273,purchase,86449,2023-01-29 12:00:00
685,135.6499215086194,purchase,18556,2023-01-29 13:00:00
686,87.98373009209325,purchase,96836,2023-01-29 14:00:00
687,81.25895962252014,purchase,15498,2023-01-29 15:00:00
688,135.54799841017459,withdrawal,86118,2023-01-29 16:00:00
689,122.213165574302,withdrawal,60098,2023-01-29 17:00:00
690,81.951691709046,purchase,74386,2023-01-29 18:00:00
691,157.9664901682124,purchase,19569,2023-01-29 19:00:00
692,45.94683362000514,purchase,66882,2023-01-29 20:00:00
693,741.6305490109282,withdrawal,80393,2023-01-29 21:00:00
694,129.65506289841917,purchase,10340,2023-01-29 22:00:00
695,84.52267803430048,purchase,53949,2023-01-29 23:00:00
696,116.3066511121059,purchase,92302,2023-01-30 00:00:00
697,37.44432118073484,transfer,72443,2023-01-30 01:00:00
698,146.20135096034505,purchase,84027,2023-01-30 02:00:00
699,90.75489317785055,transfer,10138,2023-01-30 03:00:00
700,73.86384897404803,transfer,10358,2023-01-30 04:00:00
701,152.45046129184448,purchase,85250,2023-01-30 05:00:00
702,64.78281547286204,transfer,95376,2023-01-30 06:00:00
703,29.576935181822016,purchase,40654,2023-01-30 07:00:00
704,22.168541323804813,withdrawal,35879,2023-01-30 08:00:00
705,130.30049756728198,withdrawal,91532,2023-01-30 09:00:00
706,35.97853237518584,withdrawal,65778,2023-01-30 10:00:00
707,187.73970909921823,withdrawal,47772,2023-01-30 11:00:00
708,-4.0964703941861025,transfer,68478,2023-01-30 12:00:00
709,184.8228184145019,purchase,74353,2023-01-30 13:00:00
710,110.55087336013092,purchase,36762,2023-01-30 14:00:00
711,95.16434440648038,purchase,23283,2023-01-30 15:00:00
712,72.75404565955253,withdrawal,73922,2023-01-30 16:00:00
713,119.95680571760354,withdrawal,49420,2023-01-30 17:00:00
714,98.11826487875759,purchase,65568,2023-01-30 18:00:00
715,155.16509410082608,withdrawal,95090,2023-01-30 19:00:00
716,105.71138243310199,purchase,30219,2023-01-30 20:00:00
717,107.51508807309388,purchase,67169,2023-01-30 21:00:00
718,81.8193893893072,purchase,84965,2023-01-30 22:00:00
719,97.15271881394662,purchase,56840,2023-01-30 23:00:00
720,115.39008844460295,purchase,54695,2023-01-31 00:00:00
721,14.491580367168734,purchase,94754,2023-01-31 01:00:00
722,32.590728894714346,purchase,87988,2023-01-31 02:00:00
723,137.16320470113575,withdrawal,68342,2023-01-31 03:00:00
724,498.6881878257576,purchase,28951,2023-01-31 04:00:00
725,90.80083318236605,purchase,11307,2023-01-31 05:00:00
726,100.92169665326966,withdrawal,90388,2023-01-31 06:00:00
727,117.37908526808356,withdrawal,45428,2023-01-31 07:00:00
728,73.01201598453193,withdrawal,85774,2023-01-31 08:00:00
729,61.084763729884365,purchase,48975,2023-01-31 09:00:00
730,109.79226275488408,transfer,11140,2023-01-31 10:00:00
731,51.0813611192484,transfer,34842,2023-01-31 11:00:00
732,120.41263778572359,withdrawal,36421,2023-01-31 12:00:00
733,14.87081978810798,transfer,11708,2023-01-31 13:00:00
734,151.45778186628218,withdrawal,13630,2023-01-31 14:00:00
735,123.62987412065215,purchase,29595,2023-01-31 15:00:00
736,112.80148671569378,transfer,86021,2023-01-31 16:00:00
737,149.1345491972757,purchase,38308,2023-01-31 17:00:00
738,183.27372222312883,transfer,54789,2023-01-31 18:00:00
739,150.7185032509065,purchase,65690,2023-01-31 19:00:00
740,7.956288433417735,transfer,36086,2023-01-31 20:00:00
741,36.02115166321492,purchase,26859,2023-01-31 21:00:00
742,68.75907111521606,purchase,17684,2023-01-31 22:00:00
743,101.30455251054168,transfer,11207,2023-01-31 23:00:00
744,125.88295102345616,purchase,56099,2023-02-01 00:00:00
745,63.71280934232672,purchase,77496,2023-02-01 01:00:00
746,109.33833822385391,purchase,76093,2023-02-01 02:00:00
747,62.230853382333876,transfer,39689,2023-02-01 03:00:00
748,69.42410985040259,transfer,58651,2023-02-01 04:00:00
749,29.666945157588888,purchase,23893,2023-02-01 05:00:00
750,53.838337694454786,purchase,76418,2023-02-01 06:00:00
751,32.41576971918332,transfer,70011,2023-02-01 07:00:00
752,51.206337351133364,transfer,48635,2023-02-01 08:00:00
753,152.682089830392,purchase,66115,2023-02-01 09:00:00
754,52.53005555840285,purchase,88405,2023-02-01 10:00:00
755,231.61910324186954,purchase,82702,2023-02-01 11:00:00
756,637.2024266205614,withdrawal,88518,2023-02-01 12:00:00
757,109.2418061847437,transfer,82805,2023-02-01 13:00:00
758,57.082110990939334,withdrawal,68954,2023-02-01 14:00:00
759,135.01549397044957,transfer,38064,2023-02-01 15:00:00
760,71.2181086881113,transfer,89063,2023-02-01 16:00:00
761,106.10049073226807,transfer,12454,2023-02-01 17:00:00
762,228.00422691343974,transfer,30878,2023-02-01 18:00:00
763,95.19700501376751,transfer,61098,2023-02-01 19:00:00
764,157.46366631428378,transfer,72154,2023-02-01 20:00:00
765,,transfer,22991,2023-02-01 21:00:00
766,98.25057547515192,withdrawal,78344,2023-02-01 22:00:00
767,188.5400317817755,purchase,46593,2023-02-01 23:00:00
768,497.92230904701546,purchase,46304,2023-02-02 00:00:00
769,190.62242789984643,withdrawal,40386,2023-02-02 01:00:00
770,684.5418088605047,withdrawal,65220,2023-02-02 02:00:00
771,71.87666120528662,withdrawal,79338,2023-02-02 03:00:00
772,753.1000926422146,withdrawal,31083,2023-02-02 04:00:00
773,148.6277224813365,transfer,28354,2023-02-02 05:00:00
774,131.0904981108598,purchase,32190,2023-02-02 06:00:00
775,21.48876400547718,transfer,16142,2023-02-02 07:00:00
776,63.64314120875657,purchase,38398,2023-02-02 08:00:00
777,87.62406822242477,purchase,61971,2023-02-02 09:00:00
778,96.27832854499769,withdrawal,51862,2023-02-02 10:00:00
779,131.0336048775339,transfer,63410,2023-02-02 11:00:00
780,108.8850500466627,withdrawal,29503,2023-02-02 12:00:00
781,33.232782064494934,transfer,58456,2023-02-02 13:00:00
782,119.00989255029816,purchase,92035,2023-02-02 14:00:00
783,130.52928726419117,withdrawal,18016,2023-02-02 15:00:00
784,127.98952239655199,withdrawal,12384,2023-02-02 16:00:00
785,154.0390362777311,purchase,72320,2023-02-02 17:00:00
786,141.6961077274452,purchase,25072,2023-02-02 18:00:00
787,122.95900396142183,purchase,90018,2023-02-02 19:00:00
788,96.49171442706765,withdrawal,50510,2023-02-02 20:00:00
789,16.951953324200453,transfer,58933,2023-02-02 21:00:00
790,121.48091095662929,withdrawal,31826,2023-02-02 22:00:00
791,110.38438435815556,transfer,78026,2023-02-02 23:00:00
792,113.57894185976868,withdrawal,35518,2023-02-03 00:00:00
793,36.16257120898452,withdrawal,34045,2023-02-03 01:00:00
794,45.94717297958688,purchase,60876,2023-02-03 02:00:00
795,152.6576426666452,transfer,61919,2023-02-03 03:00:00
796,690.682793111608,withdrawal,37103,2023-02-03 04:00:00
797,134.07503486863123,withdrawal,46188,2023-02-03 05:00:00
798,101.41591880652297,purchase,15845,2023-02-03 06:00:00
799,101.48780697478716,purchase,96698,2023-02-03 07:00:00
800,146.9141902987999,transfer,46674,2023-02-03 08:00:00
801,74.1977635891313,withdrawal,29337,2023-02-03 09:00:00
802,104.80603884704917,transfer,32313,2023-02-03 10:00:00
803,76.88623556474786,withdrawal,36943,2023-02-03 11:00:00
804,78.27518862838421,transfer,87949,2023-02-03 12:00:00
805,84.54139382656803,purchase,10276,2023-02-03 13:00:00
806,111.10668858168563,withdrawal,61151,2023-02-03 14:00:00
807,76.06256891682615,transfer,27611,2023-02-03 15:00:00
808,162.78780627867604,purchase,21944,2023-02-03 16:00:00
809,504.8906764786311,purchase,62887,2023-02-03 17:00:00
810,90.65641779193204,transfer,91442,2023-02-03 18:00:00
811,78.01344708629125,withdrawal,59847,2023-02-03 19:00:00
812,172.34889421768665,withdrawal,68653,2023-02-03 20:00:00
813,109.82773882557873,purchase,96072,2023-02-03 21:00:00
814,151.59222697343174,withdrawal,66622,2023-02-03 22:00:00
815,25.721981348151402,withdrawal,37810,2023-02-03 23:00:00
816,113.35251329346295,withdrawal,87842,2023-02-04 00:00:00
817,,purchase,20503,2023-02-04 01:00:00
818,104.11419946377121,transfer,94761,2023-02-04 02:00:00
819,153.27401875326757,withdrawal,46976,2023-02-04 03:00:00
820,74.13557749498139,purchase,21590,2023-02-04 04:00:00
821,170.467372009279,purchase,20886,2023-02-04 05:00:00
822,214.9449061809625,transfer,22866,2023-02-04 06:00:00
823,81.85807197801705,withdrawal,76624,2023-02-04 07:00:00
824,77.7248739299614,withdrawal,78899,2023-02-04 08:00:00
825,172.66922385588504,transfer,42792,2023-02-04 09:00:00
826,178.9786072865356,transfer,19764,2023-02-04 10:00:00
827,73.85699864233659,purchase,96156,2023-02-04 11:00:00
828,78.99065914520712,purchase,52727,2023-02-04 12:00:00
829,85.91076955697463,transfer,88471,2023-02-04 13:00:00
830,32.77747444828615,withdrawal,18068,2023-02-04 14:00:00
831,500.26367836204787,purchase,17295,2023-02-04 15:00:00
832,49.79296166239661,purchase,51160,2023-02-04 16:00:00
833,61.61012174479358,withdrawal,21390,2023-02-04 17:00:00
834,478.13542065387753,purchase,30131,2023-02-04 18:00:00
835,111.710736626826,withdrawal,85969,2023-02-04 19:00:00
836,177.52502464070383,withdrawal,25038,2023-02-04 20:00:00
837,50.082297963060455,withdrawal,62327,2023-02-04 21:00:00
838,149.21611992382918,transfer,87064,2023-02-04 22:00:00
839,89.30055778872455,transfer,31281,2023-02-04 23:00:00
840,97.52681451737836,transfer,64189,2023-02-05 00:00:00
841,133.74097460833016,withdrawal,58511,2023-02-05 01:00:00
842,43.86389892188507,withdrawal,18605,2023-02-05 02:00:00
843,119.12048730920253,transfer,11381,2023-02-05 03:00:00
844,108.3226104106528,purchase,76634,2023-02-05 04:00:00
845,124.62256320040744,withdrawal,29810,2023-02-05 05:00:00
846,114.4584321953909,purchase,34322,2023-02-05 06:00:00
847,222.76500699554472,purchase,51869,2023-02-05 07:00:00
848,68.1130007874342,withdrawal,42955,2023-02-05 08:00:00
849,73.45015224990912,withdrawal,71388,2023-02-05 09:00:00
850,68.84297367876178,purchase,20207,2023-02-05 10:00:00
851,72.22614404198727,purchase,97329,2023-02-05 11:00:00
852,68.13064363467412,transfer,77628,2023-02-05 12:00:00
853,159.4508265553776,transfer,38220,2023-02-05 13:00:00
854,171.02521239949274,withdrawal,94050,2023-02-05 14:00:00
855,,transfer,84085,2023-02-05 15:00:00
856,58.38222134478856,transfer,32031,2023-02-05 16:00:00
857,123.5707778193202,transfer,80721,2023-02-05 17:00:00
858,72.38884778595143,transfer,90807,2023-02-05 18:00:00
859,131.64659088777555,purchase,81312,2023-02-05 19:00:00
860,110.14615104256498,withdrawal,69766,2023-02-05 20:00:00
861,24.2127942501384,transfer,22449,2023-02-05 21:00:00
862,177.37526006650307,purchase,99833,2023-02-05 22:00:00
863,189.7938836547761,purchase,66699,2023-02-05 23:00:00
864,69.3605654757807,purchase,91253,2023-02-06 00:00:00
865,80.6149220032008,transfer,56092,2023-02-06 01:00:00
866,114.29326953624526,transfer,73671,2023-02-06 02:00:00
867,116.72283949935125,withdrawal,20350,2023-02-06 03:00:00
868,132.92721363364151,transfer,78487,2023-02-06 04:00:00
869,200.5102269383175,transfer,27622,2023-02-06 05:00:00
870,91.15263862529753,purchase,80263,2023-02-06 06:00:00
871,60.085137773077314,withdrawal,63117,2023-02-06 07:00:00
872,31.03403859927364,transfer,68394,2023-02-06 08:00:00
873,63.45349800290405,transfer,33782,2023-02-06 09:00:00
874,98.34365135631015,purchase,38454,2023-02-06 10:00:00
875,189.7278931758894,purchase,77904,2023-02-06 11:00:00
876,74.11943504819143,transfer,25592,2023-02-06 12:00:00
877,111.18939758194493,withdrawal,32173,2023-02-06 13:00:00
878,99.17885519636239,withdrawal,43204,2023-02-06 14:00:00
879,159.4196636724042,purchase,45596,2023-02-06 15:00:00
880,226.3466212936811,purchase,44324,2023-02-06 16:00:00
881,73.45656135398397,transfer,71202,2023-02-06 17:00:00
882,75.52802787408889,purchase,99400,2023-02-06 18:00:00
883,152.2080438534536,transfer,40750,2023-02-06 19:00:00
884,134.09457448131556,withdrawal,86112,2023-02-06 20:00:00
885,192.33536628680167,withdrawal,26566,2023-02-06 21:00:00
886,129.1964092662982,transfer,17190,2023-02-06 22:00:00
887,82.03539546064702,purchase,98607,2023-02-06 23:00:00
888,129.53274153461547,withdrawal,48333,2023-02-07 00:00:00
889,155.4351790291454,purchase,90905,2023-02-07 01:00:00
890,141.0241090598682,withdrawal,99571,2023-02-07 02:00:00
891,125.3637015553649,transfer,11589,2023-02-07 03:00:00
892,153.3337344794577,transfer,35235,2023-02-07 04:00:00
893,158.46477952228364,transfer,10159,2023-02-07 05:00:00
894,169.10794955187635,withdrawal,22145,2023-02-07 06:00:00
895,132.43549437948212,purchase,90909,2023-02-07 07:00:00
896,91.64409598415729,purchase,41921,2023-02-07 08:00:00
897,107.33568432166614,purchase,26237,2023-02-07 09:00:00
898,160.32544832541785,withdrawal,18244,2023-02-07 10:00:00
899,59.1532164506382,withdrawal,24743,2023-02-07 11:00:00
900,118.43366544364505,withdrawal,56101,2023-02-07 12:00:00
901,80.33305938363196,withdrawal,94227,2023-02-07 13:00:00
902,101.43724114674087,withdrawal,66378,2023-02-07 14:00:00
903,163.92259313036493,purchase,81126,2023-02-07 15:00:00
904,109.55495340099516,withdrawal,66071,2023-02-07 16:00:00
905,666.3751865709108,withdrawal,81121,2023-02-07 17:00:00
906,32.007192951004036,purchase,84763,2023-02-07 18:00:00
907,137.31267830136105,withdrawal,22237,2023-02-07 19:00:00
908,132.27420905705378,purchase,25649,2023-02-07 20:00:00
909,208.162736165273,purchase,47713,2023-02-07 21:00:00
910,84.61108825234997,transfer,83463,2023-02-07 22:00:00
911,110.95751638319693,transfer,55409,2023-02-07 23:00:00
912,112.46918418553776,transfer,58766,2023-02-08 00:00:00
913,178.8726639881737,transfer,56154,2023-02-08 01:00:00
914,95.2352233806524,withdrawal,17016,2023-02-08 02:00:00
