date,station,latitude,temp_celsius,precipitation_mm,humidity_percent,wind_speed_kmh
2023-01-31,STN_SOUTH,30.0,12.7,0.0,59.2,23.0
2023-02-01,STN_SOUTH,30.0,6.4,12.3,97.2,0.2
2023-02-02,STN_SOUTH,30.0,9.8,0.0,50.2,2.1
2023-02-03,STN_SOUTH,30.0,13.5,0.0,58.1,4.8
2023-02-04,STN_SOUTH,30.0,8.9,0.0,59.2,16.3
2023-02-05,STN_SOUTH,30.0,14.5,0.0,57.8,8.2
2023-02-06,STN_SOUTH,30.0,4.2,0.0,52.1,12.3
2023-02-07,STN_SOUTH,30.0,9.0,0.0,65.6,5.8
2023-02-08,STN_SOUTH,30.0,12.8,1.1,66.5,6.1
2023-02-09,STN_SOUTH,30.0,12.3,0.0,73.3,5.4
2023-02-10,STN_SOUTH,30.0,12.4,0.0,49.4,6.2
2023-02-11,STN_SOUTH,30.0,16.1,0.4,76.0,2.1
2023-02-12,STN_SOUTH,30.0,5.9,2.0,79.3,2.7
2023-02-13,STN_SOUTH,30.0,8.9,3.4,80.0,5.7
2023-02-14,STN_SOUTH,30.0,11.9,0.1,75.5,1.4
2023-02-15,STN_SOUTH,30.0,11.0,0.0,50.0,4.1
2023-02-16,STN_SOUTH,30.0,9.9,0.0,67.2,10.6
2023-02-17,STN_SOUTH,30.0,13.5,0.0,59.8,7.9
2023-02-18,STN_SOUTH,30.0,10.3,0.0,47.8,3.7
2023-02-19,STN_SOUTH,30.0,9.1,0.0,54.4,7.8
2023-02-20,STN_SOUTH,30.0,11.8,0.0,50.0,15.9
2023-02-21,STN_SOUTH,30.0,10.4,0.0,75.3,4.1
2023-02-22,STN_SOUTH,30.0,11.0,0.0,58.0,15.2
2023-02-23,STN_SOUTH,30.0,8.7,0.0,48.8,40.3
2023-02-24,STN_SOUTH,30.0,18.3,1.5,86.2,7.4
2023-02-25,STN_SOUTH,30.0,11.9,2.1,85.5,1.0
2023-02-26,STN_SOUTH,30.0,13.5,0.0,54.8,36.1
2023-02-27,STN_SOUTH,30.0,18.1,0.0,73.7,2.2
2023-02-28,STN_SOUTH,30.0,14.9,0.0,66.5,13.4
2023-03-01,STN_SOUTH,30.0,15.8,0.0,67.4,8.8
2023-03-02,STN_SOUTH,30.0,16.6,0.0,61.0,7.9
2023-03-03,STN_SOUTH,30.0,16.4,5.9,85.4,14.0
2023-03-04,STN_SOUTH,30.0,15.1,2.0,96.3,7.0
2023-03-05,STN_SOUTH,30.0,16.1,6.4,85.1,11.6
2023-03-06,STN_SOUTH,30.0,13.2,0.0,66.9,11.0
2023-03-07,STN_SOUTH,30.0,11.3,0.0,60.9,39.1
2023-03-08,STN_SOUTH,30.0,15.0,2.3,60.4,0.9
2023-03-09,STN_SOUTH,30.0,19.8,0.0,48.4,3.2
2023-03-10,STN_SOUTH,30.0,13.2,0.0,71.2,16.6
2023-03-11,STN_SOUTH,30.0,14.3,0.0,71.2,14.4
2023-03-12,STN_SOUTH,30.0,18.4,2.2,89.3,22.8
2023-03-13,STN_SOUTH,30.0,19.8,0.0,82.7,12.2
2023-03-14,STN_SOUTH,30.0,17.5,0.9,71.8,22.1
2023-03-15,STN_SOUTH,30.0,20.4,0.0,57.5,3.2
2023-03-16,STN_SOUTH,30.0,17.2,2.3,77.5,14.4
2023-03-17,STN_SOUTH,30.0,8.9,0.1,77.4,5.5
2023-03-18,STN_SOUTH,30.0,16.1,4.4,56.9,4.2
2023-03-19,STN_SOUTH,30.0,18.8,0.0,52.9,20.8
2023-03-20,STN_SOUTH,30.0,21.7,0.9,91.1,9.3
2023-03-21,STN_SOUTH,30.0,18.0,1.1,77.7,3.8
2023-03-22,STN_SOUTH,30.0,20.4,0.0,44.2,33.1
2023-03-23,STN_SOUTH,30.0,17.7,0.7,81.1,12.5
2023-03-24,STN_SOUTH,30.0,14.4,3.9,98.7,10.5
2023-03-25,STN_SOUTH,30.0,19.5,0.0,60.1,6.7
2023-03-26,STN_SOUTH,30.0,20.3,0.0,57.0,1.2
2023-03-27,STN_SOUTH,30.0,19.4,3.0,87.1,4.0
2023-03-28,STN_SOUTH,30.0,19.8,1.0,89.8,31.6
2023-03-29,STN_SOUTH,30.0,25.0,2.4,94.6,7.5
2023-03-30,STN_SOUTH,30.0,21.3,0.0,69.8,19.3
2023-03-31,STN_SOUTH,30.0,23.5,0.0,64.6,0.6
2023-04-01,STN_SOUTH,30.0,21.7,0.0,65.0,17.3
2023-04-02,STN_SOUTH,30.0,22.7,0.0,70.3,9.3
2023-04-03,STN_SOUTH,30.0,18.9,0.0,65.7,5.2
2023-04-04,STN_SOUTH,30.0,20.6,0.0,62.6,5.4
2023-04-05,STN_SOUTH,30.0,16.8,0.0,48.7,3.5
2023-04-06,STN_SOUTH,30.0,22.3,0.0,63.3,20.8
2023-04-07,STN_SOUTH,30.0,22.2,1.0,100.0,12.6
2023-04-08,STN_SOUTH,30.0,19.8,0.0,75.3,4.4
2023-04-09,STN_SOUTH,30.0,22.5,0.0,48.2,9.8
2023-04-10,STN_SOUTH,30.0,25.2,0.0,61.1,2.3
2023-04-11,STN_SOUTH,30.0,31.3,0.0,56.8,15.0
2023-04-12,STN_SOUTH,30.0,23.6,6.5,95.2,0.2
2023-04-13,STN_SOUTH,30.0,28.2,0.6,75.2,11.1
2023-04-14,STN_SOUTH,30.0,21.0,0.0,83.7,1.7
2023-04-15,STN_SOUTH,30.0,23.9,0.2,85.4,1.1
2023-04-16,STN_SOUTH,30.0,23.1,0.0,57.6,1.0
2023-04-17,STN_SOUTH,30.0,23.9,0.0,42.8,6.8
2023-04-18,STN_SOUTH,30.0,24.5,0.0,72.1,8.0
2023-04-19,STN_SOUTH,30.0,26.3,0.0,75.8,7.8
2023-04-20,STN_SOUTH,30.0,22.5,0.0,51.0,7.1
2023-04-21,STN_SOUTH,30.0,24.5,0.0,42.5,7.4
2023-04-22,STN_SOUTH,30.0,24.7,0.0,48.5,6.8
2023-04-23,STN_SOUTH,30.0,19.5,0.0,64.6,2.5
2023-04-24,STN_SOUTH,30.0,28.2,0.0,45.6,9.2
2023-04-25,STN_SOUTH,30.0,,0.0,50.3,20.3
2023-04-26,STN_SOUTH,30.0,29.0,0.0,59.2,10.1
2023-04-27,STN_SOUTH,30.0,23.6,6.1,66.5,7.1
2023-04-28,STN_SOUTH,30.0,22.1,10.3,59.3,5.0
2023-04-29,STN_SOUTH,30.0,26.1,0.0,68.1,3.4
2023-04-30,STN_SOUTH,30.0,25.4,0.0,38.1,3.3
2023-05-01,STN_SOUTH,30.0,24.6,0.4,97.2,46.7
2023-05-02,STN_SOUTH,30.0,20.2,0.0,64.3,0.9
2023-05-03,STN_SOUTH,30.0,24.1,0.0,61.7,9.7
2023-05-04,STN_SOUTH,30.0,33.0,3.5,87.5,26.0
2023-05-05,STN_SOUTH,30.0,32.8,0.0,47.3,40.4
2023-05-06,STN_SOUTH,30.0,26.8,0.0,56.7,21.2
2023-05-07,STN_SOUTH,30.0,28.5,2.7,85.3,15.7
2023-05-08,STN_SOUTH,30.0,28.2,0.1,82.8,1.1
2023-05-09,STN_SOUTH,30.0,28.5,1.7,100.0,3.2
2023-05-10,STN_SOUTH,30.0,28.3,0.0,57.5,27.7
2023-05-11,STN_SOUTH,30.0,25.9,2.7,89.6,6.6
2023-05-12,STN_SOUTH,30.0,32.3,1.5,60.7,2.8
2023-05-13,STN_SOUTH,30.0,30.4,0.0,55.3,3.8
2023-05-14,STN_SOUTH,30.0,27.3,2.4,75.7,13.1
2023-05-15,STN_SOUTH,30.0,32.6,1.3,76.9,6.4
2023-05-16,STN_SOUTH,30.0,31.5,0.0,,17.9
2023-05-17,STN_SOUTH,30.0,27.4,0.0,37.2,12.1
2023-05-18,STN_SOUTH,30.0,26.1,0.0,84.0,11.3
2023-05-19,STN_SOUTH,30.0,25.7,0.9,83.1,4.9
2023-05-20,STN_SOUTH,30.0,30.9,0.0,53.6,5.1
2023-05-21,STN_SOUTH,30.0,31.5,0.0,69.0,28.5
2023-05-22,STN_SOUTH,30.0,30.4,0.0,48.8,8.0
2023-05-23,STN_SOUTH,30.0,28.9,0.0,65.6,12.2
2023-05-24,STN_SOUTH,30.0,28.7,2.4,93.8,27.7
2023-05-25,STN_SOUTH,30.0,27.1,0.7,83.9,8.8
2023-05-26,STN_SOUTH,30.0,27.0,1.4,70.0,9.6
2023-05-27,STN_SOUTH,30.0,27.1,0.5,76.5,12.6
2023-05-28,STN_SOUTH,30.0,29.0,0.0,52.1,32.4
2023-05-29,STN_SOUTH,30.0,31.7,0.0,50.9,3.9
2023-05-30,STN_SOUTH,30.0,29.9,9.5,66.7,7.4
2023-05-31,STN_SOUTH,30.0,25.7,0.0,61.1,19.5
2023-06-01,STN_SOUTH,30.0,31.4,0.0,64.9,7.7
2023-06-02,STN_SOUTH,30.0,31.0,0.1,87.6,15.1
2023-06-03,STN_SOUTH,30.0,27.7,0.0,92.4,4.1
2023-06-04,STN_SOUTH,30.0,30.4,0.0,,3.7
2023-06-05,STN_SOUTH,30.0,26.2,2.5,100.0,25.6
2023-06-06,STN_SOUTH,30.0,30.6,0.0,56.0,5.7
2023-06-07,STN_SOUTH,30.0,27.0,0.0,50.6,40.2
2023-06-08,STN_SOUTH,30.0,35.8,0.0,76.3,16.2
2023-06-09,STN_SOUTH,30.0,34.6,0.0,73.3,1.5
2023-06-10,STN_SOUTH,30.0,25.2,0.0,44.5,6.1
2023-06-11,STN_SOUTH,30.0,32.7,0.0,64.3,4.7
2023-06-12,STN_SOUTH,30.0,31.8,0.0,65.9,15.5
2023-06-13,STN_SOUTH,30.0,31.5,0.0,58.2,10.5
2023-06-14,STN_SOUTH,30.0,29.3,0.0,42.0,4.6
2023-06-15,STN_SOUTH,30.0,22.8,0.0,55.7,5.9
2023-06-16,STN_SOUTH,30.0,26.7,0.0,62.2,21.6
2023-06-17,STN_SOUTH,30.0,28.8,2.7,79.7,10.5
2023-06-18,STN_SOUTH,30.0,32.9,0.1,80.4,6.1
2023-06-19,STN_SOUTH,30.0,30.5,0.0,59.6,0.8
2023-06-20,STN_SOUTH,30.0,25.2,1.3,86.1,6.0
2023-06-21,STN_SOUTH,30.0,29.2,2.7,49.5,20.5
2023-06-22,STN_SOUTH,30.0,30.9,0.1,87.4,0.4
2023-06-23,STN_SOUTH,30.0,30.5,0.0,52.3,10.8
2023-06-24,STN_SOUTH,30.0,30.6,0.0,61.6,11.5
2023-06-25,STN_SOUTH,30.0,35.0,0.0,71.0,17.6
2023-06-26,STN_SOUTH,30.0,29.3,0.0,69.9,11.0
2023-06-27,STN_SOUTH,30.0,25.4,0.0,61.5,7.0
2023-06-28,STN_SOUTH,30.0,32.9,0.0,73.4,6.9
2023-06-29,STN_SOUTH,30.0,32.6,0.0,46.0,14.8
2023-06-30,STN_SOUTH,30.0,30.9,0.0,70.1,2.0
2023-07-01,STN_SOUTH,30.0,28.9,0.0,46.6,6.7
2023-07-02,STN_SOUTH,30.0,30.2,0.0,61.4,14.0
2023-07-03,STN_SOUTH,30.0,30.7,0.0,59.2,6.1
2023-07-04,STN_SOUTH,30.0,27.9,0.0,62.1,2.7
2023-07-05,STN_SOUTH,30.0,28.4,0.0,62.3,26.1
2023-07-06,STN_SOUTH,30.0,33.2,0.0,71.7,5.2
2023-07-07,STN_SOUTH,30.0,32.8,0.0,34.6,1.9
2023-07-08,STN_SOUTH,30.0,27.8,0.0,55.3,3.6
2023-07-09,STN_SOUTH,30.0,31.0,0.0,55.0,16.5
2023-07-10,STN_SOUTH,30.0,28.5,0.0,71.3,1.1
2023-07-11,STN_SOUTH,30.0,30.0,0.0,62.6,7.2
2023-07-12,STN_SOUTH,30.0,28.9,3.6,83.6,19.7
2023-07-13,STN_SOUTH,30.0,29.1,0.0,44.9,0.5
2023-07-14,STN_SOUTH,30.0,32.4,0.0,63.3,25.9
2023-07-15,STN_SOUTH,30.0,30.1,0.0,65.8,9.7
2023-07-16,STN_SOUTH,30.0,26.9,0.0,77.8,0.3
2023-07-17,STN_SOUTH,30.0,32.0,0.0,68.2,5.5
2023-07-18,STN_SOUTH,30.0,28.1,0.1,88.2,3.6
2023-07-19,STN_SOUTH,30.0,26.4,0.0,68.4,3.9
2023-07-20,STN_SOUTH,30.0,28.5,0.0,77.7,0.4
2023-07-21,STN_SOUTH,30.0,,0.7,90.4,38.4
2023-07-22,STN_SOUTH,30.0,29.1,0.0,59.2,4.5
2023-07-23,STN_SOUTH,30.0,26.5,0.0,72.7,19.2
2023-07-24,STN_SOUTH,30.0,27.6,7.9,67.6,0.2
2023-07-25,STN_SOUTH,30.0,34.4,0.0,55.9,0.5
2023-07-26,STN_SOUTH,30.0,21.6,0.0,76.3,8.8
2023-07-27,STN_SOUTH,30.0,27.5,0.0,68.5,34.4
2023-07-28,STN_SOUTH,30.0,26.5,0.0,78.4,0.3
2023-07-29,STN_SOUTH,30.0,24.0,0.0,55.6,18.4
2023-07-30,STN_SOUTH,30.0,21.9,1.8,,11.0
2023-07-31,STN_SOUTH,30.0,25.8,0.1,65.8,21.1
2023-08-01,STN_SOUTH,30.0,27.0,0.0,59.9,32.4
2023-08-02,STN_SOUTH,30.0,25.5,0.0,58.0,13.0
2023-08-03,STN_SOUTH,30.0,25.0,0.0,47.3,2.0
2023-08-04,STN_SOUTH,30.0,27.0,2.5,77.6,5.1
2023-08-05,STN_SOUTH,30.0,32.0,0.0,65.0,48.4
2023-08-06,STN_SOUTH,30.0,24.5,0.0,40.6,3.7
2023-08-07,STN_SOUTH,30.0,26.7,0.7,84.2,1.6
2023-08-08,STN_SOUTH,30.0,24.9,0.0,72.0,16.2
2023-08-09,STN_SOUTH,30.0,27.1,0.0,77.8,34.5
2023-08-10,STN_SOUTH,30.0,27.2,0.0,56.3,0.9
2023-08-11,STN_SOUTH,30.0,28.5,0.0,49.7,19.6
2023-08-12,STN_SOUTH,30.0,24.3,0.0,54.9,11.0
2023-08-13,STN_SOUTH,30.0,21.3,2.1,61.4,1.1
2023-08-14,STN_SOUTH,30.0,27.6,0.0,47.5,11.4
2023-08-15,STN_SOUTH,30.0,21.0,1.9,81.8,3.4
2023-08-16,STN_SOUTH,30.0,24.8,0.2,93.5,46.3
2023-08-17,STN_SOUTH,30.0,27.8,2.0,96.6,0.0
2023-08-18,STN_SOUTH,30.0,28.6,0.0,60.5,0.1
2023-08-19,STN_SOUTH,30.0,28.5,3.8,89.0,15.1
2023-08-20,STN_SOUTH,30.0,24.8,0.0,65.3,1.4
2023-08-21,STN_SOUTH,30.0,21.7,4.5,87.8,5.5
2023-08-22,STN_SOUTH,30.0,24.0,0.0,46.9,7.5
2023-08-23,STN_SOUTH,30.0,,0.0,50.8,14.7
2023-08-24,STN_SOUTH,30.0,18.5,0.0,58.3,8.8
2023-08-25,STN_SOUTH,30.0,19.9,1.1,100.0,40.4
2023-08-26,STN_SOUTH,30.0,18.6,0.0,68.6,12.0
2023-08-27,STN_SOUTH,30.0,26.7,0.0,58.0,15.5
2023-08-28,STN_SOUTH,30.0,24.4,0.0,61.4,42.1
2023-08-29,STN_SOUTH,30.0,15.6,4.1,81.1,25.5
2023-08-30,STN_SOUTH,30.0,23.7,0.0,66.3,4.2
2023-08-31,STN_SOUTH,30.0,23.8,0.0,52.5,10.8
2023-09-01,STN_SOUTH,30.0,21.5,0.0,71.2,3.2
2023-09-02,STN_SOUTH,30.0,20.8,0.7,84.8,7.2
2023-09-03,STN_SOUTH,30.0,23.2,3.5,96.0,6.7
2023-09-04,STN_SOUTH,30.0,22.2,0.0,57.6,12.8
2023-09-05,STN_SOUTH,30.0,15.3,3.2,94.6,2.9
2023-09-06,STN_SOUTH,30.0,22.5,0.0,43.5,0.8
2023-09-07,STN_SOUTH,30.0,16.9,1.1,72.9,13.1
2023-09-08,STN_SOUTH,30.0,19.2,0.6,95.0,38.2
2023-09-09,STN_SOUTH,30.0,26.8,2.5,58.6,8.9
2023-09-10,STN_SOUTH,30.0,23.4,0.0,49.1,28.7
2023-09-11,STN_SOUTH,30.0,21.6,0.0,40.9,2.7
2023-09-12,STN_SOUTH,30.0,23.5,0.0,42.9,9.1
2023-09-13,STN_SOUTH,30.0,20.6,0.0,64.0,17.7
2023-09-14,STN_SOUTH,30.0,17.5,0.0,60.6,0.3
2023-09-15,STN_SOUTH,30.0,16.5,0.0,66.3,6.5
2023-09-16,STN_SOUTH,30.0,18.3,0.2,94.6,4.8
2023-09-17,STN_SOUTH,30.0,10.5,1.7,85.0,14.3
2023-09-18,STN_SOUTH,30.0,20.4,0.0,42.2,13.0
2023-09-19,STN_SOUTH,30.0,18.7,0.0,55.8,15.5
2023-09-20,STN_SOUTH,30.0,14.0,0.0,49.9,29.8
2023-09-21,STN_SOUTH,30.0,12.2,4.0,78.1,0.6
2023-09-22,STN_SOUTH,30.0,18.3,0.0,49.5,4.3
2023-09-23,STN_SOUTH,30.0,17.1,0.7,69.7,11.2
2023-09-24,STN_SOUTH,30.0,17.3,0.0,48.0,6.7
2023-09-25,STN_SOUTH,30.0,14.1,0.0,56.6,15.4
2023-09-26,STN_SOUTH,30.0,19.3,0.0,54.6,13.7
2023-09-27,STN_SOUTH,30.0,18.4,0.0,60.1,45.9
2023-09-28,STN_SOUTH,30.0,13.7,0.0,42.5,34.0
2023-09-29,STN_SOUTH,30.0,15.7,0.0,62.6,1.0
2023-09-30,STN_SOUTH,30.0,9.3,0.0,77.9,4.7
2023-10-01,STN_SOUTH,30.0,12.7,0.0,55.7,37.3
2023-10-02,STN_SOUTH,30.0,14.5,0.0,49.3,10.1
2023-10-03,STN_SOUTH,30.0,15.3,0.0,49.3,11.4
2023-10-04,STN_SOUTH,30.0,10.8,0.0,56.9,11.8
2023-10-05,STN_SOUTH,30.0,20.4,0.0,57.4,5.0
2023-10-06,STN_SOUTH,30.0,15.5,0.0,71.6,0.4
2023-10-07,STN_SOUTH,30.0,22.2,0.0,57.4,23.2
2023-10-08,STN_SOUTH,30.0,16.4,5.9,83.7,1.1
2023-10-09,STN_SOUTH,30.0,7.1,0.0,62.0,7.7
2023-10-10,STN_SOUTH,30.0,8.3,1.1,58.2,4.9
2023-10-11,STN_SOUTH,30.0,7.6,2.6,76.7,4.1
2023-10-12,STN_SOUTH,30.0,16.8,0.0,68.1,2.6
2023-10-13,STN_SOUTH,30.0,10.4,0.1,70.8,13.2
2023-10-14,STN_SOUTH,30.0,10.8,4.3,82.5,1.7
2023-10-15,STN_SOUTH,30.0,13.9,0.0,77.3,2.5
2023-10-16,STN_SOUTH,30.0,14.9,0.0,42.8,3.7
2023-10-17,STN_SOUTH,30.0,14.4,0.0,70.6,1.3
2023-10-18,STN_SOUTH,30.0,11.5,0.0,77.3,34.1
2023-10-19,STN_SOUTH,30.0,13.3,3.4,59.2,0.6
2023-10-20,STN_SOUTH,30.0,13.8,0.0,75.4,0.2
2023-10-21,STN_SOUTH,30.0,9.6,0.0,73.1,16.9
2023-10-22,STN_SOUTH,30.0,16.3,0.0,72.9,4.8
2023-10-23,STN_SOUTH,30.0,15.2,0.0,51.2,19.7
2023-10-24,STN_SOUTH,30.0,17.6,0.0,62.4,20.5
2023-10-25,STN_SOUTH,30.0,18.2,0.0,63.1,2.4
2023-10-26,STN_SOUTH,30.0,9.1,0.0,67.2,4.5
2023-10-27,STN_SOUTH,30.0,12.5,0.0,54.1,2.4
2023-10-28,STN_SOUTH,30.0,15.1,0.0,49.4,1.7
2023-10-29,STN_SOUTH,30.0,10.9,0.0,,4.5
2023-10-30,STN_SOUTH,30.0,8.9,0.0,69.0,13.7
2023-10-31,STN_SOUTH,30.0,9.5,0.0,65.5,28.9
2023-11-01,STN_SOUTH,30.0,11.0,0.0,55.2,18.2
2023-11-02,STN_SOUTH,30.0,16.4,0.0,53.2,4.6
2023-11-03,STN_SOUTH,30.0,13.7,0.0,60.8,1.3
2023-11-04,STN_SOUTH,30.0,14.2,0.0,56.2,14.9
2023-11-05,STN_SOUTH,30.0,5.6,0.0,58.1,14.9
2023-11-06,STN_SOUTH,30.0,8.9,0.0,67.2,15.7
2023-11-07,STN_SOUTH,30.0,11.0,0.0,60.0,45.2
2023-11-08,STN_SOUTH,30.0,7.9,1.4,72.9,3.5
2023-11-09,STN_SOUTH,30.0,,0.0,73.8,1.3
2023-11-10,STN_SOUTH,30.0,11.7,3.4,76.1,9.2
2023-11-11,STN_SOUTH,30.0,11.3,0.0,58.1,33.0
2023-11-12,STN_SOUTH,30.0,9.9,0.0,53.1,2.1
2023-11-13,STN_SOUTH,30.0,7.7,0.0,68.0,2.3
2023-11-14,STN_SOUTH,30.0,9.4,0.0,61.6,8.3
2023-11-15,STN_SOUTH,30.0,4.8,0.0,70.9,6.8
2023-11-16,STN_SOUTH,30.0,12.9,0.0,71.2,7.6
2023-11-17,STN_SOUTH,30.0,8.9,0.7,78.7,21.1
2023-11-18,STN_SOUTH,30.0,8.2,0.0,75.7,15.4
2023-11-19,STN_SOUTH,30.0,3.9,0.0,83.6,17.8
2023-11-20,STN_SOUTH,30.0,6.7,0.5,98.2,3.4
2023-11-21,STN_SOUTH,30.0,6.8,5.8,87.1,9.4
2023-11-22,STN_SOUTH,30.0,5.0,0.0,58.2,30.2
2023-11-23,STN_SOUTH,30.0,5.0,0.0,76.0,18.3
2023-11-24,STN_SOUTH,30.0,8.3,0.4,88.7,11.7
2023-11-25,STN_SOUTH,30.0,3.6,0.0,55.9,0.5
2023-11-26,STN_SOUTH,30.0,2.7,0.0,49.9,8.8
2023-11-27,STN_SOUTH,30.0,7.0,0.0,50.0,11.6
2023-11-28,STN_SOUTH,30.0,5.3,7.4,89.4,18.9
2023-11-29,STN_SOUTH,30.0,9.7,0.0,36.1,7.9
2023-11-30,STN_SOUTH,30.0,4.0,0.0,70.1,5.4
2023-12-01,STN_SOUTH,30.0,6.5,0.0,46.5,16.4
2023-12-02,STN_SOUTH,30.0,6.9,1.1,77.1,6.2
2023-12-03,STN_SOUTH,30.0,2.3,0.0,52.4,6.7
2023-12-04,STN_SOUTH,30.0,5.0,0.0,61.4,1.1
2023-12-05,STN_SOUTH,30.0,5.5,0.0,51.4,7.0
2023-12-06,STN_SOUTH,30.0,5.5,0.0,41.0,12.3
2023-12-07,STN_SOUTH,30.0,3.2,5.5,79.0,30.6
2023-12-08,STN_SOUTH,30.0,13.4,0.0,60.2,4.5
2023-12-09,STN_SOUTH,30.0,4.0,0.7,84.3,26.7
2023-12-10,STN_SOUTH,30.0,8.1,0.0,64.3,12.6
2023-12-11,STN_SOUTH,30.0,9.4,6.0,79.2,2.1
2023-12-12,STN_SOUTH,30.0,,0.0,52.8,1.5
2023-12-13,STN_SOUTH,30.0,5.8,0.3,73.1,6.3
2023-12-14,STN_SOUTH,30.0,4.7,0.0,52.2,4.5
2023-12-15,STN_SOUTH,30.0,2.1,0.0,51.0,3.2
2023-12-16,STN_SOUTH,30.0,,0.0,67.8,21.2
2023-12-17,STN_SOUTH,30.0,4.3,0.7,70.9,7.8
2023-12-18,STN_SOUTH,30.0,3.7,0.0,67.1,3.3
2023-12-19,STN_SOUTH,30.0,5.1,0.0,47.7,0.9
2023-12-20,STN_SOUTH,30.0,8.6,0.0,70.5,13.2
2023-12-21,STN_SOUTH,30.0,6.6,0.0,52.2,5.2
2023-12-22,STN_SOUTH,30.0,5.3,0.0,50.1,5.7
2023-12-23,STN_SOUTH,30.0,8.2,0.0,54.5,35.7
2023-12-24,STN_SOUTH,30.0,2.2,0.0,69.0,4.0
2023-12-25,STN_SOUTH,30.0,6.8,0.0,56.6,1.1
2023-12-26,STN_SOUTH,30.0,7.3,0.0,72.2,1.3
2023-12-27,STN_SOUTH,30.0,6.9,0.0,57.6,0.4
2023-12-28,STN_SOUTH,30.0,6.4,0.0,67.7,0.7
2023-12-29,STN_SOUTH,30.0,7.0,0.0,48.2,7.9
2023-12-30,STN_SOUTH,30.0,5.6,0.0,52.2,0.2
2023-12-31,STN_SOUTH,30.0,9.0,1.8,86.8,16.2
2023-01-01,STN_COAST,37.0,7.2,1.3,,0.0
2023-01-02,STN_COAST,37.0,-0.8,4.8,85.8,21.0
2023-01-03,STN_COAST,37.0,3.4,0.0,70.9,29.3
2023-01-04,STN_COAST,37.0,6.4,0.0,60.5,33.0
2023-01-05,STN_COAST,37.0,5.5,0.0,68.7,9.4
2023-01-06,STN_COAST,37.0,8.8,0.0,53.0,23.1
2023-01-07,STN_COAST,37.0,7.5,0.0,61.5,1.6
2023-01-08,STN_COAST,37.0,3.9,3.8,90.8,28.4
2023-01-09,STN_COAST,37.0,4.5,0.0,61.9,11.1
2023-01-10,STN_COAST,37.0,2.1,0.0,47.8,9.3
2023-01-11,STN_COAST,37.0,4.9,0.0,54.0,21.7
2023-01-12,STN_COAST,37.0,3.2,2.2,77.5,8.7
2023-01-13,STN_COAST,37.0,8.2,0.0,72.3,7.0
2023-01-14,STN_COAST,37.0,8.8,0.0,58.4,7.2
2023-01-15,STN_COAST,37.0,4.6,0.0,52.3,6.4
2023-01-16,STN_COAST,37.0,7.7,4.9,75.1,41.1
2023-01-17,STN_COAST,37.0,9.4,0.0,52.4,1.8
2023-01-18,STN_COAST,37.0,2.1,0.0,59.0,14.7
2023-01-19,STN_COAST,37.0,4.3,0.0,60.3,27.2
2023-01-20,STN_COAST,37.0,10.2,0.0,57.6,0.6
2023-01-21,STN_COAST,37.0,4.9,0.0,42.5,19.9
2023-01-22,STN_COAST,37.0,3.6,0.0,59.8,2.3
2023-01-23,STN_COAST,37.0,11.3,0.0,61.3,2.3
2023-01-24,STN_COAST,37.0,2.7,0.0,60.0,5.0
2023-01-25,STN_COAST,37.0,4.4,0.0,47.2,3.9
2023-01-26,STN_COAST,37.0,2.4,1.2,85.4,17.3
2023-01-27,STN_COAST,37.0,3.2,0.0,63.3,3.8
2023-01-28,STN_COAST,37.0,10.8,0.5,87.4,22.8
2023-01-29,STN_COAST,37.0,6.5,0.0,73.9,3.3
2023-01-30,STN_COAST,37.0,10.2,0.0,49.3,39.4
2023-01-31,STN_COAST,37.0,6.1,0.0,67.2,2.4
2023-02-01,STN_COAST,37.0,8.2,0.0,69.2,9.8
2023-02-02,STN_COAST,37.0,5.6,2.7,74.3,19.6
2023-02-03,STN_COAST,37.0,6.1,0.0,67.8,57.8
2023-02-04,STN_COAST,37.0,6.5,5.8,86.5,0.1
2023-02-05,STN_COAST,37.0,7.3,0.0,56.9,19.5
2023-02-06,STN_COAST,37.0,4.1,0.0,48.1,3.3
2023-02-07,STN_COAST,37.0,7.3,0.0,64.0,8.7
2023-02-08,STN_COAST,37.0,6.5,1.0,90.1,14.4
2023-02-09,STN_COAST,37.0,7.8,0.0,68.3,21.3
2023-02-10,STN_COAST,37.0,5.4,13.6,,31.6
2023-02-11,STN_COAST,37.0,8.8,0.0,60.5,13.4
2023-02-12,STN_COAST,37.0,6.3,0.0,67.6,34.6
2023-02-13,STN_COAST,37.0,12.3,0.9,87.2,19.8
2023-02-14,STN_COAST,37.0,4.4,0.0,49.0,0.6
2023-02-15,STN_COAST,37.0,5.7,0.0,53.2,3.6
2023-02-16,STN_COAST,37.0,5.9,0.0,70.1,2.0
2023-02-17,STN_COAST,37.0,8.5,0.0,52.9,27.3
2023-02-18,STN_COAST,37.0,10.1,0.0,49.5,2.0
2023-02-19,STN_COAST,37.0,9.0,0.0,68.8,29.4
2023-02-20,STN_COAST,37.0,17.1,0.0,71.0,3.7
2023-02-21,STN_COAST,37.0,9.3,3.4,78.2,2.0
2023-02-22,STN_COAST,37.0,10.7,2.8,83.0,4.4
2023-02-23,STN_COAST,37.0,11.8,0.0,83.4,24.4
2023-02-24,STN_COAST,37.0,7.8,0.0,62.7,35.8
2023-02-25,STN_COAST,37.0,7.9,3.2,78.8,9.4
