exp_id,temp_C,conc_mM,cat,rep,yield_pct,react_time_min,purity_pct,batch
438,40,5.0,TypeB,1,109.30994927089256,37.3,83.8,C
439,40,5.0,TypeB,2,108.36830878032242,39.7,99.5,A
440,40,5.0,TypeB,3,99.5122261505517,39.9,92.9,B
441,40,5.0,TypeB,4,107.23203272446966,44.7,98.6,B
442,40,5.0,TypeB,5,103.90365262595296,32.9,85.9,B
443,40,5.0,TypeB,6,110.26627894998006,40.7,92.5,B
444,40,5.0,TypeB,7,103.50543998024361,33.0,90.8,B
445,40,5.0,TypeB,8,116.34776524974757,37.9,86.7,A
446,40,5.0,TypeB,9,111.01483627441503,49.4,,A
447,40,5.0,TypeC,1,102.33329912304843,37.2,,A
448,40,5.0,TypeC,2,100.31006010683632,59.4,92.3,A
449,40,5.0,TypeC,3,98.45306654133165,50.7,84.8,B
450,40,5.0,TypeC,4,95.29039323905552,47.0,85.7,C
451,40,5.0,TypeC,5,102.89866045136343,48.0,92.2,A
452,40,5.0,TypeC,6,104.72757116025062,53.3,94.3,C
453,40,5.0,TypeC,7,102.56713697683223,50.5,93.8,A
454,40,5.0,TypeC,8,97.77202325775892,16.7,83.0,A
455,40,5.0,TypeC,9,98.04487119081378,50.7,83.5,C
456,40,5.0,TypeC,10,99.71356358386883,43.0,93.2,B
457,40,5.0,TypeC,11,103.06648482002272,44.5,,A
458,50,0.1,,1,40.95237883879031,40.1,99.9,A
459,50,0.1,,2,47.04317534732641,58.3,92.7,A
460,50,0.1,,3,41.84106105370557,36.6,90.2,C
461,50,0.1,,4,38.762362566458194,37.7,87.5,B
462,50,0.1,,5,42.16763177598586,81.9,99.8,C
463,50,0.1,,6,39.65013724600371,59.4,88.3,C
464,50,0.1,,7,39.36698995536711,44.9,88.9,B
465,50,0.1,,8,39.25383597515459,39.5,91.0,C
466,50,0.1,,9,49.13951520023339,34.5,89.6,B
467,50,0.1,TypeA,1,55.587083350021715,37.3,,A
468,50,0.1,TypeA,2,48.508753855023656,42.0,92.8,B
469,50,0.1,TypeA,3,48.38474942619474,59.1,84.5,A
470,50,0.1,TypeA,4,49.48209087967766,38.7,90.4,C
471,50,0.1,TypeA,5,46.29247415142418,34.8,90.2,C
472,50,0.1,TypeA,6,52.40903941763221,48.6,90.7,A
473,50,0.1,TypeA,7,49.68240446890072,60.9,90.8,C
474,50,0.1,TypeA,8,52.34343713372226,45.2,93.1,B
475,50,0.1,TypeA,9,53.242483856750646,43.1,96.9,A
476,50,0.1,TypeA,10,53.53548198022181,47.3,99.9,C
477,50,0.1,TypeB,1,56.058278481527886,52.2,,A
478,50,0.1,TypeB,2,57.085625077271764,42.5,86.2,B
479,50,0.1,TypeB,3,58.949440404227616,35.1,88.7,B
480,50,0.1,TypeB,4,55.10978745571729,38.4,88.4,C
481,50,0.1,TypeB,5,54.20604120425962,39.3,97.3,B
482,50,0.1,TypeB,6,54.482229779699786,59.2,90.1,A
483,50,0.1,TypeB,7,57.67677683987121,37.6,84.2,B
484,50,0.1,TypeB,8,55.02173181793361,25.3,97.4,A
485,50,0.1,TypeC,1,49.50182462735785,47.6,89.9,A
486,50,0.1,TypeC,2,47.70887314520117,41.2,99.9,B
487,50,0.1,TypeC,3,49.276713557878736,38.8,87.9,C
488,50,0.1,TypeC,4,50.4892259981928,44.7,97.2,B
489,50,0.1,TypeC,5,49.70357081753628,53.4,80.4,A
490,50,0.1,TypeC,6,50.22081987847473,37.2,96.2,A
491,50,0.1,TypeC,7,51.166013679341695,50.4,92.0,B
492,50,0.1,TypeC,8,49.29997206944502,46.1,92.6,C
493,50,0.5,,1,59.75868415382381,46.4,89.6,C
494,50,0.5,,2,61.49935789933587,41.4,95.0,A
495,50,0.5,,3,62.311562038634825,65.3,,A
496,50,0.5,,4,60.67945502184232,28.9,91.6,C
497,50,0.5,,5,56.251376922836776,48.0,83.7,B
498,50,0.5,,6,60.344830660958195,50.0,98.0,A
499,50,0.5,,7,58.03219087330762,44.5,92.3,A
500,50,0.5,,8,59.45860013451783,30.7,98.0,C
501,50,0.5,,9,57.66308877376582,26.9,93.9,B
502,50,0.5,,10,65.15470832023507,38.9,86.8,C
503,50,0.5,TypeA,1,60.03071621309043,27.4,93.6,B
504,50,0.5,TypeA,2,66.86148461834529,50.2,88.7,B
505,50,0.5,TypeA,3,70.30467871543908,37.3,98.4,B
506,50,0.5,TypeA,4,66.74643730811765,66.9,89.6,A
507,50,0.5,TypeA,5,67.09380303788056,58.2,99.9,C
508,50,0.5,TypeA,6,65.20800461516009,28.5,98.3,C
509,50,0.5,TypeA,7,67.35426081397242,32.7,98.4,B
510,50,0.5,TypeA,8,63.694524941794484,45.2,94.7,A
511,50,0.5,TypeA,9,71.55522841288992,55.7,87.4,A
512,50,0.5,TypeA,10,70.08488094527543,49.3,99.9,C
513,50,0.5,TypeB,1,69.3505259765668,32.2,,A
514,50,0.5,TypeB,2,79.39621816897919,43.8,87.0,A
515,50,0.5,TypeB,3,73.07161433471583,55.3,94.0,B
516,50,0.5,TypeB,4,72.42769561291287,62.4,97.6,A
517,50,0.5,TypeB,5,76.69045859381218,35.2,88.3,B
518,50,0.5,TypeB,6,70.26122237760073,44.2,92.6,C
519,50,0.5,TypeB,7,68.3996661527146,34.2,92.9,A
520,50,0.5,TypeB,8,74.31569356168589,63.2,92.3,C
521,50,0.5,TypeB,9,75.00529735943931,25.5,94.1,C
522,50,0.5,TypeB,10,68.43168009618996,36.1,92.6,A
523,50,0.5,TypeB,11,72.79868812052707,38.3,95.5,A
524,50,0.5,TypeC,1,60.78529933429658,39.8,93.0,C
525,50,0.5,TypeC,2,63.86837042172874,47.1,99.9,A
526,50,0.5,TypeC,3,63.21755894966775,43.8,87.3,B
527,50,0.5,TypeC,4,61.11622878105842,42.9,96.8,B
528,50,0.5,TypeC,5,63.284042473330686,56.0,93.4,A
529,50,0.5,TypeC,6,62.299861250860744,30.7,,C
530,50,0.5,TypeC,7,66.3278416874478,42.2,97.8,A
531,50,0.5,TypeC,8,65.51929622938869,47.5,96.2,A
532,50,0.5,TypeC,9,70.88923996886552,30.4,97.6,C
533,50,0.5,TypeC,10,65.81696010067634,53.2,90.1,C
534,50,0.5,TypeC,11,69.25449190011877,36.9,94.2,B
535,50,1.0,,1,67.93408194609893,33.1,83.7,C
536,50,1.0,,2,70.4936993356582,57.6,90.8,B
537,50,1.0,,3,64.68979331735802,32.9,99.9,C
538,50,1.0,,4,60.39772222788509,50.1,92.0,A
539,50,1.0,,5,68.82314640460721,56.9,86.7,B
540,50,1.0,,6,62.00155406523842,48.0,84.0,B
541,50,1.0,,7,68.60784605603257,51.0,82.3,B
542,50,1.0,,8,69.90514657267119,37.0,96.6,A
543,50,1.0,,9,62.43490208895764,60.1,90.8,A
544,50,1.0,,10,63.43078431032895,56.1,90.1,A
545,50,1.0,,11,60.994177749936355,36.0,93.2,A
546,50,1.0,TypeA,1,78.93155237226476,40.6,89.6,A
547,50,1.0,TypeA,2,78.21853606359028,37.8,98.1,B
548,50,1.0,TypeA,3,81.6684773069785,36.1,89.0,A
549,50,1.0,TypeA,4,86.09557293668566,51.3,87.4,B
550,50,1.0,TypeA,5,78.49800740664209,39.7,90.6,A
551,50,1.0,TypeA,6,81.61329489373644,38.8,89.1,C
552,50,1.0,TypeA,7,77.37216138230396,48.9,90.6,B
553,50,1.0,TypeA,8,84.6038910308299,37.9,97.1,C
554,50,1.0,TypeB,1,78.2972104216506,43.0,90.8,B
555,50,1.0,TypeB,2,76.2688013310376,33.6,96.2,C
556,50,1.0,TypeB,3,85.98406151693877,63.2,99.0,A
557,50,1.0,TypeB,4,79.77619688796375,47.8,92.9,A
558,50,1.0,TypeB,5,80.33372090609019,53.4,,A
559,50,1.0,TypeB,6,85.58722607118915,54.3,97.6,B
560,50,1.0,TypeB,7,83.67950775958987,38.2,87.7,C
561,50,1.0,TypeB,8,83.2248874284482,45.0,97.6,A
562,50,1.0,TypeB,9,79.27770039932271,54.4,92.8,C
563,50,1.0,TypeB,10,78.10556235171585,54.0,93.6,C
564,50,1.0,TypeB,11,80.53698823391608,37.9,97.5,A
565,50,1.0,TypeC,1,73.38060696108198,61.5,90.8,A
566,50,1.0,TypeC,2,76.27596231348923,47.1,92.7,C
567,50,1.0,TypeC,3,75.24093773241108,35.1,,A
568,50,1.0,TypeC,4,76.98595684454129,50.8,92.4,A
569,50,1.0,TypeC,5,74.19460403948706,58.3,91.7,A
570,50,1.0,TypeC,6,73.67424325797934,36.1,,B
571,50,1.0,TypeC,7,77.66920918959477,48.5,85.1,C
572,50,1.0,TypeC,8,76.05821865613764,47.3,99.6,C
573,50,1.0,TypeC,9,76.38346368688208,54.4,99.9,B
574,50,1.0,TypeC,10,70.54044973559557,62.6,94.8,C
575,50,5.0,,1,79.12470279059174,42.6,96.7,A
576,50,5.0,,2,76.96443234549605,33.4,98.1,C
577,50,5.0,,3,80.75780727905429,42.4,85.3,A
578,50,5.0,,4,81.01543259694348,43.5,91.1,B
579,50,5.0,,5,79.69070687711009,46.4,95.9,A
580,50,5.0,,6,78.18187702160347,44.7,93.1,C
581,50,5.0,,7,79.6992482037472,41.3,84.6,C
582,50,5.0,,8,76.1623560430496,38.7,,C
583,50,5.0,,9,83.09639093305314,63.0,94.4,B
584,50,5.0,,10,85.7453464289022,38.8,90.8,B
585,50,5.0,TypeA,1,112.67093312752925,36.2,99.0,C
586,50,5.0,TypeA,2,112.52411029315017,43.1,,A
587,50,5.0,TypeA,3,112.75031955022988,48.6,96.2,B
588,50,5.0,TypeA,4,117.22507781526761,49.0,88.0,C
589,50,5.0,TypeA,5,113.42516790827213,46.0,88.9,C
590,50,5.0,TypeA,6,110.53195808704557,53.8,99.9,B
591,50,5.0,TypeA,7,114.3357831186097,26.1,99.9,B
592,50,5.0,TypeA,8,113.04117127661745,44.9,93.6,B
593,50,5.0,TypeA,9,112.72948991287319,57.3,95.4,A
594,50,5.0,TypeB,1,119.23683105264347,43.4,97.2,A
595,50,5.0,TypeB,2,115.41876997212896,35.5,93.0,C
596,50,5.0,TypeB,3,118.05499180057262,32.0,86.6,B
597,50,5.0,TypeB,4,114.86506253235332,55.7,87.5,A
598,50,5.0,TypeB,5,113.63061814210884,29.1,92.1,B
599,50,5.0,TypeB,6,114.53785336996195,40.6,99.4,C
600,50,5.0,TypeB,7,118.72865024652243,23.8,94.9,A
601,50,5.0,TypeB,8,113.48849430832267,37.5,94.4,A
602,50,5.0,TypeC,1,107.33891733791118,27.3,93.8,A
603,50,5.0,TypeC,2,101.92480296005283,33.4,91.4,C
604,50,5.0,TypeC,3,110.58781892940247,21.0,90.2,B
605,50,5.0,TypeC,4,113.00671745161185,20.6,90.3,A
606,50,5.0,TypeC,5,111.51839790627903,55.0,94.8,C
607,50,5.0,TypeC,6,107.85310540044821,34.6,92.5,B
608,50,5.0,TypeC,7,104.0576726483443,52.8,96.9,C
609,50,5.0,TypeC,8,112.35063987554786,39.8,87.8,B
610,50,5.0,TypeC,9,107.8880221557446,40.6,95.8,C
