session_id,user_id,timestamp,device,traffic_source,duration_seconds,pages_viewed,bounce,converted,cart_value
S000378,8089,2024-06-04 23:57,Desktop,Organic,384,6,0,0,0
S000379,4564,2024-02-07 03:37,Tablet,Direct,218,3,0,0,0
S000380,1949,2024-02-19 18:06,Desktop,Social,198,3,0,0,0
S000381,6667,2024-04-22 02:02,Mobile,Direct,146,3,0,0,0
S000382,7744,2024-04-04 00:33,Desktop,Organic,294,5,0,0,0
S000383,2872,2024-05-16 20:56,Desktop,Referral,256,8,0,1,39.26
S000384,9588,2024-01-26 12:58,Desktop,Direct,203,3,0,0,0
S000385,2674,2024-02-26 04:11,Desktop,Email,115,3,0,0,0
S000386,2814,2024-02-05 15:33,Desktop,Social,18,1,1,0,0
S000387,6346,2024-01-28 12:55,Tablet,Organic,163,2,0,0,0
S000388,5978,2024-02-06 00:40,Mobile,Email,20,1,1,0,0
S000389,1225,2024-03-02 07:37,Mobile,Email,178,3,0,0,0
S000390,5212,2024-02-10 04:35,Mobile,Referral,126,2,0,0,0
S000391,4572,2024-02-11 10:22,Mobile,Direct,45,1,1,0,0
S000392,4188,2024-05-06 01:35,Mobile,Organic,73,1,1,0,0
S000393,7719,2024-01-10 20:05,Mobile,Paid,36,1,1,0,0
S000394,9696,2024-02-19 05:15,Desktop,Organic,149,3,0,0,0
S000395,9150,2024-02-02 14:45,Desktop,Social,34,1,1,0,
S000396,9865,2024-02-10 06:16,Mobile,Paid,82,2,0,0,0
S000397,1578,2024-03-15 13:48,Tablet,Social,170,3,0,0,0
S000398,7682,2024-01-21 00:31,Desktop,Direct,,5,0,0,0
S000399,8443,2024-01-29 01:02,Mobile,Social,4,1,1,0,0
S000400,5428,2024-04-24 16:50,Tablet,Referral,130,1,1,0,0
S000401,8383,2024-02-28 06:17,Desktop,Paid,185,4,0,0,0
S000402,4681,2024-01-31 02:51,Mobile,Organic,196,4,0,0,0
S000403,8874,2024-05-24 12:16,Mobile,Organic,123,2,0,0,0
S000404,9906,2024-03-24 11:02,Tablet,Organic,244,4,0,0,0
S000405,1338,2024-06-21 09:23,Mobile,Organic,136,4,0,0,0
S000406,7572,2024-03-29 04:27,Mobile,Organic,139,2,0,0,0
S000407,7860,2024-06-26 08:21,Tablet,Email,3,1,1,0,0
S000408,6217,2024-03-21 15:52,Mobile,Direct,280,4,0,0,0
S000409,6571,2024-06-24 04:55,Mobile,Email,178,8,0,0,0
S000410,1498,2024-01-06 02:39,Mobile,Paid,105,1,1,0,0
S000411,2066,2024-01-07 10:14,Tablet,Paid,196,3,0,1,29.27
S000412,8346,2024-04-03 18:30,Mobile,Paid,133,2,0,0,0
S000413,6001,2024-01-03 06:54,Desktop,Email,139,3,0,0,0
S000414,2876,2024-02-07 04:40,Mobile,Referral,217,3,0,0,0
S000415,3342,2024-03-08 03:54,Desktop,Email,214,5,0,0,
S000416,5023,2024-01-30 13:50,Desktop,Direct,113,3,0,1,107.75
S000417,1135,2024-03-13 15:41,Tablet,Direct,307,5,0,0,0
S000418,5026,2024-05-25 09:41,Desktop,Paid,314,4,0,0,0
S000419,4537,2024-05-02 06:31,Tablet,Social,,16,0,0,0
S000420,4226,2024-04-13 17:22,Mobile,Organic,206,3,0,0,0
S000421,8820,2024-03-31 06:55,Mobile,Social,255,6,0,0,0
S000422,9917,2024-01-08 19:24,Desktop,Social,331,5,0,0,0
S000423,4323,2024-03-27 22:38,Desktop,Email,287,5,0,0,0
S000424,2150,2024-05-30 16:00,Desktop,Social,348,7,0,0,0
S000425,8639,2024-02-26 04:00,Mobile,Social,130,3,0,0,0
S000426,8839,2024-04-25 14:58,Mobile,Social,151,2,0,0,0
S000427,3392,2024-05-03 10:56,Desktop,Direct,81,1,1,0,0
S000428,4387,2024-06-23 11:09,Mobile,Email,201,6,0,0,0
S000429,4689,2024-02-07 20:48,Mobile,Paid,203,2,0,0,0
S000430,3062,2024-05-09 06:52,Tablet,Email,355,11,0,0,0
S000431,7863,2024-04-28 22:13,Mobile,Email,18,1,1,0,0
S000432,8337,2024-01-01 20:03,Tablet,Organic,276,4,0,1,25.56
S000433,5841,2024-03-21 20:41,Mobile,Organic,36,1,1,0,0
S000434,6441,2024-05-29 22:44,Desktop,Organic,43,1,1,0,0
S000435,9698,2024-02-14 02:55,Mobile,Direct,219,5,0,0,0
S000436,1396,2024-02-21 11:46,Mobile,Social,91,1,1,0,0
S000437,5775,2024-01-14 04:11,Desktop,Email,532,8,0,0,0
S000438,2456,2024-03-31 12:20,Mobile,Paid,68,1,1,0,0
S000439,9257,2024-04-21 09:46,Mobile,Organic,156,3,0,0,0
S000440,8510,2024-02-16 22:07,Mobile,Paid,332,5,0,0,0
S000441,7675,2024-03-24 01:51,Tablet,Organic,212,5,0,0,0
S000442,1442,2024-02-09 23:45,Mobile,Direct,88,1,1,0,0
S000443,2324,2024-02-26 18:47,Mobile,Organic,94,1,1,0,0
S000444,8487,2024-05-07 17:13,Mobile,Social,29,1,1,0,0
S000445,3573,2024-06-21 10:10,Desktop,Social,383,8,0,0,0
S000446,2599,2024-03-16 04:06,Desktop,Social,63,1,1,0,0
S000447,6187,2024-06-10 15:13,Mobile,Paid,221,4,0,0,0
S000448,5276,2024-01-25 21:03,Desktop,Paid,350,6,0,1,85.75
S000449,9813,2024-06-14 18:43,Mobile,Direct,44,2,0,0,0
S000450,5921,2024-03-02 21:07,Tablet,Organic,238,3,0,0,0
S000451,8066,2024-05-17 19:54,Tablet,Organic,363,5,0,0,0
S000452,3926,2024-05-06 15:05,Mobile,Social,252,12,0,1,86.86
S000453,5517,2024-02-27 11:18,Mobile,Organic,196,3,0,0,0
S000454,2306,2024-06-07 22:38,Mobile,Social,281,6,0,0,0
S000455,1372,2024-03-19 20:09,Mobile,Email,82,1,1,0,0
S000456,3327,2024-06-19 07:47,Tablet,Organic,47,1,1,0,0
S000457,9950,2024-04-03 05:34,Mobile,Direct,209,3,0,0,0
S000458,9933,2024-06-05 00:23,Tablet,Direct,256,8,0,0,0
S000459,4606,2024-01-22 18:31,Desktop,Organic,42,1,1,0,0
S000460,2890,2024-01-12 13:01,Mobile,Organic,242,4,0,0,0
S000461,9324,2024-03-29 07:38,Mobile,Paid,3,1,1,0,0
S000462,6639,2024-01-19 02:29,Desktop,Organic,277,4,0,0,0
S000463,9407,2024-03-03 06:39,Mobile,Paid,19,1,1,0,0
S000464,4408,2024-05-06 00:50,Mobile,Social,203,5,0,0,0
S000465,9860,2024-06-10 10:53,Mobile,Referral,270,6,0,0,0
S000466,7115,2024-06-26 01:23,Tablet,Email,154,3,0,0,0
S000467,7436,2024-02-10 07:58,Mobile,Direct,162,2,0,0,0
S000468,7863,2024-01-16 04:14,Tablet,Organic,256,7,0,0,0
S000469,7262,2024-06-12 18:19,Desktop,Paid,6,1,1,0,0
S000470,2653,2024-02-21 06:41,Mobile,Organic,354,6,0,0,0
S000471,3720,2024-03-10 03:28,Mobile,Social,185,3,0,0,0
S000472,5244,2024-05-12 10:25,Desktop,Direct,172,3,0,0,0
S000473,2774,2024-03-31 11:35,Desktop,Paid,124,2,0,0,0
S000474,5834,2024-01-15 17:14,Mobile,Social,149,3,0,0,0
S000475,8295,2024-05-22 19:31,Tablet,Referral,310,4,0,0,0
S000476,6370,2024-06-26 15:31,Tablet,Direct,141,3,0,1,85.45
S000477,7055,2024-01-05 23:39,Mobile,Email,9,1,1,0,0
S000478,7686,2024-01-13 01:44,Desktop,Referral,335,4,0,0,0
S000479,2819,2024-02-29 07:50,Desktop,Organic,177,2,0,0,0
S000480,8493,2024-04-03 19:13,Tablet,Organic,193,6,0,1,11.96
S000481,8030,2024-01-03 13:25,Desktop,Social,190,5,0,0,0
S000482,2709,2024-01-18 12:50,Desktop,Direct,480,13,0,0,0
S000483,6484,2024-05-02 21:06,Mobile,Referral,123,3,0,0,0
S000484,3599,2024-04-14 02:37,Desktop,Organic,298,6,0,1,159.76
S000485,8851,2024-05-19 07:33,Mobile,Social,197,2,0,0,0
S000486,2316,2024-06-21 21:35,Desktop,Email,426,8,0,0,0
S000487,5373,2024-05-05 15:20,Desktop,Organic,80,1,1,0,0
S000488,7878,2024-02-26 21:56,Tablet,Social,53,1,1,0,0
S000489,9029,2024-02-24 12:56,Mobile,Paid,307,6,0,0,0
S000490,1289,2024-02-13 23:18,Tablet,Organic,124,2,0,0,0
S000491,4043,2024-02-21 16:33,Mobile,Paid,215,4,0,0,0
S000492,8280,2024-05-01 07:37,Desktop,Social,274,4,0,0,0
S000493,6484,2024-06-12 05:50,Mobile,Direct,159,3,0,0,0
S000494,8515,2024-03-05 20:55,Desktop,Direct,49,1,1,0,0
S000495,8178,2024-01-27 02:33,Desktop,Paid,315,7,0,1,44.08
S000496,5778,2024-06-10 01:14,Desktop,Social,17,1,1,0,0
S000497,4415,2024-04-11 10:08,Mobile,Paid,152,2,0,0,0
S000498,1224,2024-06-16 17:24,Mobile,Organic,23,1,1,0,0
S000499,7914,2024-05-06 00:08,Desktop,Paid,302,7,0,0,0
S000500,5677,2024-06-16 10:11,Desktop,Direct,334,7,0,0,0
S000501,3737,2024-02-03 18:11,Mobile,Social,173,2,0,0,0
S000502,9010,2024-05-04 00:13,Tablet,Email,61,1,1,0,0
S000503,2661,2024-05-14 17:44,Desktop,Social,245,4,0,0,0
S000504,4705,2024-01-29 09:42,Mobile,Organic,301,8,0,0,0
S000505,9032,2024-02-05 21:56,Mobile,Paid,86,2,0,0,0
S000506,1355,2024-01-04 16:04,Desktop,Paid,454,9,0,0,0
S000507,7615,2024-03-19 04:12,Mobile,Referral,3,1,1,0,0
S000508,8614,2024-05-13 21:38,Tablet,Paid,309,4,0,0,0
S000509,4607,2024-03-15 12:49,Desktop,Organic,269,4,0,0,0
S000510,5707,2024-04-04 09:57,Mobile,Direct,131,7,0,0,0
S000511,3778,2024-01-25 21:02,Desktop,Paid,223,3,0,0,0
S000512,4670,2024-01-21 15:19,Desktop,Email,483,13,0,0,0
S000513,9031,2024-05-24 20:41,Desktop,Direct,233,4,0,0,0
S000514,9102,2024-03-26 14:31,Mobile,Direct,225,3,0,0,0
S000515,6238,2024-01-16 04:34,Mobile,Organic,87,6,0,1,11.4
S000516,1583,2024-01-20 09:47,Mobile,Organic,115,1,1,0,0
S000517,6496,2024-05-13 02:12,Mobile,Paid,3,1,1,0,0
S000518,2452,2024-04-06 05:09,Desktop,Social,94,2,0,0,0
S000519,8398,2024-06-22 02:53,Mobile,Direct,151,2,0,0,0
S000520,1966,2024-03-03 01:04,Mobile,Paid,123,3,0,0,0
S000521,1720,2024-02-05 18:33,Desktop,Organic,415,8,0,0,0
S000522,9679,2024-05-30 06:07,Desktop,Organic,328,9,0,0,0
S000523,8324,2024-04-06 08:33,Mobile,Social,3,1,1,0,0
S000524,7305,2024-02-21 22:28,Mobile,Social,181,3,0,0,0
S000525,2859,2024-02-26 05:56,Mobile,Organic,58,1,1,0,0
S000526,1054,2024-03-07 10:15,Mobile,Email,158,2,0,0,0
S000527,2999,2024-06-22 00:12,Mobile,Paid,26,1,1,0,0
S000528,3927,2024-01-28 15:56,Tablet,Paid,169,3,0,0,0
S000529,8401,2024-03-09 20:24,Desktop,Paid,492,10,0,0,0
S000530,9495,2024-02-17 23:13,Mobile,Organic,150,2,0,0,0
S000531,1736,2024-04-05 07:00,Mobile,Social,304,5,0,0,
S000532,2987,2024-06-26 05:29,Desktop,Paid,127,6,0,0,0
S000533,7514,2024-05-31 15:41,Desktop,Organic,33,1,1,0,0
S000534,1350,2024-01-02 10:53,Tablet,Organic,218,6,0,0,0
S000535,7339,2024-04-21 04:12,Mobile,Social,210,3,0,0,0
S000536,9002,2024-05-18 03:12,Mobile,Paid,285,6,0,0,0
S000537,9183,2024-06-27 21:38,Mobile,Referral,61,1,1,0,0
S000538,4453,2024-06-24 12:01,Desktop,Paid,304,5,0,0,0
S000539,5861,2024-05-25 20:27,Mobile,Paid,109,2,0,0,0
S000540,1932,2024-06-28 07:17,Mobile,Organic,3,1,1,0,0
S000541,7974,2024-01-01 21:20,Desktop,Email,144,3,0,0,0
S000542,8462,2024-02-02 09:35,Desktop,Organic,184,4,0,0,0
S000543,2082,2024-02-18 12:56,Tablet,Email,306,7,0,0,0
S000544,7048,2024-04-14 01:26,Mobile,Social,275,5,0,0,0
S000545,6803,2024-02-28 14:56,Desktop,Paid,222,3,0,0,0
S000546,2353,2024-01-08 19:18,Desktop,Organic,315,6,0,0,0
S000547,9264,2024-02-17 03:56,Desktop,Paid,392,13,0,0,0
S000548,5375,2024-03-04 05:40,Tablet,Social,3,1,1,0,0
S000549,5563,2024-05-19 18:46,Mobile,Direct,201,3,0,0,0
S000550,2561,2024-03-13 19:33,Mobile,Social,208,5,0,0,0
S000551,2779,2024-04-22 17:20,Mobile,Social,30,1,1,0,0
S000552,2515,2024-01-17 10:40,Desktop,Organic,283,7,0,0,
S000553,9271,2024-06-08 01:57,Mobile,Referral,187,6,0,1,78.27
S000554,9751,2024-01-09 15:43,Tablet,Referral,246,3,0,0,0
S000555,9034,2024-01-15 09:14,Desktop,Paid,460,11,0,0,0
S000556,7245,2024-01-18 04:43,Mobile,Direct,127,2,0,0,0
S000557,1309,2024-02-26 04:38,Desktop,Email,305,5,0,0,0
S000558,4423,2024-04-24 01:04,Mobile,Direct,161,3,0,0,0
S000559,3197,2024-03-05 04:22,Mobile,Social,304,5,0,0,0
S000560,4778,2024-06-12 07:59,Mobile,Organic,250,5,0,0,0
S000561,1981,2024-05-05 03:48,Mobile,Paid,134,2,0,0,0
S000562,2516,2024-04-26 14:40,Desktop,Social,361,6,0,0,0
S000563,5672,2024-05-28 17:26,Desktop,Social,46,1,1,0,0
S000564,1316,2024-03-25 11:27,Mobile,Organic,283,4,0,0,0
S000565,7727,2024-04-29 20:25,Desktop,Social,45,1,1,0,0
S000566,4899,2024-03-07 06:01,Mobile,Organic,141,4,0,0,0
S000567,2484,2024-01-29 04:17,Mobile,Referral,292,4,0,0,0
S000568,5284,2024-02-09 04:18,Desktop,Social,535,12,0,0,0
S000569,5348,2024-04-26 09:21,Mobile,Email,209,4,0,0,0
S000570,4737,2024-06-03 13:32,Tablet,Email,381,7,0,0,0
S000571,4949,2024-06-17 07:31,Tablet,Email,3,1,1,0,0
S000572,2300,2024-06-27 18:13,Mobile,Organic,45,1,1,0,0
S000573,4322,2024-02-22 01:24,Desktop,Organic,99,2,0,0,0
S000574,9697,2024-01-01 00:36,Mobile,Social,231,7,0,0,0
S000575,1981,2024-06-02 08:32,Tablet,Social,184,5,0,0,0
S000576,2423,2024-02-08 11:38,Tablet,Paid,369,5,0,0,0
S000577,6178,2024-06-18 19:30,Tablet,Paid,21,1,1,0,0
S000578,8586,2024-05-04 22:56,Mobile,Social,27,1,1,0,0
S000579,1099,2024-02-15 14:30,Mobile,Social,185,4,0,0,0
S000580,8475,2024-01-08 14:50,Mobile,Organic,126,2,0,0,0
S000581,7325,2024-05-26 09:32,Mobile,Paid,3,1,1,0,0
S000582,5955,2024-01-30 11:55,Desktop,Referral,134,3,0,1,53.87
S000583,7048,2024-04-16 11:27,Mobile,Referral,231,8,0,0,0
S000584,5136,2024-02-10 04:06,Mobile,Direct,143,4,0,0,0
S000585,6249,2024-03-01 08:15,Desktop,Direct,79,2,0,0,0
S000586,7214,2024-05-01 11:04,Mobile,Direct,3,1,1,0,0
S000587,1945,2024-04-30 04:42,Desktop,Email,482,11,0,1,34.06
S000588,9482,2024-01-06 13:01,Desktop,Email,61,1,1,0,0
S000589,5340,2024-04-08 08:02,Desktop,Organic,61,1,1,0,0
S000590,2263,2024-06-16 09:46,Desktop,Email,350,9,0,0,0
S000591,9197,2024-01-18 20:54,Tablet,Organic,175,55,0,0,0
S000592,1466,2024-01-07 09:38,Desktop,Paid,344,10,0,0,0
S000593,1558,2024-03-03 00:49,Mobile,Organic,18,1,1,0,0
S000594,5802,2024-06-28 04:49,Mobile,Email,69,2,0,0,0
S000595,5557,2024-04-10 14:17,Mobile,Direct,234,3,0,0,0
S000596,4225,2024-04-22 13:22,Desktop,Organic,194,6,0,0,0
S000597,3680,2024-01-26 18:57,Mobile,Organic,10,1,1,0,0
S000598,3938,2024-05-23 10:11,Mobile,Social,173,3,0,0,0
S000599,2118,2024-01-10 02:21,Desktop,Email,325,7,0,1,96.62
S000600,7596,2024-06-14 03:27,Mobile,Direct,169,4,0,0,0
S000601,9722,2024-03-19 19:58,Mobile,Direct,268,4,0,0,0
S000602,9167,2024-04-26 14:22,Tablet,Paid,256,4,0,0,0
S000603,5629,2024-05-26 05:22,Mobile,Organic,50,2,0,0,0
S000604,6036,2024-05-31 21:28,Mobile,Organic,106,1,1,0,0
S000605,5367,2024-03-25 10:42,Mobile,Direct,186,2,0,0,0
S000606,1102,2024-02-05 02:26,Tablet,Social,207,14,0,0,0
S000607,2594,2024-06-13 09:49,Desktop,Paid,275,7,0,0,0
S000608,8616,2024-03-25 10:35,Mobile,Organic,194,5,0,0,0
S000609,2252,2024-03-21 11:20,Mobile,Paid,129,3,0,0,0
S000610,1272,2024-04-06 18:21,Mobile,Direct,203,3,0,0,0
S000611,1524,2024-04-19 23:46,Mobile,Social,80,1,1,0,0
S000612,3933,2024-06-27 06:31,Mobile,Organic,135,2,0,0,0
S000613,5423,2024-06-02 16:08,Desktop,Organic,404,6,0,0,0
S000614,3948,2024-03-02 09:49,Desktop,Organic,180,5,0,0,0
S000615,9132,2024-04-01 07:21,Desktop,Organic,140,4,0,0,0
S000616,6341,2024-04-08 05:59,Desktop,Paid,335,5,0,0,0
S000617,4312,2024-02-02 15:36,Tablet,Direct,123,2,0,1,46.01
S000618,3538,2024-03-06 12:24,Mobile,Direct,227,5,0,0,0
S000619,3069,2024-02-09 00:29,Desktop,Email,271,6,0,0,0
S000620,6301,2024-02-27 23:52,Mobile,Organic,30,1,1,0,0
S000621,3782,2024-02-25 09:58,Mobile,Organic,200,9,0,0,0
S000622,3770,2024-01-03 19:03,Mobile,Paid,45,1,1,0,0
S000623,4472,2024-05-27 01:53,Desktop,Referral,446,11,0,0,0
S000624,9205,2024-05-20 19:18,Desktop,Social,203,2,0,0,0
S000625,3225,2024-05-18 19:20,Mobile,Social,3,1,1,0,0
S000626,5261,2024-05-26 16:30,Desktop,Direct,252,3,0,0,0
S000627,6009,2024-03-23 22:04,Mobile,Organic,173,2,0,0,0
S000628,5532,2024-05-29 21:19,Mobile,Organic,6,1,1,0,0
S000629,3716,2024-04-27 12:42,Mobile,Direct,91,2,0,0,0
S000630,3527,2024-05-20 00:24,Mobile,Direct,182,6,0,0,0
S000631,2740,2024-01-21 06:44,Mobile,Paid,199,4,0,0,0
S000632,5477,2024-03-06 02:46,Mobile,Organic,107,1,1,0,0
S000633,4047,2024-04-08 10:41,Desktop,Organic,176,3,0,0,0
S000634,6768,2024-04-09 07:58,Mobile,Direct,215,2,0,0,0
S000635,2261,2024-03-25 18:15,Mobile,Email,177,3,0,1,34.86
S000636,9759,2024-03-11 20:55,Mobile,Organic,169,4,0,0,0
S000637,2358,2024-02-03 14:54,Mobile,Social,133,4,0,0,0
S000638,6416,2024-04-23 22:27,Mobile,Paid,290,8,0,0,0
S000639,5556,2024-04-11 19:17,Desktop,Direct,107,1,1,0,0
S000640,2568,2024-01-24 14:46,Mobile,Email,218,2,0,0,0
S000641,8982,2024-06-19 22:41,Tablet,Referral,230,4,0,0,0
S000642,7974,2024-02-20 20:34,Desktop,Social,275,4,0,0,0
S000643,6454,2024-04-22 11:48,Tablet,Organic,162,2,0,0,0
S000644,8997,2024-04-05 13:09,Mobile,Social,183,6,0,0,0
S000645,3150,2024-01-08 23:09,Desktop,Organic,41,1,1,0,0
S000646,5621,2024-04-26 10:48,Mobile,Direct,127,2,0,0,0
S000647,2748,2024-02-08 10:17,Desktop,Paid,125,5,0,0,0
S000648,7461,2024-03-03 17:04,Desktop,Direct,306,5,0,0,0
S000649,1589,2024-04-17 03:49,Desktop,Direct,230,3,0,0,0
S000650,8541,2024-01-16 01:32,Desktop,Organic,3,1,1,0,0
S000651,4935,2024-05-12 05:45,Mobile,Email,225,4,0,0,0
S000652,6925,2024-05-19 05:43,Desktop,Social,320,17,0,0,0
S000653,2136,2024-01-12 05:41,Desktop,Organic,313,7,0,0,0
S000654,2124,2024-05-31 10:17,Mobile,Direct,248,4,0,1,69.3
S000655,2802,2024-02-07 16:40,Desktop,Paid,149,2,0,0,0
S000656,3467,2024-02-11 23:53,Tablet,Organic,325,4,0,1,57.44
S000657,7155,2024-01-06 02:54,Mobile,Direct,7,1,1,0,0
S000658,4668,2024-01-03 08:27,Tablet,Social,22,1,1,0,0
S000659,8321,2024-04-15 07:35,Desktop,Organic,256,5,0,0,0
S000660,6577,2024-02-27 00:06,Mobile,Direct,214,11,0,1,41.41
S000661,1218,2024-06-15 21:40,Mobile,Paid,177,2,0,0,0
S000662,9771,2024-02-10 18:17,Mobile,Organic,307,6,0,1,74.23
S000663,5426,2024-01-15 07:04,Mobile,Direct,300,6,0,0,0
S000664,6433,2024-05-28 14:26,Desktop,Direct,288,4,0,0,0
S000665,8442,2024-01-14 15:31,Mobile,Referral,133,3,0,0,0
S000666,7986,2024-04-05 01:05,Mobile,Organic,114,1,1,0,0
S000667,1461,2024-05-12 21:27,Tablet,Paid,240,4,0,1,62.96
S000668,4673,2024-02-29 19:18,Mobile,Organic,145,3,0,0,0
S000669,4128,2024-06-03 16:32,Desktop,Social,287,6,0,0,0
S000670,8057,2024-05-30 21:53,Tablet,Direct,285,8,0,0,0
S000671,9946,2024-01-06 00:21,Tablet,Direct,135,2,0,0,0
S000672,3345,2024-06-23 19:42,Mobile,Direct,73,1,1,0,0
S000673,8725,2024-06-19 09:06,Mobile,Email,83,1,1,0,0
S000674,4881,2024-03-21 11:31,Desktop,Organic,115,3,0,0,0
S000675,8863,2024-03-17 14:17,Tablet,Paid,142,2,0,0,0
S000676,7047,2024-05-11 12:34,Desktop,Referral,396,8,0,0,0
S000677,4026,2024-05-29 08:43,Desktop,Direct,386,6,0,0,0
S000678,8137,2024-01-09 15:26,Desktop,Organic,337,4,0,0,0
S000679,5188,2024-06-19 13:35,Desktop,Email,304,5,0,0,0
S000680,3227,2024-06-26 06:16,Mobile,Paid,165,4,0,0,0
S000681,7743,2024-04-25 05:41,Desktop,Paid,193,5,0,0,0
S000682,2261,2024-03-22 10:23,Mobile,Direct,119,4,0,0,0
S000683,9402,2024-03-04 05:25,Mobile,Email,283,5,0,0,0
S000684,9953,2024-06-20 21:17,Mobile,Direct,211,3,0,0,0
S000685,8398,2024-03-14 22:42,Desktop,Organic,141,2,0,0,0
S000686,8357,2024-01-16 15:51,Desktop,Social,190,3,0,0,
S000687,4004,2024-05-14 14:33,Mobile,Email,300,5,0,1,49.17
S000688,3796,2024-06-03 21:20,Desktop,Direct,6,1,1,0,0
S000689,8945,2024-05-19 06:42,Desktop,Organic,330,11,0,0,0
S000690,1081,2024-05-29 21:23,Desktop,Paid,142,2,0,0,0
S000691,5776,2024-05-15 15:48,Mobile,Organic,253,4,0,0,0
S000692,1389,2024-03-17 12:17,Mobile,Organic,311,8,0,0,0
S000693,6018,2024-01-09 18:25,Mobile,Social,308,29,0,0,0
S000694,5080,2024-03-01 07:19,Mobile,Organic,3,1,1,0,0
S000695,5153,2024-01-14 02:53,Desktop,Paid,104,1,1,0,0
S000696,6664,2024-03-22 11:02,Mobile,Paid,99,2,0,0,0
S000697,8424,2024-06-18 00:31,Mobile,Organic,3,1,1,0,0
S000698,9624,2024-05-07 05:03,Mobile,Organic,133,2,0,0,0
S000699,6718,2024-02-17 23:35,Mobile,Paid,159,3,0,0,0
S000700,2574,2024-02-19 20:33,Desktop,Organic,3,1,1,0,0
S000701,1464,2024-03-30 12:33,Tablet,Direct,234,5,0,1,52.26
S000702,8735,2024-05-22 08:46,Mobile,Organic,133,2,0,0,0
S000703,3088,2024-01-16 16:35,Mobile,Organic,280,5,0,1,144.95
S000704,4765,2024-02-06 07:55,Desktop,Organic,457,6,0,0,0
S000705,4413,2024-06-07 03:38,Desktop,Direct,104,1,1,0,0
S000706,8528,2024-02-29 04:54,Mobile,Email,180,2,0,0,0
S000707,6077,2024-02-25 22:07,Mobile,Direct,111,2,0,0,0
S000708,1956,2024-03-02 17:26,Desktop,Organic,3,1,1,0,0
S000709,3368,2024-01-16 01:46,Desktop,Organic,281,5,0,0,0
S000710,8823,2024-02-24 03:21,Desktop,Organic,288,6,0,0,0
S000711,5325,2024-01-21 00:09,Mobile,Social,265,4,0,0,0
S000712,6231,2024-04-19 06:29,Desktop,Social,406,8,0,0,
S000713,8572,2024-05-13 04:37,Desktop,Organic,163,4,0,0,0
S000714,6946,2024-01-05 13:19,Mobile,Referral,100,1,1,0,0
S000715,2222,2024-01-29 04:30,Desktop,Email,512,13,0,0,0
S000716,6927,2024-04-11 01:27,Mobile,Paid,168,4,0,0,0
S000717,4620,2024-06-03 12:47,Tablet,Organic,167,2,0,0,0
S000718,6759,2024-05-31 07:38,Mobile,Organic,50,1,1,0,0
S000719,4652,2024-03-23 10:55,Mobile,Organic,136,3,0,0,0
S000720,2044,2024-01-04 16:56,Desktop,Direct,194,12,0,0,0
S000721,2512,2024-03-03 21:06,Tablet,Direct,65,1,1,0,0
S000722,8876,2024-06-02 06:23,Mobile,Social,201,4,0,0,0
S000723,3824,2024-04-27 22:18,Desktop,Referral,205,3,0,0,0
S000724,9169,2024-04-28 17:38,Mobile,Social,,3,0,0,0
S000725,8717,2024-04-18 18:03,Mobile,Organic,207,6,0,0,0
S000726,5376,2024-03-22 22:10,Tablet,Organic,15,1,1,0,0
S000727,4861,2024-02-01 13:26,Desktop,Referral,35,1,1,0,0
S000728,2739,2024-04-26 23:48,Mobile,Organic,230,2,0,0,
S000729,7460,2024-01-04 18:34,Desktop,Social,489,8,0,0,0
S000730,7648,2024-02-10 22:19,Mobile,Email,180,3,0,0,0
S000731,5115,2024-05-18 22:26,Mobile,Organic,202,3,0,0,0
S000732,5065,2024-04-08 09:22,Desktop,Social,102,1,1,0,0
S000733,5783,2024-05-25 12:42,Desktop,Organic,543,12,0,0,0
S000734,5711,2024-04-22 22:21,Desktop,Paid,209,3,0,0,0
S000735,7716,2024-02-15 01:24,Mobile,Organic,125,3,0,0,0
S000736,4808,2024-04-08 22:14,Desktop,Social,347,4,0,0,0
S000737,4778,2024-06-01 09:14,Desktop,Direct,151,4,0,0,0
S000738,9464,2024-02-15 21:29,Tablet,Referral,277,4,0,0,0
S000739,3478,2024-03-23 09:31,Tablet,Paid,278,4,0,0,0
S000740,1054,2024-02-18 13:46,Mobile,Organic,262,6,0,0,0
S000741,2016,2024-02-08 10:41,Desktop,Paid,313,7,0,0,
S000742,8820,2024-05-18 04:02,Mobile,Direct,228,2,0,0,0
S000743,5747,2024-04-14 08:14,Desktop,Organic,351,7,0,0,0
S000744,8449,2024-03-16 05:44,Desktop,Organic,136,3,0,0,0
S000745,6891,2024-03-14 14:46,Desktop,Organic,59,1,1,0,0
S000746,2890,2024-06-19 08:54,Mobile,Organic,3,1,1,0,0
S000747,8512,2024-01-06 20:43,Tablet,Organic,36,1,1,0,0
S000748,8666,2024-03-23 17:18,Desktop,Paid,3,1,1,0,0
S000749,9785,2024-02-06 14:53,Mobile,Paid,216,3,0,0,0
S000750,1343,2024-02-03 01:31,Desktop,Email,430,9,0,0,0
S000751,8275,2024-04-06 16:21,Desktop,Organic,215,3,0,0,0
S000752,4026,2024-03-29 06:41,Mobile,Organic,139,2,0,0,0
S000753,3240,2024-02-15 05:18,Desktop,Direct,3,1,1,0,0
S000754,1921,2024-03-27 07:27,Tablet,Paid,3,1,1,0,0
S000755,6561,2024-04-15 15:13,Mobile,Paid,186,3,0,0,0
