customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,num_support_tickets,avg_monthly_usage_gb,num_products,has_premium,satisfaction_score,age_group,churned
309,64,53.37,3248.17,Two-Year,E-Wallet,3,10.36,3,1,3,26-35,0
310,32,52.27,1503.2,Month-to-Month,Bank_Transfer,6,24.16,2,0,4,36-45,1
311,45,72.66,3260.57,Two-Year,Bank_Transfer,0,9.34,1,1,4,46-55,0
312,34,26.58,880.38,Month-to-Month,Auto_Debit,3,8.46,3,0,4,26-35,0
313,25,89.76,2236.61,One-Year,E-Wallet,0,21.91,1,0,3,46-55,0
314,3,20,59.77,Month-to-Month,Bank_Transfer,4,15.65,3,1,4,56+,0
315,17,52.3,870.62,Month-to-Month,Auto_Debit,3,11.18,4,0,5,46-55,1
316,23,57.44,1416.79,One-Year,Auto_Debit,3,12.6,4,0,2,36-45,0
317,26,72.05,1867.26,Month-to-Month,Bank_Transfer,6,15.26,2,0,1,46-55,1
318,33,86.33,2744.43,One-Year,Credit_Card,0,6.34,5,0,2,46-55,0
319,1,31.62,31.6,Month-to-Month,E-Wallet,1,9.08,5,1,3,18-25,0
320,18,63.34,1181.9,Month-to-Month,Auto_Debit,0,5.49,2,0,3,36-45,0
321,20,103.5,2041.37,Two-Year,Bank_Transfer,0,15.31,4,0,1,36-45,0
322,42,51.87,2151.06,Two-Year,Credit_Card,3,8.84,2,0,2,46-55,0
323,1,93.91,97.07,Month-to-Month,E-Wallet,3,16.75,2,1,3,56+,1
324,5,108.16,539.84,Month-to-Month,Bank_Transfer,0,18.17,3,0,4,56+,0
325,18,80.05,1547.83,Month-to-Month,Credit_Card,2,8.87,2,1,4,18-25,1
326,1,80.18,81.13,Month-to-Month,Credit_Card,6,25.67,2,1,4,18-25,1
327,49,101.73,4629.41,Two-Year,E-Wallet,0,14.06,1,1,3,56+,0
328,6,70.69,450.49,Month-to-Month,E-Wallet,5,13.8,5,0,3,36-45,1
329,46,78.37,3659.87,Month-to-Month,Bank_Transfer,1,16.74,4,1,1,18-25,1
330,38,43.91,1566.12,Two-Year,Auto_Debit,3,15.04,3,0,2,46-55,0
331,49,65.08,2762.05,One-Year,Auto_Debit,7,29.44,4,0,3,56+,0
332,11,44.83,507.07,Month-to-Month,Bank_Transfer,0,18.34,1,0,4,26-35,1
333,27,20,545.64,Month-to-Month,Bank_Transfer,4,17.18,1,0,3,56+,0
334,18,33.35,572.38,Two-Year,E-Wallet,0,3.44,5,0,3,46-55,0
335,69,110.81,7451.56,Two-Year,Auto_Debit,0,6.76,3,0,3,46-55,0
336,35,80.75,2808.6,Two-Year,Auto_Debit,4,13.88,1,0,3,18-25,0
337,24,161.22,4270.96,Two-Year,Credit_Card,6,11.57,1,0,3,18-25,0
338,12,42.61,538.95,One-Year,Auto_Debit,4,31.84,2,0,2,56+,0
339,65,103.32,6373.59,Two-Year,E-Wallet,0,14.61,5,0,2,26-35,0
340,34,80.12,2550.12,One-Year,E-Wallet,1,24.43,1,0,4,46-55,0
341,26,91.09,2262.78,Two-Year,Auto_Debit,2,19.8,2,1,3,18-25,0
342,28,81.95,2184.3,Month-to-Month,Bank_Transfer,7,8.62,4,0,3,56+,1
343,9,88.53,795.04,Month-to-Month,E-Wallet,5,22.93,5,0,3,56+,0
344,1,58.53,56.88,Month-to-Month,Credit_Card,5,31.64,1,0,2,56+,0
345,33,65.59,2122.31,One-Year,Bank_Transfer,5,14.66,2,0,3,18-25,1
346,49,34.36,1716.92,Two-Year,Bank_Transfer,5,10.63,5,0,3,26-35,0
347,32,57.43,1788.39,One-Year,Credit_Card,1,20.54,3,0,4,56+,0
348,36,57.75,2165.14,One-Year,E-Wallet,2,4.49,1,0,3,26-35,1
349,23,87.19,2115.95,Month-to-Month,Credit_Card,0,19.19,2,0,5,26-35,1
350,15,82.74,1189.26,Month-to-Month,Auto_Debit,5,14.2,4,1,3,18-25,1
351,21,40.6,868.59,Month-to-Month,Credit_Card,3,5.03,2,0,5,18-25,0
352,32,41.84,1406.6,One-Year,E-Wallet,0,28.52,3,0,2,36-45,0
353,57,24.91,1368.84,Two-Year,E-Wallet,0,6.8,2,0,4,36-45,0
354,1,124.32,117.46,Month-to-Month,Credit_Card,4,13.33,3,1,2,46-55,0
355,61,68.23,3689.6,Two-Year,E-Wallet,0,19.56,4,0,2,46-55,0
356,32,59.59,2069.01,Month-to-Month,Bank_Transfer,0,32.73,2,0,4,26-35,0
357,42,71.02,2994.17,Two-Year,Bank_Transfer,1,18.24,3,0,2,56+,0
358,23,106.75,2443.11,One-Year,Credit_Card,0,20.64,1,0,3,36-45,0
359,17,94.03,1699.25,Month-to-Month,E-Wallet,3,0.5,4,0,5,46-55,0
360,11,89.13,959.08,Month-to-Month,Credit_Card,6,8.34,5,0,4,36-45,0
361,1,60.27,57.12,Month-to-Month,Bank_Transfer,0,15.51,2,1,4,18-25,1
362,8,67.44,537.57,Month-to-Month,Auto_Debit,0,10.13,2,1,3,26-35,1
363,39,66.89,2565.78,Two-Year,Auto_Debit,6,8.43,5,0,3,18-25,0
364,37,108.81,4048.3,One-Year,E-Wallet,3,20.38,1,0,3,18-25,1
365,38,58.25,2189.77,Two-Year,Auto_Debit,3,17.05,5,1,3,18-25,0
366,49,89.72,4245.62,Two-Year,Credit_Card,2,18.19,2,0,5,46-55,0
367,25,20,463.19,One-Year,Auto_Debit,5,22.17,2,1,3,56+,0
368,4,68.67,272.22,Month-to-Month,E-Wallet,2,22.82,5,1,4,36-45,0
369,3,49.76,146.29,Month-to-Month,E-Wallet,8,20.13,2,1,3,46-55,0
370,31,57.18,1831.53,Month-to-Month,E-Wallet,0,18.25,1,0,2,46-55,0
371,35,92.82,3030.31,Two-Year,E-Wallet,5,29.68,3,1,2,56+,0
372,40,78.31,3515.45,Two-Year,E-Wallet,3,21.67,5,0,4,18-25,0
373,35,20,673.31,One-Year,Auto_Debit,3,20.77,1,1,1,46-55,0
374,6,62.27,346.36,Month-to-Month,Credit_Card,4,9.99,5,0,4,26-35,0
375,12,70.24,855.82,Month-to-Month,Bank_Transfer,2,21.97,3,0,2,46-55,1
376,18,43.92,775.46,Month-to-Month,Credit_Card,0,21.82,3,0,4,36-45,1
377,15,52.87,727.36,Month-to-Month,Credit_Card,2,11.34,2,0,2,46-55,0
378,13,106.48,1413.41,Month-to-Month,Auto_Debit,4,25.76,3,0,3,26-35,1
379,30,67.11,2245.2,One-Year,E-Wallet,2,13.75,4,0,4,36-45,1
380,15,71.95,1183.04,Month-to-Month,E-Wallet,0,10.46,2,0,2,26-35,0
381,43,69.83,3145.41,One-Year,Credit_Card,0,8.91,3,0,2,26-35,0
382,1,74.98,76.12,Month-to-Month,E-Wallet,0,26.14,4,0,4,56+,0
383,55,66.69,3573.37,Two-Year,Credit_Card,5,0.5,2,0,3,46-55,0
384,17,80.26,1273.06,Month-to-Month,E-Wallet,0,28.02,4,1,4,36-45,0
385,31,32.9,912.21,One-Year,Bank_Transfer,0,19.52,2,1,4,36-45,0
386,7,70.67,507.63,Month-to-Month,E-Wallet,1,11.48,1,0,4,18-25,0
387,1,98.96,99.98,Month-to-Month,E-Wallet,0,29.38,1,0,4,26-35,1
388,1,69.37,70.93,Month-to-Month,E-Wallet,0,27.52,3,0,3,18-25,0
389,4,84.18,315.87,Month-to-Month,Bank_Transfer,6,18.2,2,1,3,18-25,1
390,32,47.64,1491.16,Month-to-Month,Auto_Debit,3,3.14,5,1,3,18-25,0
391,18,20,382.18,Month-to-Month,Auto_Debit,0,8.6,4,1,4,18-25,1
392,10,53.28,524.55,One-Year,Credit_Card,3,8.63,2,0,3,36-45,0
393,1,70.89,73.97,Month-to-Month,E-Wallet,1,24.18,4,0,2,18-25,1
394,11,21.91,237.22,Month-to-Month,Bank_Transfer,0,4.36,3,0,4,26-35,0
395,33,35.82,1183.61,Month-to-Month,Credit_Card,4,9.73,3,0,4,56+,0
396,41,69.48,2987.34,One-Year,Auto_Debit,2,24.28,4,0,4,26-35,0
397,59,70.6,3958.22,Two-Year,Bank_Transfer,2,15.03,5,0,4,18-25,0
398,55,42.57,,Two-Year,Credit_Card,0,8.12,5,0,,36-45,0
399,15,41.85,588.19,Month-to-Month,Auto_Debit,4,17.57,4,1,2,56+,1
400,34,35.38,1155.08,Month-to-Month,Auto_Debit,3,21.8,1,0,3,56+,1
401,32,54.91,1692.57,One-Year,Bank_Transfer,0,11.88,1,0,2,46-55,1
402,59,124.75,6868.13,Two-Year,Bank_Transfer,2,9.49,5,0,3,56+,0
403,64,81.35,4962.36,Two-Year,Bank_Transfer,4,7.36,2,0,4,36-45,0
404,44,75.97,3231.52,Two-Year,Bank_Transfer,0,10.72,4,0,3,56+,0
405,28,61.05,1576.32,One-Year,Auto_Debit,0,29.25,4,0,1,56+,1
406,19,41.97,833.13,Month-to-Month,Credit_Card,0,9.86,2,0,4,36-45,0
407,29,61.7,1692.16,Month-to-Month,E-Wallet,4,17.77,4,0,3,56+,1
408,52,104.26,5307.64,One-Year,Credit_Card,0,14.8,4,1,1,56+,0
409,20,52.79,1066.48,Month-to-Month,E-Wallet,2,19.07,3,1,2,46-55,1
410,36,70.22,2565.39,One-Year,Auto_Debit,6,20.2,5,1,2,36-45,0
411,1,60.81,60.1,One-Year,Auto_Debit,4,30.68,4,0,1,56+,0
412,15,33.45,522.58,Month-to-Month,E-Wallet,5,12.82,5,1,4,56+,1
413,27,33.51,826.67,One-Year,Auto_Debit,8,22.48,5,0,2,36-45,1
414,27,95.73,2547.59,One-Year,E-Wallet,4,22.95,2,1,3,46-55,0
415,4,64.56,251.09,Month-to-Month,Auto_Debit,0,21.31,3,1,4,26-35,1
416,28,60.86,1611.7,Two-Year,Bank_Transfer,4,15.21,3,0,,56+,0
417,14,54.05,745.35,Month-to-Month,E-Wallet,0,14.15,1,0,1,46-55,1
418,60,51.32,2943.24,Two-Year,Credit_Card,2,16.16,1,0,3,18-25,0
419,36,96.39,3565.02,One-Year,Auto_Debit,2,13.99,3,0,4,56+,0
420,15,34.38,501.87,Month-to-Month,Bank_Transfer,0,31.76,4,0,3,18-25,0
421,16,28.18,490.61,One-Year,Bank_Transfer,0,26.21,1,0,3,18-25,0
422,26,80.73,2050.58,Month-to-Month,Auto_Debit,1,4.49,3,1,3,56+,1
423,48,77.74,3748.2,Two-Year,Credit_Card,2,0.5,3,1,1,18-25,0
424,24,37.49,864.06,One-Year,Bank_Transfer,0,3.55,2,0,5,26-35,0
425,14,83.93,1124.3,Month-to-Month,Auto_Debit,1,24.39,2,1,4,46-55,0
426,45,47.5,2076.18,Two-Year,Bank_Transfer,3,5.07,2,0,2,36-45,0
427,38,73.77,2930.94,Two-Year,Auto_Debit,11,22.02,5,0,4,36-45,0
428,35,68.25,2385.78,Month-to-Month,Bank_Transfer,0,25.51,1,0,2,26-35,1
429,1,70.6,66.65,Month-to-Month,Auto_Debit,0,30.43,3,1,3,56+,0
430,42,88.63,3696.51,Two-Year,Bank_Transfer,2,21.41,1,0,3,56+,0
431,10,101.05,1031.13,Month-to-Month,Auto_Debit,8,25.87,2,1,2,46-55,1
432,33,54.47,1803.43,Two-Year,Bank_Transfer,3,4.92,2,0,3,56+,0
433,12,47.18,531.02,Month-to-Month,Bank_Transfer,6,12.65,4,0,1,56+,1
434,31,72.72,2166.36,Two-Year,Credit_Card,7,10.46,4,1,3,46-55,0
435,30,80.25,2245.99,One-Year,E-Wallet,0,22.86,3,0,4,46-55,0
436,32,60.16,1868.76,Month-to-Month,Credit_Card,3,26.06,3,0,2,36-45,0
437,62,57.48,3417.4,Two-Year,E-Wallet,4,9.49,5,0,2,18-25,0
438,13,85.52,1021.45,Month-to-Month,Auto_Debit,1,18.48,5,1,3,46-55,0
439,19,87.64,1634.4,Month-to-Month,E-Wallet,1,19.79,3,1,4,56+,0
440,61,59.48,,Two-Year,Bank_Transfer,0,28.54,2,0,3,26-35,0
441,38,83.03,2791.16,Two-Year,Auto_Debit,1,30.66,3,0,3,18-25,0
442,42,87.76,3291.63,One-Year,E-Wallet,0,7.71,5,0,3,56+,0
443,27,84.97,2191.28,One-Year,E-Wallet,2,19.83,2,0,1,18-25,0
444,32,40.98,1330.46,Month-to-Month,Credit_Card,1,21.77,2,0,1,46-55,1
445,12,81.86,997.11,Month-to-Month,Credit_Card,3,15.4,2,0,3,18-25,1
446,16,66.41,1109.25,Month-to-Month,Auto_Debit,0,10.94,3,0,2,18-25,0
447,38,49.55,1752.4,One-Year,E-Wallet,1,9.63,5,0,2,36-45,0
448,1,76.59,77.17,One-Year,Bank_Transfer,4,24.43,2,1,4,46-55,1
449,19,54.45,1071.23,Month-to-Month,Bank_Transfer,5,13.52,2,1,1,36-45,0
450,37,63.57,2259.28,One-Year,Bank_Transfer,2,2.69,3,0,3,18-25,0
451,11,103.86,1154.33,Month-to-Month,E-Wallet,0,2.63,4,0,3,26-35,1
452,44,65.09,2966.7,One-Year,Credit_Card,1,20.23,5,1,2,46-55,0
453,57,49.76,2602.35,Two-Year,E-Wallet,5,28.42,1,1,4,56+,0
454,1,76.61,77.07,Month-to-Month,Credit_Card,2,0.5,4,0,4,36-45,0
455,28,49.35,1434.54,One-Year,Bank_Transfer,3,13.25,4,1,2,18-25,0
456,25,63.05,1586.46,Month-to-Month,Bank_Transfer,2,8.89,4,1,3,26-35,0
457,7,90.89,639.62,Month-to-Month,Credit_Card,4,10.02,4,0,3,36-45,1
458,9,92.7,822.5,Month-to-Month,E-Wallet,2,13.38,2,1,2,46-55,0
459,62,47.62,2972.48,Two-Year,Bank_Transfer,0,8.39,5,0,4,36-45,0
460,11,64.42,712.48,Month-to-Month,Credit_Card,2,14.47,3,0,1,46-55,1
461,53,65.97,3686.17,Two-Year,Credit_Card,4,15.74,2,0,3,46-55,0
462,1,74.54,72.2,Month-to-Month,Credit_Card,7,4.5,5,0,2,26-35,0
463,30,79.69,2430.37,Month-to-Month,Auto_Debit,0,8.25,1,0,1,18-25,0
464,23,34.98,860.31,Month-to-Month,Bank_Transfer,0,24.13,4,0,5,46-55,1
465,6,78.21,482.87,Month-to-Month,Credit_Card,0,9.18,4,1,1,56+,1
466,40,68.84,2673.43,Two-Year,E-Wallet,2,1.13,3,1,2,56+,0
467,27,71.26,1909.26,Month-to-Month,Auto_Debit,2,0.5,4,0,2,26-35,0
468,54,69.63,4076.47,One-Year,E-Wallet,2,24.74,1,0,4,18-25,0
469,13,82.66,1195.25,Month-to-Month,Credit_Card,0,17.51,2,0,5,18-25,0
470,36,75.03,2720.36,One-Year,Credit_Card,6,20.07,2,0,2,56+,0
471,27,60.83,1634.93,Month-to-Month,E-Wallet,5,26.47,1,0,2,18-25,1
472,51,72.16,4058.32,Two-Year,E-Wallet,2,24.56,1,1,3,46-55,0
473,1,104.04,111.84,Month-to-Month,Credit_Card,3,16.69,2,0,,46-55,1
474,71,87.76,6189.02,Two-Year,Auto_Debit,0,10.43,3,0,4,36-45,0
475,27,94.03,2602.93,Two-Year,Credit_Card,1,16.58,5,0,3,26-35,0
476,14,43.24,612.71,Month-to-Month,Auto_Debit,4,11.31,3,1,2,18-25,1
477,19,63.32,,Month-to-Month,Auto_Debit,1,8.8,4,1,4,26-35,1
478,20,119.01,2247.78,Month-to-Month,Bank_Transfer,2,8.33,2,1,4,26-35,0
479,13,123.62,1453.74,Month-to-Month,Credit_Card,7,24.03,3,0,3,46-55,0
480,51,82.64,4550.08,Two-Year,E-Wallet,0,18.17,5,0,,56+,0
481,19,69.49,1431.22,Month-to-Month,Auto_Debit,5,19.02,2,0,4,26-35,1
482,1,75.43,77.52,Month-to-Month,Bank_Transfer,0,30.34,3,0,3,56+,1
483,45,69.62,2966.08,Two-Year,Auto_Debit,3,22.29,1,0,3,56+,0
484,39,42.07,1635.78,Month-to-Month,Auto_Debit,5,17.01,5,1,3,26-35,1
485,6,76.9,446.52,Month-to-Month,Auto_Debit,4,26.45,5,0,4,26-35,0
486,18,110.72,1915.72,Month-to-Month,Bank_Transfer,1,13.13,3,0,5,36-45,0
487,24,93.0,2283.94,One-Year,Credit_Card,5,13.71,3,0,1,26-35,0
488,39,57.05,2250.53,Two-Year,Credit_Card,0,3.14,2,1,2,26-35,0
489,17,52.37,870.6,Month-to-Month,Credit_Card,1,20.7,4,0,2,18-25,1
490,32,78.46,2420.14,Two-Year,Bank_Transfer,4,33.46,3,0,2,18-25,1
491,7,69.11,486.21,Month-to-Month,Credit_Card,5,18.51,3,0,2,36-45,1
492,21,67.99,1540.68,Month-to-Month,Auto_Debit,2,12.39,4,0,3,18-25,1
493,31,81.0,2341.35,Month-to-Month,E-Wallet,0,10.23,1,1,3,18-25,0
494,24,95.53,2116.61,One-Year,E-Wallet,0,9.79,2,0,4,56+,0
495,29,68.95,1902.25,Month-to-Month,Bank_Transfer,0,20.55,5,1,3,56+,0
496,19,46.84,856.37,Month-to-Month,Auto_Debit,0,21.44,1,0,5,36-45,0
497,20,58.93,1187.93,Month-to-Month,Bank_Transfer,7,13.26,2,0,3,18-25,1
498,30,63.15,1760.71,Month-to-Month,Bank_Transfer,1,12.22,1,1,2,26-35,0
499,18,116.55,2178.32,Month-to-Month,Credit_Card,1,23.97,4,0,3,56+,0
500,19,94.99,1825.62,One-Year,Credit_Card,6,14.96,3,0,2,56+,1
501,41,84.15,3504.2,Two-Year,Auto_Debit,0,19.44,2,0,4,18-25,0
502,20,102.01,2244.73,Month-to-Month,E-Wallet,1,28.53,5,0,2,56+,0
503,25,52.67,1393.06,Month-to-Month,Auto_Debit,5,0.5,2,0,3,46-55,1
504,42,54.95,2127.18,Two-Year,Bank_Transfer,5,22.45,2,0,4,26-35,0
505,49,68.64,3280.51,Two-Year,E-Wallet,0,25.5,5,0,3,18-25,0
506,28,33.48,946.36,Month-to-Month,E-Wallet,0,14.56,2,0,4,18-25,0
507,13,107.77,1368.03,Month-to-Month,Bank_Transfer,4,25.25,2,0,,18-25,1
508,37,47.07,1722.84,One-Year,Auto_Debit,0,9.52,5,0,3,46-55,0
509,16,85.1,1372.75,Month-to-Month,Credit_Card,0,26.06,1,0,4,36-45,0
510,5,51.17,276.42,Month-to-Month,Auto_Debit,3,19.74,1,0,2,46-55,1
511,21,34.33,770.05,Month-to-Month,Auto_Debit,4,26.43,1,0,4,18-25,1
512,36,58.03,,One-Year,Credit_Card,10,0.5,2,0,3,56+,0
513,31,55.07,1836.72,One-Year,Bank_Transfer,1,14.49,1,0,3,56+,1
514,17,48.46,756.71,Month-to-Month,E-Wallet,0,8.67,2,0,4,56+,0
515,41,89.95,3928.35,One-Year,Auto_Debit,0,27.73,1,0,5,36-45,0
516,11,93.9,1082.3,Month-to-Month,Auto_Debit,3,26.47,2,0,4,18-25,1
517,29,105.04,3088.1,One-Year,Bank_Transfer,1,15.45,2,0,5,56+,0
518,39,68.14,2987.83,Month-to-Month,Credit_Card,7,20.4,3,0,3,56+,1
519,58,78.22,4499.06,Two-Year,Auto_Debit,0,19.69,5,0,3,18-25,0
520,1,71.54,71.12,Month-to-Month,Bank_Transfer,0,29.85,4,0,3,18-25,0
521,1,97.02,88.1,Month-to-Month,Auto_Debit,1,5.23,3,0,4,46-55,0
522,48,88.64,3969.07,One-Year,Auto_Debit,5,5.14,3,0,3,26-35,0
523,20,38.01,746.19,Month-to-Month,Bank_Transfer,1,21.14,3,0,4,46-55,0
524,45,106.07,,One-Year,Auto_Debit,4,25.54,4,0,2,26-35,0
525,34,74.11,2493.81,One-Year,Credit_Card,2,20.45,5,0,3,46-55,0
526,1,44.99,43.01,Month-to-Month,Credit_Card,5,13.72,1,1,2,36-45,1
527,25,28.94,759.38,Month-to-Month,Auto_Debit,0,18.19,2,0,,18-25,0
528,44,50.32,2067.78,Two-Year,Auto_Debit,1,22.85,4,0,3,46-55,0
529,23,67.31,1545.57,One-Year,Auto_Debit,1,21.03,3,0,4,36-45,0
530,34,74.82,2405.91,One-Year,Auto_Debit,1,20.78,2,1,2,26-35,0
531,17,42.1,643.55,Month-to-Month,Credit_Card,2,7.86,4,0,4,36-45,0
532,6,63.9,399.37,Month-to-Month,Auto_Debit,0,18.76,1,0,3,46-55,0
533,15,41.44,600.71,One-Year,E-Wallet,7,20.09,2,1,2,26-35,1
534,29,56.64,1617.78,One-Year,Auto_Debit,7,11.94,4,1,2,56+,0
535,62,77.29,5024.81,Two-Year,Credit_Card,4,29.01,4,0,3,46-55,0
536,25,87.45,2209.94,Month-to-Month,Credit_Card,7,8.14,1,1,4,46-55,1
537,1,72.66,71.17,Month-to-Month,Credit_Card,0,22.47,5,1,3,26-35,1
538,1,47.9,48.03,Month-to-Month,Auto_Debit,3,29.97,2,1,2,18-25,1
539,32,66.51,2148.68,One-Year,Bank_Transfer,0,8.15,5,0,3,26-35,1
540,6,52.62,332.73,Month-to-Month,Bank_Transfer,0,16.92,2,1,3,56+,1
541,33,78.13,2423.17,One-Year,E-Wallet,4,18.13,3,0,3,18-25,1
542,11,67.05,719.93,Month-to-Month,E-Wallet,1,7.0,1,1,3,26-35,1
543,25,128.7,3606.51,Month-to-Month,Auto_Debit,2,0.5,3,1,4,26-35,1
544,32,56.63,1861.96,Month-to-Month,Auto_Debit,3,19.12,1,0,3,18-25,1
545,4,88.58,366.57,Month-to-Month,Credit_Card,0,3.61,1,1,1,18-25,0
546,42,79.87,3368.76,Two-Year,E-Wallet,2,19.46,2,0,3,36-45,0
547,1,54.96,59.23,Month-to-Month,Auto_Debit,2,23.44,5,1,3,36-45,0
548,23,41.23,958.25,Month-to-Month,Credit_Card,4,15.88,2,0,4,18-25,0
549,48,66.86,3272.88,One-Year,Auto_Debit,4,12.48,1,0,4,36-45,0
550,39,89.79,3644.16,One-Year,Credit_Card,2,25.51,3,1,2,36-45,0
551,51,52.67,2886.34,Two-Year,Credit_Card,4,10.9,5,1,4,36-45,0
552,19,92.88,1783.5,One-Year,E-Wallet,0,13.9,5,0,4,56+,0
553,62,98.66,6042.69,Two-Year,Bank_Transfer,0,0.5,4,1,4,36-45,0
554,22,66.51,1469.77,One-Year,Credit_Card,0,25.54,5,0,4,56+,0
555,34,91.91,2965.26,Two-Year,Credit_Card,3,13.41,5,0,2,46-55,1
556,29,37.16,1095.5,Month-to-Month,Bank_Transfer,1,12.98,1,0,2,46-55,1
557,1,115.46,121.13,One-Year,Credit_Card,1,23.79,1,0,5,36-45,0
558,3,94.62,306.68,Month-to-Month,Credit_Card,0,14.34,3,0,2,36-45,0
559,2,74.21,150.68,Month-to-Month,Bank_Transfer,0,27.34,5,0,3,26-35,0
560,24,87.17,2075.97,Month-to-Month,Bank_Transfer,5,20.74,2,0,1,36-45,0
561,63,88.87,5619.44,Two-Year,Auto_Debit,0,12.59,3,0,2,56+,0
562,24,82.17,1942.96,Month-to-Month,Bank_Transfer,4,25.66,3,0,5,18-25,0
563,9,47.08,415.35,Month-to-Month,Bank_Transfer,3,0.5,5,0,3,36-45,0
564,9,98.52,881.84,Month-to-Month,Auto_Debit,6,10.16,4,0,1,18-25,1
565,1,87.04,92.18,Month-to-Month,Credit_Card,0,36.09,2,1,4,46-55,1
566,31,67.57,2097.48,One-Year,E-Wallet,0,18.37,4,1,2,46-55,0
567,23,48.58,1072.49,One-Year,Credit_Card,0,13.24,1,1,2,26-35,0
568,50,69.85,3544.16,Two-Year,Bank_Transfer,5,19.41,3,1,3,26-35,0
569,49,51.32,2660.34,Two-Year,Auto_Debit,2,25.27,4,1,4,26-35,0
570,40,86.99,3524.52,One-Year,Bank_Transfer,3,15.99,1,0,2,56+,1
571,41,72.38,3212.49,Two-Year,Auto_Debit,3,15.12,1,0,3,26-35,0
572,16,73.78,1217.56,One-Year,Bank_Transfer,6,31.89,2,0,4,36-45,1
573,22,85.48,1960.36,Month-to-Month,Bank_Transfer,0,28.03,2,1,2,18-25,0
574,37,92.72,3518.41,Two-Year,Credit_Card,0,17.71,3,0,1,26-35,0
575,1,41.31,44.05,Month-to-Month,Credit_Card,0,26.7,1,0,4,36-45,1
576,14,89.38,1212.88,One-Year,Auto_Debit,4,18.42,5,1,4,26-35,0
577,31,45.59,1415.5,Two-Year,Credit_Card,0,28.97,5,0,4,18-25,1
578,37,68.06,2343.17,One-Year,Bank_Transfer,1,9.5,4,0,3,18-25,1
579,13,58.49,772.13,Month-to-Month,Credit_Card,5,3.82,3,0,3,46-55,1
580,22,36.84,811.2,Two-Year,Bank_Transfer,4,21.27,3,0,3,46-55,0
581,41,96.84,4197.55,Two-Year,Bank_Transfer,0,23.02,4,0,2,26-35,0
582,46,68.68,3302.09,One-Year,E-Wallet,3,18.68,4,0,3,36-45,0
583,57,40.08,2044.44,Two-Year,Bank_Transfer,6,6.55,5,0,3,26-35,0
584,44,54.08,2429.39,Two-Year,Bank_Transfer,0,10.4,3,0,3,46-55,0
585,35,97.77,3238.15,One-Year,Credit_Card,2,6.7,4,0,3,18-25,0
586,11,78.19,852.98,Month-to-Month,E-Wallet,7,13.86,5,0,3,36-45,1
587,16,84.01,1373.17,Month-to-Month,E-Wallet,5,22.7,4,0,3,56+,1
588,16,20,313.15,One-Year,E-Wallet,2,3.34,4,0,2,18-25,1
589,28,61.08,1490.05,Month-to-Month,Auto_Debit,1,16.21,3,0,5,36-45,0
590,51,103.92,5379.97,Two-Year,E-Wallet,0,5.15,4,0,2,26-35,0
591,1,68.37,65.32,Month-to-Month,Bank_Transfer,0,12.39,3,1,3,26-35,1
592,1,50.75,53.11,Month-to-Month,E-Wallet,0,18.77,5,1,3,46-55,0
593,14,51.7,726.78,Month-to-Month,Auto_Debit,0,10.94,1,0,4,26-35,0
594,14,111.73,1557.08,Month-to-Month,E-Wallet,2,9.4,2,1,2,26-35,1
595,26,68.69,1775.15,Month-to-Month,Auto_Debit,3,4.82,3,1,3,18-25,0
596,24,30.36,680.49,Month-to-Month,Auto_Debit,2,8.01,5,0,1,46-55,0
597,10,51.34,509.44,Month-to-Month,Bank_Transfer,2,26.13,5,0,3,18-25,0
598,61,79.7,4777.56,Two-Year,E-Wallet,0,7.31,4,0,3,26-35,0
599,51,55.29,2868.23,One-Year,Credit_Card,0,3.1,3,0,3,46-55,0
600,12,39.42,451.73,Month-to-Month,Bank_Transfer,0,3.5,3,0,2,46-55,0
601,16,65.63,1038.02,One-Year,E-Wallet,1,5.19,5,0,3,18-25,0
602,29,104.01,3023.29,One-Year,Credit_Card,0,13.85,3,0,2,26-35,0
603,59,77.65,4493.37,Two-Year,Credit_Card,0,11.58,1,0,3,18-25,1
604,13,108.7,1342.06,Month-to-Month,Credit_Card,8,0.75,3,1,3,26-35,1
605,1,71.95,72.78,Month-to-Month,E-Wallet,0,22.2,1,0,3,18-25,1
606,3,81.46,221.34,Month-to-Month,Auto_Debit,8,15.64,1,0,2,56+,1
607,6,61.99,340.65,Month-to-Month,Bank_Transfer,0,4.17,2,1,2,18-25,1
608,58,101.63,5751.64,Two-Year,E-Wallet,5,15.84,3,0,4,26-35,0
609,51,80.51,3659.16,Two-Year,Bank_Transfer,0,7.47,3,0,3,46-55,0
610,60,89.82,5454.51,Two-Year,Bank_Transfer,4,12.52,2,0,2,18-25,0
611,46,64.62,2873.8,Two-Year,E-Wallet,0,17.29,1,0,2,36-45,0
612,50,99.29,4788.25,One-Year,Bank_Transfer,0,14.59,5,1,4,36-45,0
613,15,97.09,1514.53,Month-to-Month,Credit_Card,6,10.81,3,0,3,36-45,1
614,44,61.16,2803.94,One-Year,Bank_Transfer,2,33.08,2,0,4,56+,0
615,41,63.08,2629.8,One-Year,Bank_Transfer,0,8.42,1,0,5,36-45,0
616,21,42.88,936.13,One-Year,Bank_Transfer,2,20.34,3,1,3,26-35,0
617,48,54.58,2636.34,One-Year,Bank_Transfer,6,23.56,2,0,5,18-25,0
618,3,80.86,244.85,Month-to-Month,Auto_Debit,0,26.21,2,1,2,26-35,1
