session_id,user_id,timestamp,device,traffic_source,duration_seconds,pages_viewed,bounce,converted,cart_value
S000359,1007,2024-02-21 08:00,Desktop,Organic,447,3,0,0,0.0
S000360,1147,2024-02-08 16:00,Mobile,Organic,166,10,0,0,0.0
S000361,1168,2024-02-10 02:00,Mobile,Direct,303,6,0,1,53.35
S000362,1139,2024-03-08 11:00,Desktop,Paid,853,5,0,1,394.93
S000363,1057,2024-02-25 09:00,Mobile,Organic,409,3,0,0,0.0
S000364,1187,2024-03-10 23:00,Mobile,Organic,47,3,0,0,0.0
S000365,1187,2024-01-21 22:00,Desktop,Email,813,5,0,1,14.43
S000366,1067,2024-01-30 08:00,Desktop,Direct,432,8,0,1,42.75
S000367,1081,2024-01-29 05:00,Tablet,Organic,288,7,0,0,0.0
S000368,1138,2024-01-04 05:00,Tablet,Organic,560,8,0,1,363.06
S000369,1111,2024-03-29 02:00,Mobile,Organic,556,9,0,0,0.0
S000370,1117,2024-02-08 21:00,Mobile,Paid,36,5,0,0,0.0
S000371,1101,2024-01-10 06:00,Mobile,Direct,843,9,0,0,0.0
S000372,1010,2024-03-27 14:00,Desktop,Organic,584,6,0,0,0.0
S000373,1086,2024-01-27 23:00,Mobile,Paid,618,2,0,1,60.61
S000374,1198,2024-03-20 11:00,Mobile,Email,361,5,0,0,0.0
S000375,1146,2024-02-19 14:00,Desktop,Paid,7,6,0,0,0.0
S000376,1176,2024-03-22 00:00,Tablet,Social,213,4,0,0,0.0
S000377,1024,2024-03-05 17:00,Desktop,Organic,741,5,0,0,0.0
S000378,1041,2024-03-29 18:00,Desktop,Email,528,6,0,0,0.0
S000379,1111,2024-02-18 00:00,Mobile,Organic,79,5,0,0,0.0
S000380,1035,2024-03-27 12:00,Mobile,Organic,89,6,0,0,0.0
S000381,1081,2024-03-18 12:00,Mobile,Organic,158,2,0,0,0.0
S000382,1191,2024-01-21 01:00,Desktop,Direct,555,7,0,0,0.0
S000383,1085,2024-01-29 19:00,Mobile,Organic,212,6,0,0,0.0
S000384,1119,2024-02-10 03:00,Tablet,Organic,140,6,0,0,0.0
S000385,1005,2024-02-18 05:00,Tablet,Organic,114,3,0,0,0.0
S000386,1154,2024-02-03 12:00,Tablet,Organic,468,4,0,0,0.0
S000387,1090,2024-02-25 18:00,Desktop,Social,775,5,0,1,112.89
S000388,1050,2024-02-22 19:00,Mobile,Direct,659,3,0,0,0.0
S000389,1056,2024-02-05 13:00,Tablet,Direct,8,7,0,0,0.0
S000390,1123,2024-03-17 19:00,Desktop,Paid,43,5,0,0,0.0
S000391,1192,2024-01-08 07:00,Mobile,Paid,748,2,0,0,0.0
S000392,1009,2024-03-14 20:00,Desktop,Email,562,11,0,0,0.0
S000393,1068,2024-02-07 03:00,Mobile,Email,471,4,0,0,0.0
S000394,1024,2024-03-11 12:00,Mobile,Social,170,3,0,0,0.0
S000395,1161,2024-02-06 04:00,Tablet,Organic,851,7,0,0,0.0
S000396,1091,2024-03-12 05:00,Tablet,Organic,698,7,0,0,0.0
S000397,1017,2024-03-24 07:00,Mobile,Direct,407,2,0,0,0.0
S000398,1051,2024-02-14 17:00,Tablet,Social,74,1,1,0,0.0
S000399,1107,2024-02-23 19:00,Desktop,Social,255,3,0,0,0.0
S000400,1035,2024-02-02 05:00,Mobile,Paid,624,3,0,0,0.0
S000401,1015,2024-01-25 15:00,Mobile,Paid,582,7,0,1,81.67
S000402,1146,2024-03-14 15:00,Mobile,Email,335,6,0,0,0.0
S000403,1192,2024-01-14 02:00,Mobile,Organic,183,3,0,0,0.0
S000404,1128,2024-01-03 07:00,Mobile,Organic,82,6,0,0,0.0
S000405,1083,2024-01-23 08:00,Desktop,Paid,144,2,0,0,0.0
S000406,1184,2024-03-01 18:00,Desktop,Paid,33,1,1,0,0.0
S000407,1011,2024-02-16 21:00,Desktop,Paid,653,6,0,1,20.43
S000408,1092,2024-01-13 11:00,Desktop,Organic,563,3,0,0,0.0
S000409,1114,2024-02-06 01:00,Desktop,Paid,585,4,0,0,0.0
S000410,1187,2024-02-23 23:00,Mobile,Paid,110,4,0,0,0.0
S000411,1140,2024-01-14 18:00,Tablet,Paid,492,7,0,0,0.0
S000412,1192,2024-02-28 10:00,Mobile,Paid,210,4,0,0,0.0
S000413,1023,2024-02-08 03:00,Mobile,Organic,40,4,0,0,0.0
S000414,1148,2024-03-29 08:00,Desktop,Social,45,9,0,1,131.81
S000415,1019,2024-01-19 03:00,Mobile,Direct,219,3,0,0,0.0
S000416,1191,2024-02-23 10:00,Mobile,Organic,1112,7,0,0,0.0
S000417,1179,2024-01-04 02:00,Mobile,Organic,63,5,0,0,0.0
S000418,1179,2024-03-11 03:00,Desktop,Social,45,6,0,0,0.0
S000419,1070,2024-02-01 11:00,Desktop,Organic,204,7,0,0,0.0
S000420,1187,2024-03-27 09:00,Desktop,Organic,383,4,0,0,0.0
S000421,1185,2024-03-01 05:00,Tablet,Direct,135,3,0,0,0.0
S000422,1117,2024-02-17 22:00,Mobile,Organic,554,6,0,0,0.0
S000423,1041,2024-01-13 22:00,Tablet,Organic,83,8,0,0,0.0
S000424,1062,2024-02-04 11:00,Tablet,Organic,275,2,0,0,0.0
S000425,1133,2024-01-13 15:00,Mobile,Direct,59,1,1,0,0.0
S000426,1002,2024-02-29 04:00,Tablet,Organic,70,6,0,0,0.0
S000427,1049,2024-03-03 20:00,Tablet,Email,597,4,0,0,0.0
S000428,1118,2024-02-17 09:00,Desktop,Direct,830,7,0,0,0.0
S000429,1023,2024-02-27 18:00,Desktop,Organic,393,5,0,0,0.0
S000430,1139,2024-01-12 07:00,Mobile,Paid,559,9,0,0,0.0
S000431,1144,2024-03-22 15:00,Desktop,Email,17,3,0,0,0.0
S000432,1095,2024-01-25 04:00,Desktop,Paid,54,3,0,0,0.0
S000433,1066,2024-02-11 22:00,Desktop,Paid,315,8,0,0,0.0
S000434,1178,2024-03-16 15:00,Desktop,Direct,959,3,0,0,0.0
S000435,1015,2024-03-29 15:00,Mobile,Social,71,6,0,0,0.0
S000436,1008,2024-03-08 03:00,Mobile,Social,189,7,0,0,0.0
S000437,1177,2024-03-20 03:00,Desktop,Organic,319,3,0,1,34.87
S000438,1147,2024-03-04 08:00,Tablet,Organic,244,2,0,0,0.0
S000439,1016,2024-01-06 02:00,Tablet,Paid,35,6,0,0,0.0
S000440,1110,2024-03-04 13:00,Mobile,Paid,31,2,0,0,0.0
S000441,1062,2024-01-15 21:00,Tablet,Paid,5,7,0,0,0.0
S000442,1119,2024-02-03 20:00,Tablet,Paid,755,9,0,0,0.0
S000443,1057,2024-01-18 21:00,Desktop,Email,152,5,0,0,0.0
S000444,1172,2024-01-02 04:00,Mobile,Organic,120,4,0,0,0.0
S000445,1059,2024-02-21 10:00,Mobile,Social,413,7,0,1,38.59
S000446,1136,2024-03-19 12:00,Desktop,Organic,346,2,0,0,0.0
S000447,1069,2024-01-08 18:00,Tablet,Direct,47,5,0,0,0.0
S000448,1162,2024-02-06 07:00,Mobile,Social,1016,7,0,1,126.11
S000449,1040,2024-03-16 09:00,Mobile,Organic,79,4,0,0,0.0
S000450,1058,2024-02-15 12:00,Desktop,Organic,10,5,0,0,0.0
S000451,1119,2024-03-10 13:00,Desktop,Social,189,4,0,0,0.0
S000452,1035,2024-03-29 04:00,Mobile,Direct,66,4,0,0,0.0
S000453,1146,2024-03-13 16:00,Mobile,Social,685,6,0,0,0.0
S000454,1175,2024-03-02 17:00,Tablet,Social,191,1,1,0,0.0
S000455,1099,2024-01-13 14:00,Desktop,Organic,356,6,0,1,77.44
S000456,1036,2024-01-14 07:00,Desktop,Paid,561,5,0,0,0.0
S000457,1182,2024-02-17 22:00,Mobile,Direct,139,9,0,0,0.0
S000458,1036,2024-02-17 23:00,Tablet,Paid,36,1,1,0,0.0
S000459,1080,2024-02-22 15:00,Desktop,Organic,151,6,0,0,0.0
S000460,1045,2024-02-19 06:00,Desktop,Organic,11,6,0,0,0.0
S000461,1007,2024-03-26 16:00,Desktop,Direct,162,7,0,0,0.0
S000462,1137,2024-02-17 13:00,Mobile,Direct,511,4,0,1,87.83
S000463,1045,2024-01-13 01:00,Mobile,Organic,437,6,0,0,0.0
S000464,1011,2024-01-12 02:00,Desktop,Direct,262,4,0,0,0.0
S000465,1018,2024-03-24 16:00,Desktop,Organic,644,8,0,0,0.0
S000466,1195,2024-01-05 20:00,Mobile,Social,195,3,0,0,0.0
S000467,1088,2024-02-07 12:00,Desktop,Organic,54,5,0,0,0.0
S000468,1135,2024-01-17 06:00,Mobile,Paid,360,13,0,1,102.3
S000469,1013,2024-01-31 17:00,Mobile,Organic,183,3,0,0,0.0
S000470,1181,2024-03-02 02:00,Desktop,Organic,132,4,0,0,0.0
S000471,1119,2024-03-03 11:00,Desktop,Paid,229,3,0,0,0.0
S000472,1009,2024-02-24 01:00,Mobile,Organic,148,2,0,0,0.0
S000473,1036,2024-02-10 09:00,Mobile,Direct,435,2,0,0,0.0
S000474,1153,2024-01-12 02:00,Tablet,Email,81,7,0,0,0.0
S000475,1006,2024-02-05 13:00,Desktop,Organic,141,6,0,0,0.0
S000476,1174,2024-01-19 11:00,Desktop,Organic,52,6,0,0,0.0
S000477,1123,2024-03-19 08:00,Desktop,Paid,167,4,0,0,0.0
S000478,1094,2024-03-23 13:00,Tablet,Email,563,1,1,0,0.0
S000479,1147,2024-01-10 15:00,Desktop,Direct,281,3,0,0,0.0
S000480,1047,2024-03-02 20:00,Mobile,Direct,376,9,0,0,0.0
S000481,1115,2024-02-21 06:00,Desktop,Email,326,8,0,0,0.0
S000482,1168,2024-01-10 09:00,Mobile,Organic,159,2,0,0,0.0
S000483,1188,2024-01-05 16:00,Mobile,Direct,38,5,0,1,12.15
S000484,1026,2024-02-02 11:00,Desktop,Organic,51,1,1,0,0.0
S000485,1075,2024-01-30 04:00,Desktop,Paid,1128,3,0,0,0.0
S000486,1173,2024-01-08 18:00,Desktop,Direct,178,4,0,0,0.0
S000487,1137,2024-02-18 20:00,Mobile,Email,960,6,0,1,37.86
S000488,1196,2024-01-15 02:00,Mobile,Organic,1322,4,0,1,32.21
S000489,1044,2024-03-17 16:00,Desktop,Organic,238,4,0,0,0.0
S000490,1098,2024-02-06 02:00,Mobile,Organic,58,5,0,0,0.0
S000491,1167,2024-02-27 04:00,Mobile,Direct,68,7,0,1,139.3
S000492,1045,2024-03-29 22:00,Desktop,Organic,30,8,0,1,22.68
S000493,1028,2024-03-05 19:00,Desktop,Organic,494,1,1,1,175.59
S000494,1037,2024-02-10 14:00,Mobile,Paid,5,10,0,0,0.0
S000495,1197,2024-01-04 09:00,Tablet,Social,142,5,0,0,0.0
S000496,1021,2024-02-19 08:00,Tablet,Email,38,5,0,0,0.0
S000497,1027,2024-02-07 03:00,Mobile,Direct,861,1,1,0,0.0
S000498,1011,2024-03-28 20:00,Tablet,Organic,297,5,0,0,0.0
S000499,1198,2024-03-08 22:00,Mobile,Organic,812,3,0,0,0.0
S000500,1079,2024-02-02 08:00,Desktop,Paid,62,3,0,0,0.0
S000501,1178,2024-03-21 00:00,Desktop,Organic,1056,6,0,0,0.0
S000502,1089,2024-02-03 01:00,Mobile,Organic,216,4,0,0,0.0
S000503,1120,2024-02-29 22:00,Mobile,Paid,57,4,0,0,0.0
S000504,1014,2024-01-23 15:00,Desktop,Email,50,6,0,0,0.0
S000505,1123,2024-03-23 02:00,Desktop,Organic,64,5,0,0,0.0
S000506,1159,2024-02-12 23:00,Mobile,Organic,5,5,0,0,0.0
S000507,1179,2024-01-09 02:00,Mobile,Social,446,3,0,0,0.0
S000508,1053,2024-01-05 04:00,Mobile,Organic,117,6,0,0,0.0
S000509,1033,2024-02-13 12:00,Desktop,Social,141,3,0,0,0.0
S000510,1175,2024-02-04 17:00,Desktop,Paid,870,6,0,1,34.26
S000511,1195,2024-02-18 16:00,Mobile,Paid,247,3,0,0,0.0
S000512,1172,2024-03-24 17:00,Desktop,Paid,531,3,0,1,39.12
S000513,1100,2024-01-18 10:00,Mobile,Direct,251,6,0,0,0.0
S000514,1169,2024-02-25 08:00,Desktop,Direct,844,7,0,0,0.0
S000515,1185,2024-02-09 22:00,Desktop,Social,91,6,0,0,0.0
S000516,1098,2024-02-11 02:00,Mobile,Social,554,4,0,1,43.03
S000517,1120,2024-02-16 01:00,Mobile,Paid,2342,3,0,1,23.37
S000518,1041,2024-01-06 16:00,Desktop,Social,152,4,0,0,0.0
S000519,1008,2024-01-03 18:00,Desktop,Organic,81,2,0,0,0.0
S000520,1002,2024-02-22 06:00,Mobile,Social,110,3,0,0,0.0
S000521,1051,2024-03-04 14:00,Tablet,Direct,613,7,0,0,0.0
S000522,1151,2024-02-03 11:00,Mobile,Paid,232,5,0,0,0.0
S000523,1106,2024-03-10 13:00,Mobile,Organic,124,3,0,0,0.0
S000524,1094,2024-01-07 07:00,Mobile,Organic,127,3,0,0,0.0
S000525,1032,2024-02-24 21:00,Tablet,Direct,5,8,0,0,0.0
S000526,1054,2024-02-19 23:00,Mobile,Social,150,7,0,0,0.0
S000527,1105,2024-01-01 21:00,Tablet,Paid,148,5,0,0,0.0
S000528,1024,2024-02-17 14:00,Mobile,Direct,229,3,0,0,0.0
S000529,1025,2024-03-27 22:00,Mobile,Social,439,6,0,0,0.0
S000530,1117,2024-02-23 14:00,Desktop,Social,135,7,0,1,65.67
S000531,1020,2024-01-22 19:00,Desktop,Paid,187,7,0,0,0.0
S000532,1163,2024-03-01 20:00,Mobile,Direct,83,7,0,0,0.0
S000533,1123,2024-01-05 03:00,Mobile,Organic,104,4,0,0,0.0
S000534,1187,2024-03-21 19:00,Desktop,Direct,282,6,0,0,0.0
S000535,1158,2024-01-02 05:00,Mobile,Social,549,7,0,1,87.62
S000536,1106,2024-02-18 17:00,Mobile,Organic,68,7,0,0,0.0
S000537,1180,2024-01-01 13:00,Mobile,Direct,184,5,0,0,0.0
S000538,1005,2024-03-04 17:00,Mobile,Direct,382,6,0,0,0.0
S000539,1073,2024-03-16 22:00,Mobile,Social,142,8,0,0,0.0
S000540,1139,2024-03-15 03:00,Mobile,Organic,545,5,0,1,38.07
S000541,1179,2024-01-30 14:00,Desktop,Social,611,6,0,0,0.0
S000542,1132,2024-01-21 18:00,Mobile,Direct,85,3,0,1,38.59
S000543,1087,2024-03-10 23:00,Desktop,Social,227,4,0,0,0.0
S000544,1070,2024-02-11 13:00,Desktop,Paid,246,6,0,0,0.0
S000545,1014,2024-01-24 00:00,Desktop,Social,254,1,1,0,0.0
S000546,1077,2024-02-18 06:00,Desktop,Direct,481,4,0,0,0.0
S000547,1012,2024-03-24 10:00,Mobile,Organic,138,10,0,0,0.0
S000548,1124,2024-01-28 09:00,Tablet,Paid,760,4,0,0,0.0
S000549,1022,2024-02-18 16:00,Desktop,Organic,119,5,0,0,0.0
S000550,1078,2024-02-27 04:00,Desktop,Organic,147,7,0,0,0.0
S000551,1003,2024-01-12 12:00,Desktop,Paid,8,4,0,0,0.0
S000552,1186,2024-03-16 20:00,Desktop,Paid,493,6,0,0,0.0
S000553,1030,2024-01-25 22:00,Desktop,Organic,430,5,0,0,0.0
S000554,1002,2024-02-23 21:00,Desktop,Email,184,6,0,0,0.0
S000555,1156,2024-01-13 19:00,Desktop,Organic,1485,7,0,0,0.0
S000556,1035,2024-03-23 22:00,Desktop,Email,671,5,0,0,0.0
S000557,1081,2024-03-03 12:00,Mobile,Social,724,8,0,1,52.65
S000558,1043,2024-01-27 19:00,Mobile,Paid,586,2,0,0,0.0
S000559,1072,2024-02-01 04:00,Tablet,Social,63,6,0,0,0.0
S000560,1153,2024-03-12 22:00,Desktop,Paid,121,3,0,0,0.0
S000561,1122,2024-03-25 15:00,Mobile,Direct,53,2,0,0,0.0
S000562,1165,2024-03-27 17:00,Tablet,Social,56,2,0,0,0.0
S000563,1022,2024-01-27 13:00,Desktop,Social,300,4,0,0,0.0
S000564,1006,2024-01-11 13:00,Mobile,Organic,602,6,0,0,0.0
S000565,1152,2024-03-08 23:00,Tablet,Social,576,1,1,0,0.0
S000566,1126,2024-02-04 08:00,Desktop,Paid,34,4,0,1,75.36
S000567,1027,2024-01-07 16:00,Desktop,Organic,414,6,0,0,0.0
S000568,1055,2024-01-09 20:00,Mobile,Paid,51,6,0,1,56.58
S000569,1144,2024-03-29 13:00,Desktop,Email,13,1,1,0,0.0
S000570,1042,2024-01-06 00:00,Mobile,Direct,41,3,0,0,0.0
S000571,1050,2024-01-21 22:00,Mobile,Paid,367,6,0,0,0.0
S000572,1092,2024-02-28 17:00,Tablet,Organic,250,5,0,0,0.0
S000573,1042,2024-01-11 02:00,Desktop,Direct,237,3,0,0,0.0
S000574,1160,2024-01-06 18:00,Desktop,Email,402,5,0,0,0.0
S000575,1127,2024-01-11 05:00,Desktop,Organic,281,3,0,0,0.0
S000576,1091,2024-03-19 21:00,Mobile,Paid,209,4,0,0,0.0
S000577,1128,2024-02-20 16:00,Desktop,Paid,357,5,0,0,0.0
S000578,1186,2024-02-07 06:00,Mobile,Organic,358,4,0,0,0.0
S000579,1119,2024-01-15 04:00,Mobile,Organic,498,4,0,0,0.0
S000580,1044,2024-01-08 11:00,Tablet,Paid,157,6,0,0,0.0
S000581,1053,2024-03-14 05:00,Tablet,Direct,161,5,0,0,0.0
S000582,1034,2024-02-23 21:00,Mobile,Email,126,2,0,0,0.0
S000583,1004,2024-01-21 04:00,Desktop,Paid,1005,5,0,1,55.18
S000584,1118,2024-01-19 18:00,Tablet,Organic,80,12,0,0,0.0
S000585,1095,2024-02-04 09:00,Desktop,Direct,290,1,1,0,0.0
S000586,1115,2024-03-29 15:00,Mobile,Email,126,3,0,0,0.0
S000587,1121,2024-03-06 20:00,Desktop,Email,128,3,0,0,0.0
S000588,1192,2024-02-29 13:00,Desktop,Paid,775,5,0,0,0.0
S000589,1135,2024-02-28 11:00,Mobile,Organic,606,2,0,0,0.0
S000590,1100,2024-01-17 15:00,Mobile,Organic,241,8,0,0,0.0
S000591,1080,2024-02-19 18:00,Mobile,Paid,5,3,0,0,0.0
S000592,1150,2024-01-17 02:00,Mobile,Direct,18,8,0,1,66.83
S000593,1057,2024-02-16 06:00,Tablet,Social,156,4,0,0,0.0
S000594,1062,2024-02-14 22:00,Mobile,Direct,61,4,0,0,0.0
S000595,1056,2024-02-05 12:00,Mobile,Social,442,4,0,0,0.0
S000596,1130,2024-02-17 09:00,Desktop,Organic,313,5,0,0,0.0
S000597,1172,2024-01-09 16:00,Desktop,Social,55,5,0,0,0.0
S000598,1017,2024-02-06 18:00,Tablet,Social,201,5,0,0,0.0
S000599,1084,2024-03-13 19:00,Tablet,Direct,389,3,0,0,0.0
S000600,1128,2024-01-11 12:00,Desktop,Email,181,4,0,0,0.0
