date,station,latitude,longitude,temp_celsius,precipitation_mm,humidity_percent,wind_speed_kmh,pressure_hpa,cloud_cover_pct
2020-05-24,STN_COASTAL,32.7,-117.2,25.8,1.0,69.2,3.5,1015.4,46.0
2020-05-25,STN_NORTH,48.0,-122.3,18.7,6.0,53.4,17.4,1011.0,41.0
2020-05-25,STN_CENTRAL,37.8,-122.4,25.2,0.0,69.5,14.0,1007.8,79.0
2020-05-25,STN_SOUTH,34.0,-118.2,27.3,0.8,47.3,4.2,1020.8,51.0
2020-05-25,STN_INLAND,36.7,-119.8,18.4,0,55.7,21.1,1015.6,47.0
2020-05-25,STN_COASTAL,32.7,-117.2,21.3,0,64.7,10.8,1011.2,31.0
2020-05-26,STN_NORTH,48.0,-122.3,15.9,0,70.0,16.6,1012.2,57.0
2020-05-26,STN_CENTRAL,37.8,-122.4,17.1,0,32.2,11.8,1006.4,47.0
2020-05-26,STN_SOUTH,34.0,-118.2,26.9,0,60.9,17.5,1008.8,34.0
2020-05-26,STN_INLAND,36.7,-119.8,25.6,0,79.4,7.8,1024.3,61.0
2020-05-26,STN_COASTAL,32.7,-117.2,28.6,0,71.3,29.8,1004.0,45.0
2020-05-27,STN_NORTH,48.0,-122.3,19.1,1.0,63.4,16.5,1004.2,58.0
2020-05-27,STN_CENTRAL,37.8,-122.4,19.9,0,47.7,25.3,1008.2,21.0
2020-05-27,STN_SOUTH,34.0,-118.2,26.9,0,76.6,15.6,1002.3,40.0
2020-05-27,STN_INLAND,36.7,-119.8,24.7,0,50.1,10.7,1020.9,42.0
2020-05-27,STN_COASTAL,32.7,-117.2,29.1,0,62.0,15.8,1017.9,21.0
2020-05-28,STN_NORTH,48.0,-122.3,18.8,0,58.1,11.1,1018.9,3.0
2020-05-28,STN_CENTRAL,37.8,-122.4,20.5,0,44.6,8.2,1020.5,56.0
2020-05-28,STN_SOUTH,34.0,-118.2,25.1,1.1,54.9,7.8,1006.9,25.0
2020-05-28,STN_INLAND,36.7,-119.8,28.6,0,80.2,17.6,1013.1,65.0
2020-05-28,STN_COASTAL,32.7,-117.2,20.5,0,56.4,19.7,1009.5,40.0
2020-05-29,STN_NORTH,48.0,-122.3,16.4,0.1,60.6,9.4,1023.6,86.0
2020-05-29,STN_CENTRAL,37.8,-122.4,19.3,0,42.6,11.0,1009.9,31.0
2020-05-29,STN_SOUTH,34.0,-118.2,24.5,0,61.8,10.5,1010.0,9.0
2020-05-29,STN_INLAND,36.7,-119.8,20.0,0,59.2,9.6,1025.3,28.0
2020-05-29,STN_COASTAL,32.7,-117.2,33.2,1.8,59.6,3.7,1009.3,42.0
2020-05-30,STN_NORTH,48.0,-122.3,13.6,0,44.9,6.8,1014.2,30.0
2020-05-30,STN_CENTRAL,37.8,-122.4,27.2,0,62.9,13.0,1018.8,62.0
2020-05-30,STN_SOUTH,34.0,-118.2,30.2,0,43.5,13.6,1009.1,24.0
2020-05-30,STN_INLAND,36.7,-119.8,28.0,0,20.2,12.7,1007.3,58.0
2020-05-30,STN_COASTAL,32.7,-117.2,26.0,0,43.4,6.8,1013.9,40.0
2020-05-31,STN_NORTH,48.0,-122.3,22.8,2.1,82.7,20.4,1014.7,56.0
2020-05-31,STN_CENTRAL,37.8,-122.4,24.4,2.4,76.3,2.5,1019.2,50.0
2020-05-31,STN_SOUTH,34.0,-118.2,30.7,0,31.5,10.2,1014.5,69.0
2020-05-31,STN_INLAND,36.7,-119.8,26.0,0,68.6,21.5,1003.9,11.0
2020-05-31,STN_COASTAL,32.7,-117.2,20.7,4.4,58.2,0,1010.8,36.0
2020-06-01,STN_NORTH,48.0,-122.3,19.7,0,68.7,19.1,1015.5,18.0
2020-06-01,STN_CENTRAL,37.8,-122.4,23.5,0,60.4,13.3,1013.8,21.0
2020-06-01,STN_SOUTH,34.0,-118.2,30.9,0,57.4,14.1,1011.4,24.0
2020-06-01,STN_INLAND,36.7,-119.8,26.9,0,65.7,19.0,1010.2,5.0
2020-06-01,STN_COASTAL,32.7,-117.2,28.5,0.2,78.1,5.0,1019.5,75.0
2020-06-02,STN_NORTH,48.0,-122.3,19.7,0,53.6,15.5,1014.2,41.0
2020-06-02,STN_CENTRAL,37.8,-122.4,23.5,1.0,50.1,9.4,1015.4,40.0
2020-06-02,STN_SOUTH,34.0,-118.2,25.9,3.2,98.4,21.6,1009.4,36.0
2020-06-02,STN_INLAND,36.7,-119.8,30.2,0,54.3,13.1,1012.6,35.0
2020-06-02,STN_COASTAL,32.7,-117.2,26.5,1.8,76.4,1.9,1013.9,
2020-06-03,STN_NORTH,48.0,-122.3,15.4,2.6,60.8,13.4,1015.1,96.0
2020-06-03,STN_CENTRAL,37.8,-122.4,16.8,2.3,70.3,6.8,1010.3,22.0
2020-06-03,STN_SOUTH,34.0,-118.2,29.6,0,49.8,5.9,1017.6,54.0
2020-06-03,STN_INLAND,36.7,-119.8,27.3,0,37.3,12.9,1008.6,71.0
2020-06-03,STN_COASTAL,32.7,-117.2,26.5,0.1,59.1,14.0,1013.2,99.0
2020-06-04,STN_NORTH,48.0,-122.3,15.9,4.2,53.3,3.0,1006.7,37.0
2020-06-04,STN_CENTRAL,37.8,-122.4,23.8,3.4,80.2,19.3,996.5,76.0
2020-06-04,STN_SOUTH,34.0,-118.2,30.6,0,44.8,15.9,1002.0,50.0
2020-06-04,STN_INLAND,36.7,-119.8,31.6,0,44.6,10.7,1011.7,64.0
2020-06-04,STN_COASTAL,32.7,-117.2,25.7,2.7,74.7,21.1,1007.6,49.0
2020-06-05,STN_NORTH,48.0,-122.3,25.8,0,68.0,5.9,1018.7,34.0
2020-06-05,STN_CENTRAL,37.8,-122.4,24.1,0,56.6,10.6,1018.8,52.0
2020-06-05,STN_SOUTH,34.0,-118.2,26.8,0,57.9,2.6,1021.0,70.0
2020-06-05,STN_INLAND,36.7,-119.8,24.6,0,68.8,11.9,1003.3,43.0
2020-06-05,STN_COASTAL,32.7,-117.2,27.0,0,45.4,7.8,1011.2,70.0
2020-06-06,STN_NORTH,48.0,-122.3,16.3,0,63.5,18.0,1014.8,13.0
2020-06-06,STN_CENTRAL,37.8,-122.4,24.3,0,45.9,10.1,1013.1,23.0
2020-06-06,STN_SOUTH,34.0,-118.2,31.5,3.0,82.9,4.6,1005.2,35.0
2020-06-06,STN_INLAND,36.7,-119.8,29.4,1.2,66.3,13.0,1012.8,70.0
2020-06-06,STN_COASTAL,32.7,-117.2,20.2,0.3,67.4,14.4,1015.4,66.0
2020-06-07,STN_NORTH,48.0,-122.3,21.4,2.3,72.8,23.1,1019.0,100
2020-06-07,STN_CENTRAL,37.8,-122.4,20.9,0,61.2,4.4,1010.0,5.0
2020-06-07,STN_SOUTH,34.0,-118.2,25.9,0.8,70.4,10.6,1016.7,79.0
2020-06-07,STN_INLAND,36.7,-119.8,22.8,0,53.6,16.8,1009.0,32.0
2020-06-07,STN_COASTAL,32.7,-117.2,27.3,1.9,68.7,10.6,1011.1,73.0
2020-06-08,STN_NORTH,48.0,-122.3,21.2,3.6,64.8,18.4,1006.3,71.0
2020-06-08,STN_CENTRAL,37.8,-122.4,22.4,0,46.0,12.1,1017.4,50.0
2020-06-08,STN_SOUTH,34.0,-118.2,27.4,0,70.3,11.2,1013.9,57.0
2020-06-08,STN_INLAND,36.7,-119.8,26.8,5.5,53.5,2.9,1012.5,30.0
2020-06-08,STN_COASTAL,32.7,-117.2,25.6,5.0,75.8,11.2,1015.8,77.0
2020-06-09,STN_NORTH,48.0,-122.3,14.2,0,50.3,3.1,1018.5,39.0
2020-06-09,STN_CENTRAL,37.8,-122.4,28.0,0,60.4,10.8,1009.0,12.0
2020-06-09,STN_SOUTH,34.0,-118.2,26.5,0,59.3,7.8,1012.5,41.0
2020-06-09,STN_INLAND,36.7,-119.8,30.0,0,69.8,0.3,1020.0,48.0
2020-06-09,STN_COASTAL,32.7,-117.2,29.6,0,66.8,10.9,999.4,36.0
2020-06-10,STN_NORTH,48.0,-122.3,18.4,3.2,62.9,11.3,1008.6,70.0
2020-06-10,STN_CENTRAL,37.8,-122.4,19.3,0.5,83.9,11.8,1017.0,49.0
2020-06-10,STN_SOUTH,34.0,-118.2,29.9,0,53.9,12.7,1006.2,51.0
2020-06-10,STN_INLAND,36.7,-119.8,23.3,0,78.2,4.8,1005.2,31.0
2020-06-10,STN_COASTAL,32.7,-117.2,29.0,3.2,60.8,8.5,1015.0,85.0
2020-06-11,STN_NORTH,48.0,-122.3,17.8,5.0,61.7,18.4,1010.3,82.0
2020-06-11,STN_CENTRAL,37.8,-122.4,24.5,0,63.2,14.9,1011.5,3.0
2020-06-11,STN_SOUTH,34.0,-118.2,26.4,0,48.4,9.8,1012.1,31.0
2020-06-11,STN_INLAND,36.7,-119.8,27.8,0,42.4,24.5,1014.9,57.0
2020-06-11,STN_COASTAL,32.7,-117.2,24.0,0,38.1,19.4,1012.6,34.0
2020-06-12,STN_NORTH,48.0,-122.3,17.0,2.3,71.4,8.7,1010.6,100
2020-06-12,STN_CENTRAL,37.8,-122.4,27.9,4.3,74.2,16.4,1017.8,42.0
2020-06-12,STN_SOUTH,34.0,-118.2,30.3,2.0,65.4,9.1,1012.5,43.0
2020-06-12,STN_INLAND,36.7,-119.8,26.4,0,46.2,24.9,1001.8,34.0
2020-06-12,STN_COASTAL,32.7,-117.2,25.1,0,62.3,13.9,1011.7,58.0
2020-06-13,STN_NORTH,48.0,-122.3,15.7,0,59.3,9.5,1004.3,27.0
2020-06-13,STN_CENTRAL,37.8,-122.4,20.0,0,67.0,14.8,1013.9,38.0
2020-06-13,STN_SOUTH,34.0,-118.2,24.7,0,41.4,9.3,1014.4,39.0
2020-06-13,STN_INLAND,36.7,-119.8,23.5,1.2,50.3,15.5,1008.1,51.0
2020-06-13,STN_COASTAL,32.7,-117.2,28.4,0,55.2,14.8,1003.3,30.0
2020-06-14,STN_NORTH,48.0,-122.3,11.8,0,60.1,10.3,1009.7,58.0
2020-06-14,STN_CENTRAL,37.8,-122.4,21.7,0.6,44.5,14.6,1010.3,83.0
2020-06-14,STN_SOUTH,34.0,-118.2,31.6,0,67.7,15.0,1009.6,72.0
2020-06-14,STN_INLAND,36.7,-119.8,26.4,0,56.1,10.5,1003.7,2.0
2020-06-14,STN_COASTAL,32.7,-117.2,26.5,0,56.8,13.5,1015.3,93.0
2020-06-15,STN_NORTH,48.0,-122.3,12.9,1.4,58.7,13.3,1012.8,29.0
2020-06-15,STN_CENTRAL,37.8,-122.4,23.8,0.6,38.8,16.9,1019.4,42.0
2020-06-15,STN_SOUTH,34.0,-118.2,20.2,0.3,55.5,20.2,1011.3,47.0
2020-06-15,STN_INLAND,36.7,-119.8,27.8,0,59.3,6.0,1011.2,34.0
2020-06-15,STN_COASTAL,32.7,-117.2,24.3,0,59.0,15.5,1011.6,34.0
2020-06-16,STN_NORTH,48.0,-122.3,20.2,0,68.4,,1016.4,44.0
2020-06-16,STN_CENTRAL,37.8,-122.4,22.9,0,59.5,9.2,1017.2,54.0
2020-06-16,STN_SOUTH,34.0,-118.2,27.4,0,56.0,15.3,1011.5,20.0
2020-06-16,STN_INLAND,36.7,-119.8,26.6,0,43.8,3.2,1014.5,43.0
2020-06-16,STN_COASTAL,32.7,-117.2,25.6,0,76.8,11.4,1014.3,39.0
2020-06-17,STN_NORTH,48.0,-122.3,17.9,2.0,60.0,10.6,1016.0,51.0
2020-06-17,STN_CENTRAL,37.8,-122.4,18.6,0,33.4,2.9,1002.9,40.0
2020-06-17,STN_SOUTH,34.0,-118.2,25.8,1.4,64.4,12.2,1009.3,99.0
2020-06-17,STN_INLAND,36.7,-119.8,31.6,0,46.8,3.3,1005.6,41.0
2020-06-17,STN_COASTAL,32.7,-117.2,28.8,0,64.3,18.0,1009.8,62.0
2020-06-18,STN_NORTH,48.0,-122.3,16.9,0,42.2,14.0,1019.1,40.0
2020-06-18,STN_CENTRAL,37.8,-122.4,19.9,0,50.6,8.5,1016.9,23.0
2020-06-18,STN_SOUTH,34.0,-118.2,24.2,0,44.0,10.7,1013.0,54.0
2020-06-18,STN_INLAND,36.7,-119.8,23.5,1.2,76.7,10.6,1013.8,58.0
2020-06-18,STN_COASTAL,32.7,-117.2,23.9,0,63.7,12.4,1015.9,47.0
2020-06-19,STN_NORTH,48.0,-122.3,21.4,0.5,67.2,19.8,1018.4,33.0
2020-06-19,STN_CENTRAL,37.8,-122.4,23.7,0,65.3,11.0,1015.6,62.0
2020-06-19,STN_SOUTH,34.0,-118.2,26.7,0,58.3,14.7,1007.8,6.0
2020-06-19,STN_INLAND,36.7,-119.8,22.5,0,56.9,16.5,1010.8,18.0
2020-06-19,STN_COASTAL,32.7,-117.2,29.4,0,48.4,4.6,1020.9,12.0
2020-06-20,STN_NORTH,48.0,-122.3,21.6,2.7,67.4,20.2,1009.4,73.0
2020-06-20,STN_CENTRAL,37.8,-122.4,18.3,0,62.3,13.3,1023.2,59.0
2020-06-20,STN_SOUTH,34.0,-118.2,28.9,0,59.4,18.0,1020.6,49.0
2020-06-20,STN_INLAND,36.7,-119.8,25.6,0,47.0,13.2,1018.4,76.0
2020-06-20,STN_COASTAL,32.7,-117.2,21.7,0,59.9,7.2,1010.0,42.0
2020-06-21,STN_NORTH,48.0,-122.3,14.2,3.0,83.8,12.9,1003.1,28.0
2020-06-21,STN_CENTRAL,37.8,-122.4,23.7,0,57.7,8.0,1015.9,
2020-06-21,STN_SOUTH,34.0,-118.2,32.8,3.5,66.2,0,1007.2,44.0
2020-06-21,STN_INLAND,36.7,-119.8,28.1,0,51.4,15.2,1011.5,41.0
2020-06-21,STN_COASTAL,32.7,-117.2,26.1,6.2,62.7,12.4,1011.4,38.0
2020-06-22,STN_NORTH,48.0,-122.3,17.3,0,48.0,5.5,1023.3,33.0
2020-06-22,STN_CENTRAL,37.8,-122.4,29.0,3.0,61.8,15.2,1011.0,40.0
2020-06-22,STN_SOUTH,34.0,-118.2,25.9,0,46.5,10.9,1017.1,90.0
2020-06-22,STN_INLAND,36.7,-119.8,30.5,1.1,63.6,26.3,1007.8,79.0
2020-06-22,STN_COASTAL,32.7,-117.2,27.1,1.3,86.0,11.5,1009.2,76.0
2020-06-23,STN_NORTH,48.0,-122.3,19.1,0,39.0,15.7,1006.3,44.0
2020-06-23,STN_CENTRAL,37.8,-122.4,28.3,0,60.4,4.1,1010.7,27.0
2020-06-23,STN_SOUTH,34.0,-118.2,26.4,0,53.6,12.8,1019.9,25.0
2020-06-23,STN_INLAND,36.7,-119.8,29.6,2.0,77.0,10.1,1013.6,68.0
2020-06-23,STN_COASTAL,32.7,-117.2,19.3,0,47.5,21.3,1008.3,20.0
2020-06-24,STN_NORTH,48.0,-122.3,22.0,0,45.3,9.4,1012.5,43.0
2020-06-24,STN_CENTRAL,37.8,-122.4,24.6,1.6,46.1,9.1,1014.0,74.0
2020-06-24,STN_SOUTH,34.0,-118.2,26.9,0,64.4,14.8,1003.4,72.0
2020-06-24,STN_INLAND,36.7,-119.8,25.7,2.1,68.3,5.4,1005.0,55.0
2020-06-24,STN_COASTAL,32.7,-117.2,24.2,0,50.7,24.5,1004.4,77.0
2020-06-25,STN_NORTH,48.0,-122.3,19.7,0,35.1,9.2,1012.4,53.0
2020-06-25,STN_CENTRAL,37.8,-122.4,21.2,0,58.2,10.9,1013.2,61.0
2020-06-25,STN_SOUTH,34.0,-118.2,28.6,0,68.6,11.0,1004.9,15.0
2020-06-25,STN_INLAND,36.7,-119.8,23.9,0,68.2,7.0,1022.2,33.0
2020-06-25,STN_COASTAL,32.7,-117.2,25.6,0,60.2,14.0,1016.3,34.0
2020-06-26,STN_NORTH,48.0,-122.3,14.6,1.5,56.3,12.5,1018.4,58.0
2020-06-26,STN_CENTRAL,37.8,-122.4,20.3,1.0,72.4,14.6,1017.4,0.0
2020-06-26,STN_SOUTH,34.0,-118.2,33.3,2.2,59.1,12.2,1012.1,27.0
2020-06-26,STN_INLAND,36.7,-119.8,27.2,0,62.8,10.2,1008.6,42.0
2020-06-26,STN_COASTAL,32.7,-117.2,22.1,1.1,44.8,18.1,1006.8,80.0
2020-06-27,STN_NORTH,48.0,-122.3,17.0,0,64.8,9.0,1010.5,25.0
2020-06-27,STN_CENTRAL,37.8,-122.4,21.4,0,54.7,7.4,1013.7,27.0
2020-06-27,STN_SOUTH,34.0,-118.2,28.7,1.5,50.9,6.6,1012.7,52.0
2020-06-27,STN_INLAND,36.7,-119.8,26.3,0,56.5,8.3,1016.3,52.0
2020-06-27,STN_COASTAL,32.7,-117.2,25.9,1.4,81.9,3.5,1007.7,58.0
2020-06-28,STN_NORTH,48.0,-122.3,15.8,0,55.0,7.0,1014.9,52.0
2020-06-28,STN_CENTRAL,37.8,-122.4,26.0,0,60.0,8.6,1008.3,49.0
2020-06-28,STN_SOUTH,34.0,-118.2,34.4,0,53.9,22.5,1010.8,55.0
2020-06-28,STN_INLAND,36.7,-119.8,25.7,1.8,76.2,4.9,1014.4,45.0
2020-06-28,STN_COASTAL,32.7,-117.2,23.3,1.4,74.9,25.7,1014.8,43.0
2020-06-29,STN_NORTH,48.0,-122.3,22.2,0,61.7,9.8,1007.8,69.0
2020-06-29,STN_CENTRAL,37.8,-122.4,24.0,0,76.2,10.2,1012.5,85.0
2020-06-29,STN_SOUTH,34.0,-118.2,30.7,0,70.5,10.1,1014.3,42.0
2020-06-29,STN_INLAND,36.7,-119.8,26.3,0,52.2,4.0,1017.9,26.0
2020-06-29,STN_COASTAL,32.7,-117.2,25.3,0,64.6,10.7,1008.9,0
2020-06-30,STN_NORTH,48.0,-122.3,19.5,2.5,100,11.6,1003.7,86.0
2020-06-30,STN_CENTRAL,37.8,-122.4,21.7,1.5,80.9,14.6,1010.5,69.0
2020-06-30,STN_SOUTH,34.0,-118.2,22.3,1.5,49.0,16.9,1004.9,50.0
2020-06-30,STN_INLAND,36.7,-119.8,24.0,0,50.2,7.8,1015.7,35.0
2020-06-30,STN_COASTAL,32.7,-117.2,27.2,0,56.8,3.3,1022.8,35.0
2020-07-01,STN_NORTH,48.0,-122.3,18.2,0,51.3,10.5,1021.5,57.0
2020-07-01,STN_CENTRAL,37.8,-122.4,25.8,0,59.7,16.3,1019.3,55.0
2020-07-01,STN_SOUTH,34.0,-118.2,29.1,0,44.1,19.4,1020.8,25.0
2020-07-01,STN_INLAND,36.7,-119.8,30.9,0,48.7,7.2,1014.8,65.0
2020-07-01,STN_COASTAL,32.7,-117.2,30.5,4.2,72.7,10.0,1007.1,83.0
2020-07-02,STN_NORTH,48.0,-122.3,17.9,0,60.4,11.4,1008.1,15.0
2020-07-02,STN_CENTRAL,37.8,-122.4,20.6,0,42.9,22.2,1008.2,29.0
2020-07-02,STN_SOUTH,34.0,-118.2,27.1,2.9,50.1,12.9,1020.2,100
2020-07-02,STN_INLAND,36.7,-119.8,28.5,0,68.5,11.7,1012.7,40.0
2020-07-02,STN_COASTAL,32.7,-117.2,28.6,0,35.0,20.2,1005.5,42.0
2020-07-03,STN_NORTH,48.0,-122.3,20.3,2.7,65.0,5.6,1014.5,70.0
2020-07-03,STN_CENTRAL,37.8,-122.4,23.8,0,45.1,13.4,1015.6,40.0
2020-07-03,STN_SOUTH,34.0,-118.2,31.0,0,64.8,11.4,1005.6,55.0
2020-07-03,STN_INLAND,36.7,-119.8,25.1,0,45.9,17.7,1010.7,3.0
2020-07-03,STN_COASTAL,32.7,-117.2,28.2,1.1,64.1,11.1,1012.4,38.0
2020-07-04,STN_NORTH,48.0,-122.3,20.4,0,55.1,18.4,1022.9,35.0
2020-07-04,STN_CENTRAL,37.8,-122.4,21.8,1.3,63.8,9.5,1017.1,57.0
2020-07-04,STN_SOUTH,34.0,-118.2,34.3,0,63.3,9.5,1008.6,42.0
2020-07-04,STN_INLAND,36.7,-119.8,27.2,0,53.0,13.5,1007.2,49.0
2020-07-04,STN_COASTAL,32.7,-117.2,27.5,0,55.9,20.2,1015.8,14.0
2020-07-05,STN_NORTH,48.0,-122.3,20.6,1.1,50.3,11.7,1013.8,50.0
2020-07-05,STN_CENTRAL,37.8,-122.4,28.0,0,43.9,24.9,1014.9,68.0
2020-07-05,STN_SOUTH,34.0,-118.2,31.1,0,42.8,20.7,1014.8,31.0
2020-07-05,STN_INLAND,36.7,-119.8,28.5,0.0,68.0,16.2,1021.8,80.0
2020-07-05,STN_COASTAL,32.7,-117.2,21.3,0,66.8,19.0,1005.4,
2020-07-06,STN_NORTH,48.0,-122.3,15.7,2.7,73.1,8.3,1008.9,76.0
2020-07-06,STN_CENTRAL,37.8,-122.4,19.3,0,61.4,29.4,1020.5,48.0
2020-07-06,STN_SOUTH,34.0,-118.2,26.2,0,50.3,19.0,1009.7,45.0
2020-07-06,STN_INLAND,36.7,-119.8,25.5,0.2,49.3,0,1017.4,26.0
2020-07-06,STN_COASTAL,32.7,-117.2,28.1,1.7,66.7,8.0,1017.2,32.0
2020-07-07,STN_NORTH,48.0,-122.3,20.3,0,61.3,22.8,1016.3,59.0
2020-07-07,STN_CENTRAL,37.8,-122.4,23.2,0,57.4,15.9,1021.7,60.0
2020-07-07,STN_SOUTH,34.0,-118.2,32.1,0,73.8,8.2,1014.1,49.0
2020-07-07,STN_INLAND,36.7,-119.8,26.0,3.3,61.0,13.8,1007.7,91.0
2020-07-07,STN_COASTAL,32.7,-117.2,23.3,0,53.1,22.4,1011.5,40.0
2020-07-08,STN_NORTH,48.0,-122.3,17.6,0,61.5,13.0,1010.7,19.0
2020-07-08,STN_CENTRAL,37.8,-122.4,25.9,0,85.5,13.3,1002.2,15.0
2020-07-08,STN_SOUTH,34.0,-118.2,32.1,0,46.1,2.7,1014.2,18.0
2020-07-08,STN_INLAND,36.7,-119.8,22.8,0,39.1,6.0,1009.3,44.0
2020-07-08,STN_COASTAL,32.7,-117.2,24.6,0,58.4,15.0,1012.8,56.0
2020-07-09,STN_NORTH,48.0,-122.3,13.3,3.5,50.7,13.1,1010.0,88.0
2020-07-09,STN_CENTRAL,37.8,-122.4,19.5,0,36.8,16.6,1021.0,65.0
2020-07-09,STN_SOUTH,34.0,-118.2,28.4,2.6,79.8,12.4,1008.7,45.0
2020-07-09,STN_INLAND,36.7,-119.8,21.5,0,70.0,12.8,1010.9,37.0
2020-07-09,STN_COASTAL,32.7,-117.2,25.5,0,58.8,11.9,1021.4,67.0
2020-07-10,STN_NORTH,48.0,-122.3,17.9,2.9,89.5,7.7,1005.5,62.0
2020-07-10,STN_CENTRAL,37.8,-122.4,26.8,3.5,81.5,5.0,1011.1,79.0
2020-07-10,STN_SOUTH,34.0,-118.2,24.4,0,55.7,6.9,1018.5,81.0
2020-07-10,STN_INLAND,36.7,-119.8,29.7,0,48.8,13.9,1011.7,38.0
2020-07-10,STN_COASTAL,32.7,-117.2,28.1,0,53.1,,1016.1,7.0
2020-07-11,STN_NORTH,48.0,-122.3,17.7,4.4,73.0,3.9,1017.0,47.0
2020-07-11,STN_CENTRAL,37.8,-122.4,21.4,0,46.3,17.7,1015.1,51.0
2020-07-11,STN_SOUTH,34.0,-118.2,22.4,1.8,53.8,23.5,1014.3,58.0
2020-07-11,STN_INLAND,36.7,-119.8,26.1,0,48.4,17.0,1013.1,20.0
2020-07-11,STN_COASTAL,32.7,-117.2,23.8,1.5,72.5,8.2,1008.0,20.0
2020-07-12,STN_NORTH,48.0,-122.3,16.1,0,63.3,19.3,1012.0,5.0
2020-07-12,STN_CENTRAL,37.8,-122.4,24.0,0,43.2,9.2,1005.3,61.0
2020-07-12,STN_SOUTH,34.0,-118.2,25.8,0.8,62.6,11.5,1012.9,63.0
2020-07-12,STN_INLAND,36.7,-119.8,21.5,0,62.0,0.6,1014.6,58.0
2020-07-12,STN_COASTAL,32.7,-117.2,28.5,0,59.7,11.8,1018.5,54.0
2020-07-13,STN_NORTH,48.0,-122.3,19.1,3.5,71.3,12.1,1020.9,89.0
2020-07-13,STN_CENTRAL,37.8,-122.4,20.5,0,44.1,17.1,1015.8,55.0
2020-07-13,STN_SOUTH,34.0,-118.2,23.8,2.1,62.9,8.8,1008.2,47.0
2020-07-13,STN_INLAND,36.7,-119.8,29.5,2.2,58.4,9.0,1014.7,35.0
2020-07-13,STN_COASTAL,32.7,-117.2,26.8,0,57.5,19.0,1018.9,25.0
2020-07-14,STN_NORTH,48.0,-122.3,18.0,0.6,63.4,8.6,1006.0,47.0
2020-07-14,STN_CENTRAL,37.8,-122.4,22.6,4.1,74.5,19.5,1001.3,34.0
2020-07-14,STN_SOUTH,34.0,-118.2,27.5,0,36.9,14.3,1016.4,31.0
2020-07-14,STN_INLAND,36.7,-119.8,30.5,0,62.8,17.2,999.8,29.0
2020-07-14,STN_COASTAL,32.7,-117.2,25.1,0,42.7,10.1,1017.7,36.0
2020-07-15,STN_NORTH,48.0,-122.3,21.0,0,43.1,8.8,1015.8,10.0
2020-07-15,STN_CENTRAL,37.8,-122.4,28.0,0,51.4,18.9,1013.1,59.0
2020-07-15,STN_SOUTH,34.0,-118.2,27.8,0,63.6,8.2,1017.9,53.0
2020-07-15,STN_INLAND,36.7,-119.8,27.6,0,55.6,18.0,1014.0,65.0
2020-07-15,STN_COASTAL,32.7,-117.2,24.5,0,66.7,19.7,1011.7,38.0
2020-07-16,STN_NORTH,48.0,-122.3,21.1,0,52.3,19.7,1010.7,14.0
2020-07-16,STN_CENTRAL,37.8,-122.4,16.2,0,42.5,19.4,1006.7,24.0
2020-07-16,STN_SOUTH,34.0,-118.2,22.3,4.4,68.7,12.3,1010.4,61.0
2020-07-16,STN_INLAND,36.7,-119.8,24.4,0,44.3,9.7,1012.4,22.0
2020-07-16,STN_COASTAL,32.7,-117.2,25.6,3.2,64.0,5.5,1008.8,48.0
2020-07-17,STN_NORTH,48.0,-122.3,17.3,0,52.1,13.0,1025.7,35.0
2020-07-17,STN_CENTRAL,37.8,-122.4,25.6,2.8,56.1,19.1,1005.7,35.0
2020-07-17,STN_SOUTH,34.0,-118.2,28.6,0.2,59.1,14.1,1013.6,86.0
2020-07-17,STN_INLAND,36.7,-119.8,22.4,2.3,59.0,22.4,1015.0,38.0
2020-07-17,STN_COASTAL,32.7,-117.2,22.8,1.1,44.9,10.4,1010.6,48.0
2020-07-18,STN_NORTH,48.0,-122.3,16.8,0,53.4,15.5,1009.4,51.0
2020-07-18,STN_CENTRAL,37.8,-122.4,21.0,0,61.9,24.9,1018.0,40.0
2020-07-18,STN_SOUTH,34.0,-118.2,26.2,1.9,63.3,19.3,1004.8,59.0
2020-07-18,STN_INLAND,36.7,-119.8,18.8,2.9,52.0,10.7,1008.0,89.0
2020-07-18,STN_COASTAL,32.7,-117.2,24.9,0,60.8,11.9,1012.2,30.0
2020-07-19,STN_NORTH,48.0,-122.3,15.2,3.7,67.1,24.3,1019.8,64.0
2020-07-19,STN_CENTRAL,37.8,-122.4,26.0,0,52.1,7.1,1003.8,63.0
2020-07-19,STN_SOUTH,34.0,-118.2,28.3,0,74.8,20.7,1010.7,56.0
2020-07-19,STN_INLAND,36.7,-119.8,27.7,0,48.9,12.8,1012.5,70.0
2020-07-19,STN_COASTAL,32.7,-117.2,26.7,0,45.7,19.0,1012.5,57.0
2020-07-20,STN_NORTH,48.0,-122.3,17.5,3.1,73.6,12.3,1012.7,62.0
2020-07-20,STN_CENTRAL,37.8,-122.4,24.2,2.1,81.1,15.1,1008.9,47.0
2020-07-20,STN_SOUTH,34.0,-118.2,25.6,1.7,70.2,22.4,1010.0,83.0
2020-07-20,STN_INLAND,36.7,-119.8,27.5,0,68.6,18.9,1019.6,18.0
2020-07-20,STN_COASTAL,32.7,-117.2,24.4,0,58.8,7.9,1010.5,24.0
2020-07-21,STN_NORTH,48.0,-122.3,11.2,0,55.6,7.1,1017.8,20.0
