date,ticker,sector,open_price,close_price,daily_return,volume,market_cap_B,pe_ratio,dividend_yield,sp500_return
2024-04-02,MSFT,Technology,450.77,467.28,0.03662,9228183,2900,5,0.0122,0.014724
2024-04-02,JNJ,Healthcare,180.92,177.87,-0.016851,5036597,380,18.79,0.0168,0.014724
2024-04-02,PFE,Healthcare,29.09,29.16,0.002283,4249188,160,17.41,0.0166,0.014724
2024-04-02,JPM,Financials,155.39,160.75,0.034484,1912448,540,16.33,0.0381,0.014724
2024-04-02,BAC,Financials,39.31,39.82,0.012914,5554862,260,23.3,0.0261,0.014724
2024-04-02,XOM,Energy,104.83,105.44,0.005807,5748430,450,28.25,0.0354,0.014724
2024-04-02,CVX,Energy,183.41,188.55,0.028041,4579757,300,24.8,,0.014724
2024-04-02,PG,Consumer,150.33,153.16,0.018805,7891241,380,21.77,0.007,0.014724
2024-04-02,KO,Consumer,72.63,75.24,0.035999,5290242,260,19.84,0.0123,0.014724
2024-04-04,AAPL,Technology,235.49,241.98,0.027565,3198111,2800,27.07,0.0243,0.007492
2024-04-04,MSFT,Technology,467.28,465.74,-0.003293,3953357,2900,31.76,0.0273,0.007492
2024-04-04,JNJ,Healthcare,177.87,175.74,-0.011952,5938131,380,15.29,0.0203,0.007492
2024-04-04,PFE,Healthcare,29.16,29.23,0.002344,3969898,160,17.59,0.0085,0.007492
2024-04-04,JPM,Financials,160.75,161.72,0.006052,4620797,540,29.68,0.0203,0.007492
2024-04-04,BAC,Financials,39.82,40.93,0.027754,9012782,260,5,0.0109,0.007492
2024-04-04,XOM,Energy,105.44,106.37,0.008823,7719160,450,28.55,0.0184,0.007492
2024-04-04,CVX,Energy,188.55,189.0,0.00237,5635240,300,34.08,0.024,0.007492
2024-04-04,PG,Consumer,153.16,152.35,-0.005293,3818684,380,19.11,0.0026,0.007492
2024-04-04,KO,Consumer,75.24,75.15,-0.001173,3923700,260,26.24,0.0216,0.007492
2024-04-05,AAPL,Technology,241.98,244.82,0.011748,3939900,2800,33.87,0.0049,-0.005119
2024-04-05,MSFT,Technology,465.74,463.72,-0.004332,3713782,2900,25.78,0.0211,-0.005119
2024-04-05,JNJ,Healthcare,175.74,174.41,-0.007558,3655721,380,5,0.0102,-0.005119
2024-04-05,PFE,Healthcare,29.23,28.44,-0.026944,4155983,160,22.45,0.0157,-0.005119
2024-04-05,JPM,Financials,161.72,162.23,0.003136,6553601,540,16.73,0.0259,-0.005119
2024-04-05,BAC,Financials,40.93,40.57,-0.008797,100000,260,29.4,0.0249,-0.005119
2024-04-05,XOM,Energy,106.37,108.86,0.023374,8570745,450,36.56,0.0302,-0.005119
2024-04-05,CVX,Energy,189.0,187.14,-0.009833,6574145,300,14.3,0.007,-0.005119
2024-04-05,PG,Consumer,152.35,147.39,-0.032576,4368411,380,29.84,0.0225,-0.005119
2024-04-05,KO,Consumer,75.15,75.23,0.001062,4287328,260,15.96,0.0149,-0.005119
2024-04-07,AAPL,Technology,244.82,240.56,-0.017401,5083413,2800,30.12,0.0223,-0.015071
2024-04-07,MSFT,Technology,463.72,459.1,-0.009969,3868246,2900,20.4,0.0114,-0.015071
2024-04-07,JNJ,Healthcare,174.41,174.12,-0.001636,4031491,380,20.91,0.0199,-0.015071
2024-04-07,PFE,Healthcare,28.44,27.76,-0.023863,972406,160,19.84,0.0176,-0.015071
2024-04-07,JPM,Financials,162.23,159.21,-0.018609,7464426,540,14.87,0.0125,-0.015071
2024-04-07,BAC,Financials,40.57,39.85,-0.017747,6408384,260,11.28,0.0119,-0.015071
2024-04-07,XOM,Energy,108.86,105.44,-0.031437,3384454,450,23.5,0.0251,-0.015071
2024-04-07,CVX,Energy,187.14,180.07,-0.037756,6351878,300,23.65,0.0329,-0.015071
2024-04-07,PG,Consumer,147.39,146.1,-0.008755,3570604,380,35.17,0.015,-0.015071
2024-04-07,KO,Consumer,75.23,73.88,-0.017949,4250821,260,17.58,0.017,-0.015071
2024-04-08,AAPL,Technology,240.56,245.23,0.019404,5474808,2800,22.33,0.0147,0.016344
2024-04-08,MSFT,Technology,459.1,461.57,0.005384,2293141,2900,21.27,0.0239,0.016344
2024-04-08,JNJ,Healthcare,174.12,176.71,0.01488,6541579,380,26.69,0.02,0.016344
2024-04-08,PFE,Healthcare,27.76,28.11,0.01274,3592608,160,22.81,0.0034,0.016344
2024-04-08,JPM,Financials,159.21,164.13,0.03091,8555508,540,27.86,0.0101,0.016344
2024-04-08,BAC,Financials,39.85,40.65,0.020145,3939123,260,16.94,0.0302,0.016344
2024-04-08,XOM,Energy,105.44,107.2,0.01665,3974631,450,9.23,0.0206,0.016344
2024-04-08,CVX,Energy,180.07,184.38,0.023917,3626537,300,19.22,0.0186,0.016344
2024-04-08,PG,Consumer,146.1,150.15,0.027688,3355591,380,18.56,0.0144,0.016344
2024-04-08,KO,Consumer,73.88,75.35,0.019952,4657750,260,20.84,0.0102,0.016344
2024-04-10,AAPL,Technology,245.23,255.46,0.041708,4186418,2800,33.25,0.0072,0.029225
2024-04-10,MSFT,Technology,461.57,483.77,0.0481,3301932,2900,23.52,0.0485,0.029225
2024-04-10,JNJ,Healthcare,176.71,181.0,0.024257,6646373,380,,0.0085,0.029225
2024-04-10,PFE,Healthcare,28.11,28.79,0.024121,7234748,160,22.69,0.0218,0.029225
2024-04-10,JPM,Financials,164.13,169.18,0.030778,1838943,540,17.52,0.0156,0.029225
2024-04-10,BAC,Financials,40.65,42.58,0.047439,4788325,260,28.79,0.0182,0.029225
2024-04-10,XOM,Energy,107.2,111.05,0.03594,7534092,450,22.45,0.0407,0.029225
2024-04-10,CVX,Energy,184.38,184.47,0.000489,8128315,300,24.81,0.0246,0.029225
2024-04-10,PG,Consumer,150.15,152.91,0.018363,4539110,380,26.15,0.0224,0.029225
2024-04-10,KO,Consumer,75.35,77.49,0.028464,4724843,260,17.62,0.0113,0.029225
2024-04-11,AAPL,Technology,255.46,251.9,-0.013922,3438009,2800,23.69,0.0242,0.001327
2024-04-11,MSFT,Technology,483.77,490.83,0.014596,5426644,2900,25.88,0.0028,0.001327
2024-04-11,JNJ,Healthcare,181.0,177.36,-0.020136,5963081,380,16.2,0.0282,0.001327
2024-04-11,PFE,Healthcare,28.79,28.28,-0.017773,6509729,160,21.7,0.0244,0.001327
2024-04-11,JPM,Financials,169.18,170.17,0.005825,4055590,540,38.41,0.0149,0.001327
2024-04-11,BAC,Financials,42.58,42.1,-0.011351,3612657,260,20.16,0.0326,0.001327
2024-04-11,XOM,Energy,111.05,111.19,0.001223,5063718,450,27.46,0.0087,0.001327
2024-04-11,CVX,Energy,184.47,183.53,-0.005095,5244345,300,21.06,0.0215,0.001327
2024-04-11,PG,Consumer,152.91,155.98,0.020064,7268497,380,36.98,0.0198,0.001327
2024-04-11,KO,Consumer,77.49,76.12,-0.017616,6325401,260,12.85,0.0258,0.001327
2024-04-13,AAPL,Technology,251.9,246.65,-0.020836,6250626,2800,19.68,0.0437,0.000558
2024-04-13,MSFT,Technology,490.83,490.82,-2.7e-05,3896683,2900,13.01,0.0104,0.000558
2024-04-13,JNJ,Healthcare,177.36,181.01,0.020582,664431,380,18.47,0.0167,0.000558
2024-04-13,PFE,Healthcare,28.28,28.6,0.011457,9857362,160,28.0,0.0317,0.000558
2024-04-13,JPM,Financials,170.17,166.99,-0.018664,5332441,540,19.58,0.0008,0.000558
2024-04-13,BAC,Financials,42.1,42.08,-0.000443,4058458,260,17.46,0.034,0.000558
2024-04-13,XOM,Energy,111.19,112.97,0.015988,2329338,450,22.45,0.0229,0.000558
2024-04-13,CVX,Energy,183.53,180.44,-0.016827,4930069,300,20.2,0.0221,0.000558
2024-04-13,PG,Consumer,155.98,155.69,-0.001885,5428859,380,16.02,0.0173,0.000558
2024-04-13,KO,Consumer,76.12,73.48,-0.034726,8634299,260,23.9,0.0171,0.000558
2024-04-14,AAPL,Technology,246.65,252.92,0.025432,6185372,2800,34.81,0.0303,-0.016635
2024-04-14,MSFT,Technology,490.82,487.1,-0.007578,163995,2900,9.82,0.0216,-0.016635
2024-04-14,JNJ,Healthcare,181.01,178.43,-0.014259,4289506,380,22.35,0.0357,-0.016635
2024-04-14,PFE,Healthcare,28.6,28.85,0.008698,4569464,160,25.56,0.0087,-0.016635
2024-04-14,JPM,Financials,166.99,159.87,-0.042637,2530753,540,15.73,0.0184,-0.016635
2024-04-14,BAC,Financials,42.08,42.5,0.00998,2786931,260,19.64,0.0193,-0.016635
2024-04-14,XOM,Energy,112.97,110.98,-0.017589,5465253,450,20.48,0.0039,-0.016635
2024-04-14,CVX,Energy,180.44,182.04,0.008866,6247003,300,20.19,0.0302,-0.016635
2024-04-14,PG,Consumer,155.69,152.34,-0.021486,2139624,380,23.5,0.0458,-0.016635
2024-04-14,KO,Consumer,73.48,71.46,-0.027453,6274931,260,16.73,0.0349,-0.016635
2024-04-16,AAPL,Technology,252.92,243.9,-0.035675,8438694,2800,14.0,0.0195,-0.015751
2024-04-16,MSFT,Technology,487.1,488.72,0.003331,5951583,2900,18.78,0.0274,-0.015751
2024-04-16,JNJ,Healthcare,178.43,174.03,-0.024673,1106180,380,24.58,0.0242,-0.015751
2024-04-16,PFE,Healthcare,28.85,27.68,-0.040674,7678104,160,26.93,0.0302,-0.015751
2024-04-16,JPM,Financials,159.87,154.67,-0.03251,5584365,540,24.17,,-0.015751
2024-04-16,BAC,Financials,42.5,41.07,-0.033672,4293222,260,15.92,0.0341,-0.015751
2024-04-16,XOM,Energy,110.98,110.35,-0.005704,3201119,450,5,0.0194,-0.015751
2024-04-16,CVX,Energy,182.04,183.93,0.01039,4450766,300,28.13,0.0217,-0.015751
2024-04-16,PG,Consumer,152.34,147.84,-0.029529,5577527,380,36.8,0.0271,-0.015751
2024-04-16,KO,Consumer,71.46,71.79,0.004635,3227738,260,25.01,0.0229,-0.015751
2024-04-17,AAPL,Technology,243.9,256.15,0.050238,4169188,2800,5,0.0401,0.001668
2024-04-17,MSFT,Technology,488.72,484.75,-0.008118,1569183,2900,21.54,0.0291,0.001668
2024-04-17,JNJ,Healthcare,174.03,175.98,0.011224,3292057,380,22.34,0.0214,0.001668
2024-04-17,PFE,Healthcare,27.68,27.52,-0.005756,5879256,160,7.22,0.0263,0.001668
2024-04-17,JPM,Financials,154.67,155.73,0.006843,6361833,540,22.28,0.016,0.001668
2024-04-17,BAC,Financials,41.07,41.3,0.005481,5271210,260,16.53,0.0104,0.001668
2024-04-17,XOM,Energy,110.35,111.59,0.011256,7471331,450,22.69,0.0235,0.001668
2024-04-17,CVX,Energy,183.93,184.83,0.004894,1503056,300,22.74,,0.001668
2024-04-17,PG,Consumer,147.84,146.65,-0.008031,5246697,380,,0.0289,0.001668
2024-04-17,KO,Consumer,71.79,71.77,-0.000285,3298260,260,27.07,0.0085,0.001668
2024-04-19,AAPL,Technology,256.15,257.52,0.005333,8059134,2800,14.95,0.0057,0.002592
2024-04-19,MSFT,Technology,484.75,497.38,0.026054,4954008,2900,32.87,0.0087,0.002592
2024-04-19,JNJ,Healthcare,175.98,177.7,0.009746,2367200,380,27.81,0.0085,0.002592
2024-04-19,PFE,Healthcare,27.52,27.28,-0.008591,1930078,160,26.36,0.0158,0.002592
2024-04-19,JPM,Financials,155.73,149.82,-0.037941,10087792,540,44.57,0.0296,0.002592
2024-04-19,BAC,Financials,41.3,41.85,0.013334,6229079,260,28.32,0.0094,0.002592
2024-04-19,XOM,Energy,111.59,111.41,-0.001639,5559279,450,19.95,0.0225,0.002592
2024-04-19,CVX,Energy,184.83,186.75,0.010369,4536047,300,24.25,0.0207,0.002592
2024-04-19,PG,Consumer,146.65,147.17,0.003524,1639113,380,17.4,0.0173,0.002592
2024-04-19,KO,Consumer,71.77,71.7,-0.001036,4381119,260,28.44,0.0064,0.002592
2024-04-20,AAPL,Technology,257.52,259.94,0.009404,7528607,2800,39.79,0.002,-0.002867
2024-04-20,MSFT,Technology,497.38,481.99,-0.030935,2574832,2900,10.16,0.0199,-0.002867
2024-04-20,JNJ,Healthcare,177.7,177.42,-0.001599,5486608,380,22.37,0.0237,-0.002867
2024-04-20,PFE,Healthcare,27.28,26.59,-0.02517,3883727,160,20.04,0.012,-0.002867
2024-04-20,JPM,Financials,149.82,151.76,0.012972,6784477,540,26.77,0.0194,-0.002867
2024-04-20,BAC,Financials,41.85,41.6,-0.005988,4010084,260,28.9,0.0238,-0.002867
2024-04-20,XOM,Energy,111.41,110.87,-0.004833,5262193,450,24.81,0.0157,-0.002867
2024-04-20,CVX,Energy,186.75,181.61,-0.027536,11484043,300,23.67,0.0208,-0.002867
2024-04-20,PG,Consumer,147.17,143.14,-0.027409,6158921,380,32.45,0.0228,-0.002867
2024-04-20,KO,Consumer,71.7,72.43,0.01019,3370098,260,16.32,0.0181,-0.002867
2024-04-21,AAPL,Technology,259.94,256.22,-0.014307,2859432,2800,28.12,0.001,-0.004627
2024-04-21,MSFT,Technology,481.99,488.48,0.013464,3947992,2900,25.12,0.0123,-0.004627
2024-04-21,JNJ,Healthcare,177.42,177.1,-0.001799,3972634,380,10.96,0.0136,-0.004627
2024-04-21,PFE,Healthcare,26.59,26.98,0.014679,1581965,160,30.75,0.0197,-0.004627
2024-04-21,JPM,Financials,151.76,151.58,-0.001217,6692062,540,8.53,0.0124,-0.004627
2024-04-21,BAC,Financials,41.6,41.48,-0.00284,4745113,260,22.01,0.0282,-0.004627
2024-04-21,XOM,Energy,110.87,107.17,-0.033398,8351478,450,30.03,0.0274,-0.004627
2024-04-21,CVX,Energy,181.61,180.61,-0.005521,3728302,300,26.85,0.0313,-0.004627
2024-04-21,PG,Consumer,143.14,145.67,0.017709,7595657,380,22.37,0.0196,-0.004627
2024-04-21,KO,Consumer,72.43,73.0,0.0079,3940208,260,26.03,0.0245,-0.004627
2024-04-23,AAPL,Technology,256.22,259.39,0.012368,6741520,2800,28.4,0.0239,-0.000532
2024-04-23,MSFT,Technology,488.48,510.48,0.045032,2526518,2900,34.51,0.0078,-0.000532
2024-04-23,JNJ,Healthcare,177.1,177.39,0.001654,5870127,380,27.85,0.0155,-0.000532
2024-04-23,PFE,Healthcare,26.98,26.6,-0.014143,2552808,160,15.03,0.0241,-0.000532
2024-04-23,JPM,Financials,151.58,153.36,0.011758,6636970,540,29.75,0.0104,-0.000532
2024-04-23,BAC,Financials,41.48,41.96,0.011587,7809627,260,10.57,0.008,-0.000532
2024-04-23,XOM,Energy,107.17,107.88,0.006623,7595110,450,19.2,,-0.000532
2024-04-23,CVX,Energy,180.61,184.69,0.022573,4620907,300,11.97,0.0173,-0.000532
2024-04-23,PG,Consumer,145.67,145.34,-0.002295,4092352,380,5.9,0.0297,-0.000532
2024-04-23,KO,Consumer,73.0,72.05,-0.013032,8112630,260,18.39,0.0112,-0.000532
2024-04-24,AAPL,Technology,259.39,267.21,0.030146,4958193,2800,39.77,0.0233,-0.002628
2024-04-24,MSFT,Technology,510.48,526.69,0.031752,5734899,2900,24.4,0.0225,-0.002628
2024-04-24,JNJ,Healthcare,177.39,177.88,0.002759,4178616,380,36.35,0.0151,-0.002628
2024-04-24,PFE,Healthcare,26.6,26.3,-0.011227,5696200,160,14.23,0.0128,-0.002628
2024-04-24,JPM,Financials,153.36,154.2,0.005492,5792440,540,8.06,0.0153,-0.002628
2024-04-24,BAC,Financials,41.96,42.0,0.000871,2100762,260,16.73,0.0028,-0.002628
2024-04-24,XOM,Energy,107.88,105.83,-0.019027,10461963,450,22.72,0.0066,-0.002628
2024-04-24,CVX,Energy,184.69,184.95,0.001382,6634465,300,18.55,0.0267,-0.002628
2024-04-24,PG,Consumer,145.34,146.06,0.004978,10084722,380,26.93,0.0233,-0.002628
2024-04-24,KO,Consumer,72.05,71.61,-0.006111,7964014,260,29.75,0.0314,-0.002628
2024-04-26,AAPL,Technology,267.21,262.84,-0.016341,3290465,2800,33.49,0.0315,-0.017274
2024-04-26,MSFT,Technology,526.69,511.3,-0.029223,4089689,2900,18.45,0.0153,-0.017274
2024-04-26,JNJ,Healthcare,177.88,175.62,-0.012694,8288008,380,16.42,0.0397,-0.017274
2024-04-26,PFE,Healthcare,26.3,26.02,-0.010502,4049970,160,16.7,0.0291,-0.017274
2024-04-26,JPM,Financials,154.2,150.07,-0.02677,4617318,540,13.49,0.0185,-0.017274
2024-04-26,BAC,Financials,42.0,40.83,-0.027936,5556316,260,8.62,0.0073,-0.017274
2024-04-26,XOM,Energy,105.83,104.14,-0.015971,4734021,450,20.29,0.017,-0.017274
2024-04-26,CVX,Energy,184.95,181.68,-0.017679,4922154,300,25.13,0.0199,-0.017274
2024-04-26,PG,Consumer,146.06,145.21,-0.005806,7225671,380,22.05,0.0269,-0.017274
2024-04-26,KO,Consumer,71.61,68.41,-0.044671,4752215,260,19.48,0.0062,-0.017274
2024-04-27,AAPL,Technology,262.84,271.47,0.032842,4814522,2800,15.74,0.027,0.011621
2024-04-27,MSFT,Technology,511.3,517.87,0.012849,715726,2900,5.98,0.019,0.011621
2024-04-27,JNJ,Healthcare,175.62,179.17,0.020202,6986456,380,26.93,0.0027,0.011621
2024-04-27,PFE,Healthcare,26.02,26.23,0.00797,8539789,160,25.34,0.0174,0.011621
2024-04-27,JPM,Financials,150.07,152.57,0.01665,2876176,540,5,0.0141,0.011621
2024-04-27,BAC,Financials,40.83,41.94,0.027248,7767106,260,34.94,0.0294,0.011621
2024-04-27,XOM,Energy,104.14,104.59,0.004354,6649942,450,23.27,0.014,0.011621
2024-04-27,CVX,Energy,181.68,187.06,0.029601,7131591,300,20.86,0.0311,0.011621
2024-04-27,PG,Consumer,145.21,145.2,-9.8e-05,6908031,380,10.06,0.0256,0.011621
2024-04-27,KO,Consumer,68.41,71.53,0.045604,9227113,260,23.14,0.0117,0.011621
2024-04-29,AAPL,Technology,271.47,273.48,0.007402,2597870,2800,21.78,0.0195,0.027222
2024-04-29,MSFT,Technology,517.87,538.8,0.040409,3513190,2900,33.07,0.034,0.027222
2024-04-29,JNJ,Healthcare,179.17,185.43,0.034956,4164680,380,18.08,0.0267,0.027222
2024-04-29,PFE,Healthcare,26.23,27.63,0.053392,1169228,160,8.32,0.0122,0.027222
2024-04-29,JPM,Financials,152.57,156.06,0.02285,9170454,540,21.5,0.0205,0.027222
2024-04-29,BAC,Financials,41.94,43.26,0.031465,3412181,260,17.84,0.0216,0.027222
2024-04-29,XOM,Energy,104.59,106.38,0.017094,7312122,450,27.68,0.0102,0.027222
2024-04-29,CVX,Energy,187.06,192.52,0.029182,7321679,300,15.82,0.0117,0.027222
2024-04-29,PG,Consumer,145.2,152.45,0.049921,6968064,380,18.63,0.0369,0.027222
2024-04-29,KO,Consumer,71.53,75.5,0.055486,6868821,260,21.41,0.0175,0.027222
2024-04-30,AAPL,Technology,273.48,276.32,0.010394,7356619,2800,15.35,0.0337,0.003013
2024-04-30,MSFT,Technology,538.8,539.62,0.001527,3276393,2900,17.42,0.0342,0.003013
2024-04-30,JNJ,Healthcare,185.43,181.49,-0.021232,6835196,380,25.86,0.0208,0.003013
2024-04-30,PFE,Healthcare,27.63,27.22,-0.014764,6006181,160,19.18,0.0231,0.003013
2024-04-30,JPM,Financials,156.06,152.32,-0.023963,4675784,540,28.05,0.0161,0.003013
2024-04-30,BAC,Financials,43.26,42.38,-0.020421,2970553,260,33.93,0.0212,0.003013
2024-04-30,XOM,Energy,106.38,108.2,0.017074,1780479,450,26.74,0.0357,0.003013
2024-04-30,CVX,Energy,192.52,191.01,-0.007867,2812946,300,10.57,0.0235,0.003013
2024-04-30,PG,Consumer,152.45,151.16,-0.008476,8202207,380,19.69,0.0279,0.003013
2024-04-30,KO,Consumer,75.5,77.55,0.027132,1435001,260,22.6,0.0119,0.003013
2024-05-02,AAPL,Technology,276.32,278.92,0.009397,867476,2800,34.16,0.0208,0.006813
2024-05-02,MSFT,Technology,539.62,544.54,0.009117,811778,2900,24.12,0.027,0.006813
2024-05-02,JNJ,Healthcare,181.49,180.34,-0.006332,4824134,380,22.28,0.0231,0.006813
2024-05-02,PFE,Healthcare,27.22,27.18,-0.001643,4100972,160,16.17,0.0132,0.006813
2024-05-02,JPM,Financials,152.32,149.95,-0.015549,4919784,540,16.93,0.011,0.006813
2024-05-02,BAC,Financials,42.38,42.68,0.007119,2590140,260,15.37,0.0103,0.006813
2024-05-02,XOM,Energy,108.2,108.82,0.005716,4708974,450,23.85,0.0144,0.006813
2024-05-02,CVX,Energy,191.01,189.26,-0.009167,6732634,300,25.09,0.0157,0.006813
2024-05-02,PG,Consumer,151.16,155.09,0.026004,7248021,380,12.85,0.0181,0.006813
2024-05-02,KO,Consumer,77.55,78.54,0.012801,1096456,260,25.53,0,0.006813
2024-05-03,AAPL,Technology,278.92,280.72,0.006464,4140396,2800,35.61,0.0111,0.004881
2024-05-03,MSFT,Technology,544.54,553.43,0.016331,6643499,2900,36.03,0.026,0.004881
2024-05-03,JNJ,Healthcare,180.34,178.62,-0.009536,5972367,380,22.17,0.0283,0.004881
2024-05-03,PFE,Healthcare,27.18,27.22,0.001387,6385589,160,40.13,0.0144,0.004881
2024-05-03,JPM,Financials,149.95,152.97,0.020128,6294615,540,27.1,0.0207,0.004881
2024-05-03,BAC,Financials,42.68,43.26,0.013656,4662636,260,9.44,,0.004881
2024-05-03,XOM,Energy,108.82,110.75,0.017706,4891720,450,32.05,0.0334,0.004881
2024-05-03,CVX,Energy,189.26,191.01,0.009226,5771383,300,34.24,0.0306,0.004881
2024-05-03,PG,Consumer,155.09,158.42,0.021442,4578203,380,6.65,0.0366,0.004881
2024-05-03,KO,Consumer,78.54,78.34,-0.002577,5132823,260,17.04,0.0311,0.004881
2024-05-05,AAPL,Technology,280.72,275.82,-0.017473,4863181,2800,5,0.0214,0.012868
2024-05-05,MSFT,Technology,553.43,555.33,0.003436,4273496,2900,20.37,0.0108,0.012868
2024-05-05,JNJ,Healthcare,178.62,183.92,0.029674,2747267,380,18.96,0.0268,0.012868
2024-05-05,PFE,Healthcare,27.22,27.74,0.018935,6791613,160,13.18,0.0353,0.012868
2024-05-05,JPM,Financials,152.97,152.2,-0.005062,5143453,540,36.74,0.0192,0.012868
2024-05-05,BAC,Financials,43.26,42.8,-0.010593,5158450,260,23.34,0.0124,0.012868
2024-05-05,XOM,Energy,110.75,111.87,0.010069,7592527,450,20.25,0.0295,0.012868
2024-05-05,CVX,Energy,191.01,195.82,0.025167,4451153,300,22.22,0.0256,0.012868
2024-05-05,PG,Consumer,158.42,160.32,0.012003,6443017,380,20.86,0.0201,0.012868
2024-05-05,KO,Consumer,78.34,79.18,0.010712,4106322,260,34.61,0.0143,0.012868
2024-05-06,AAPL,Technology,275.82,262.34,-0.048856,4734441,2800,7.23,0.0108,-0.02017
2024-05-06,MSFT,Technology,555.33,551.73,-0.006489,4546145,2900,17.62,0.006,-0.02017
2024-05-06,JNJ,Healthcare,183.92,176.37,-0.041048,4511004,380,34.21,0.0213,-0.02017
2024-05-06,PFE,Healthcare,27.74,26.06,-0.060481,3241936,160,25.32,0.026,-0.02017
2024-05-06,JPM,Financials,152.2,147.2,-0.03282,9140730,540,23.6,0.0104,-0.02017
2024-05-06,BAC,Financials,42.8,41.91,-0.020898,5689312,260,30.54,0.0201,-0.02017
2024-05-06,XOM,Energy,111.87,108.62,-0.029089,6518463,450,21.15,0.0131,-0.02017
2024-05-06,CVX,Energy,195.82,188.56,-0.037075,6065204,300,27.52,0.0159,-0.02017
2024-05-06,PG,Consumer,160.32,157.72,-0.016205,6094652,380,37.57,0.0059,-0.02017
2024-05-06,KO,Consumer,79.18,78.04,-0.01444,3221927,260,27.94,0.023,-0.02017
2024-05-08,AAPL,Technology,262.34,257.68,-0.017779,4260592,2800,27.0,0.0338,0.013439
2024-05-08,MSFT,Technology,551.73,541.35,-0.01882,2179424,2900,36.97,0.0205,0.013439
2024-05-08,JNJ,Healthcare,176.37,180.55,0.023687,8584896,380,19.31,0.0256,0.013439
2024-05-08,PFE,Healthcare,26.06,26.11,0.001766,2618530,160,20.94,0.0231,0.013439
2024-05-08,JPM,Financials,147.2,148.16,0.006543,1042321,540,21.03,0.0234,0.013439
2024-05-08,BAC,Financials,41.91,42.88,0.023031,4995992,260,11.74,0.0111,0.013439
2024-05-08,XOM,Energy,108.62,106.79,-0.016814,5222346,450,23.67,0.0367,0.013439
2024-05-08,CVX,Energy,188.56,187.42,-0.006027,3656380,300,23.0,0.0154,0.013439
2024-05-08,PG,Consumer,157.72,154.28,-0.021806,11503611,380,12.33,0.0384,0.013439
2024-05-08,KO,Consumer,78.04,79.95,0.024537,5376037,260,13.43,0.0506,0.013439
2024-05-09,AAPL,Technology,257.68,262.74,0.019624,9803012,2800,38.45,0.0254,0.015823
2024-05-09,MSFT,Technology,541.35,542.22,0.001602,4693905,2900,20.73,0.0231,0.015823
2024-05-09,JNJ,Healthcare,180.55,182.56,0.011108,2163092,380,20.12,0.0177,0.015823
2024-05-09,PFE,Healthcare,26.11,26.56,0.017325,910658,160,15.55,0.017,0.015823
2024-05-09,JPM,Financials,148.16,154.26,0.041152,4030665,540,16.56,0.0174,0.015823
2024-05-09,BAC,Financials,42.88,43.76,0.020491,6047891,260,8.08,0.0435,0.015823
2024-05-09,XOM,Energy,106.79,105.8,-0.009301,5458516,450,15.36,0.019,0.015823
2024-05-09,CVX,Energy,187.42,190.7,0.017475,7129947,300,12.2,0.0129,0.015823
2024-05-09,PG,Consumer,154.28,155.96,0.010906,3378069,380,28.71,0.0233,0.015823
2024-05-09,KO,Consumer,79.95,81.97,0.025229,4862556,260,12.81,0.0143,0.015823
2024-05-10,AAPL,Technology,262.74,262.17,-0.002155,2999974,2800,21.02,0.011,-0.017638
2024-05-10,MSFT,Technology,542.22,525.63,-0.030596,5336008,2900,19.65,0.0255,-0.017638
2024-05-10,JNJ,Healthcare,182.56,182.7,0.000743,5129522,380,6.84,0.0269,-0.017638
2024-05-10,PFE,Healthcare,26.56,26.12,-0.016396,8890463,160,18.69,0.0069,-0.017638
2024-05-10,JPM,Financials,154.26,147.48,-0.043968,2659690,540,28.53,0.0096,-0.017638
2024-05-10,BAC,Financials,43.76,43.36,-0.009085,4883062,260,22.47,0.0178,-0.017638
2024-05-10,XOM,Energy,105.8,104.29,-0.014263,2563881,450,11.17,0.0334,-0.017638
2024-05-10,CVX,Energy,190.7,182.99,-0.040433,6099780,300,25.28,0.0415,-0.017638
2024-05-10,PG,Consumer,155.96,151.54,-0.028325,6963828,380,19.02,0.029,-0.017638
2024-05-10,KO,Consumer,81.97,81.56,-0.004963,3337093,260,20.93,0.0157,-0.017638
2024-05-12,AAPL,Technology,262.17,260.92,-0.004755,4846940,2800,25.41,0.0336,0.016333
2024-05-12,MSFT,Technology,525.63,536.25,0.020201,1974591,2900,17.63,0.0316,0.016333
2024-05-12,JNJ,Healthcare,182.7,189.63,0.037917,3049780,380,24.68,0.0023,0.016333
2024-05-12,PFE,Healthcare,26.12,26.23,0.00422,6486364,160,23.59,0.0142,0.016333
2024-05-12,JPM,Financials,147.48,149.8,0.015698,6483603,540,14.77,0.0179,0.016333
2024-05-12,BAC,Financials,43.36,43.94,0.013361,7060326,260,34.09,0.0239,0.016333
2024-05-12,XOM,Energy,104.29,108.28,0.038264,7142378,450,26.45,0.0305,0.016333
2024-05-12,CVX,Energy,182.99,185.96,0.01621,6290633,300,20.82,0.016,0.016333
2024-05-12,PG,Consumer,151.54,156.47,0.032512,1582878,380,15.61,0.0113,0.016333
2024-05-12,KO,Consumer,81.56,82.37,0.009887,7642711,260,18.76,0.0137,0.016333
2024-05-13,AAPL,Technology,260.92,261.94,0.00391,6473899,2800,10.71,0,0.015227
2024-05-13,MSFT,Technology,536.25,545.11,0.016516,4689969,2900,30.7,0.0191,0.015227
