loan_id,age,income,employment_years,loan_amount,interest_rate,loan_term_months,credit_score,dti_ratio,num_credit_lines,delinquencies_2yr,home_ownership,loan_purpose,defaulted
306,47,68656.98,12,9919.62,11.05,36,659,0.0387,0,0,OWN,home_improvement,0
307,40,86768.47,2,10727.75,12.84,60,750,0.1572,9,0,OWN,credit_card,0
308,66,85932.22,13,21449.15,9.02,36,708,0.0447,8,5,OWN,debt_consolidation,0
309,44,36466.28,4,21843.01,7.4,60,740,0.0503,10,0,MORTGAGE,major_purchase,0
310,22,38460.74,2,20907.13,14.07,60,679,0.01,7,0,RENT,small_business,0
311,61,104478.4,7,7046.84,18.32,36,582,0.297,12,5,OWN,small_business,0
312,54,64449.22,1,14910.92,5.1,36,599,0.328,1,0,MORTGAGE,medical,0
313,65,75676.65,4,10014.24,11.1,36,709,0.175,6,4,OWN,major_purchase,0
314,33,51162.36,6,27770.19,8.11,60,675,0.1655,4,0,RENT,major_purchase,0
315,34,57080.31,13,25523.42,17.0,60,698,0.2085,11,1,RENT,credit_card,0
316,51,64412.18,0,17306.65,11.08,36,664,0.0682,0,0,RENT,home_improvement,0
317,27,56290.19,7,10768.25,12.47,36,,0.0768,6,0,MORTGAGE,small_business,0
318,53,26010.52,9,7770.05,12.61,60,703,0.1401,12,5,MORTGAGE,home_improvement,0
319,43,75010.19,11,1000,7.9,60,752,0.1702,14,0,OWN,debt_consolidation,0
320,29,71746.56,0,9962.61,10.18,36,773,0.2738,8,0,MORTGAGE,home_improvement,0
321,28,49837.8,7,2120.37,14.03,60,831,0.2902,9,3,RENT,small_business,0
322,38,41352.11,8,24888.67,13.34,60,608,0.2571,6,0,OWN,credit_card,0
323,59,61998.04,9,17579.35,14.57,60,850,0.1824,7,0,RENT,home_improvement,0
324,24,59152.08,4,25059.3,15.66,60,689,0.1589,6,1,MORTGAGE,major_purchase,0
325,22,21251.82,2,31894.97,14.17,60,803,0.1514,1,0,MORTGAGE,medical,0
326,29,68480.0,0,21526.54,17.37,36,704,0.1907,0,0,RENT,medical,0
327,59,58436.23,4,21377.6,11.14,36,814,0.3268,8,0,MORTGAGE,major_purchase,0
328,25,37442.96,4,33017.84,3.5,60,808,0.099,7,0,MORTGAGE,major_purchase,0
329,40,47155.48,4,22949.91,6.11,60,688,0.01,9,0,RENT,medical,0
330,50,76623.34,10,11185.8,6.44,60,755,0.2667,4,5,MORTGAGE,home_improvement,0
331,35,,6,11713.05,13.31,60,708,0.1218,13,0,MORTGAGE,small_business,1
332,46,43342.7,10,23600.38,10.32,36,686,0.2509,0,0,OWN,major_purchase,0
333,26,79957.45,0,10694.62,9.44,36,668,0.0762,3,0,RENT,home_improvement,0
334,64,62169.91,2,16827.73,13.08,60,691,0.234,13,0,MORTGAGE,credit_card,0
335,34,46295.29,4,1201.11,9.15,36,708,0.2793,5,0,MORTGAGE,credit_card,0
336,64,43048.87,0,23879.12,13.37,60,680,0.0543,1,0,RENT,debt_consolidation,0
337,49,85178.81,7,16907.2,10.21,60,634,0.1425,12,0,MORTGAGE,medical,0
338,24,117995.26,4,23288.07,8.76,36,747,0.0394,9,0,OWN,home_improvement,0
339,34,67683.74,3,19335.65,16.97,36,695,0.2583,10,0,RENT,home_improvement,0
340,22,58468.98,2,12589.17,9.4,60,766,0.2261,15,0,MORTGAGE,small_business,0
341,52,65051.58,3,29383.08,5.66,60,652,0.2303,13,0,MORTGAGE,medical,0
342,61,76834.72,7,20559.44,8.82,60,,0.17,5,2,MORTGAGE,debt_consolidation,0
343,47,70936.69,0,1000,10.75,60,662,0.1027,9,0,OWN,debt_consolidation,0
344,39,60984.92,4,16385.3,15.66,60,759,0.1436,8,0,MORTGAGE,debt_consolidation,1
345,44,93805.54,4,29975.71,11.59,60,419,0.2208,3,0,MORTGAGE,major_purchase,0
346,67,12000,15,2130.81,11.96,60,726,0.1444,8,0,OWN,home_improvement,0
347,30,61689.13,4,8417.6,16.18,60,709,0.1432,6,2,OWN,debt_consolidation,0
348,63,,15,12155.52,17.64,60,788,0.0927,8,0,MORTGAGE,home_improvement,0
349,23,64654.26,3,38821.74,11.47,60,656,0.2846,3,0,OWN,medical,0
350,36,54954.57,9,7767.91,10.05,60,602,0.059,4,5,MORTGAGE,credit_card,0
351,52,73082.77,7,8641.61,6.46,36,642,0.2317,7,4,OWN,major_purchase,0
352,30,40463.8,10,14147.16,9.97,36,742,0.2753,13,0,RENT,debt_consolidation,0
353,62,50210.12,0,8413.55,11.31,60,692,0.1804,4,0,RENT,home_improvement,0
354,55,66633.48,2,1393.94,7.97,36,621,0.1931,7,2,OWN,debt_consolidation,0
355,52,12000,0,7263.8,11.56,60,777,0.1519,13,5,RENT,credit_card,0
356,50,24922.92,15,1000,3.63,36,658,0.1108,7,0,MORTGAGE,debt_consolidation,0
357,61,34393.97,11,24701.51,12.76,36,652,0.2063,9,0,RENT,small_business,0
358,51,12000,1,13312.77,10.69,36,616,0.1684,4,4,MORTGAGE,home_improvement,0
359,54,37439.33,6,20941.03,13.77,60,656,0.1001,17,0,RENT,debt_consolidation,0
360,28,,0,1000,9.09,60,677,0.0868,3,0,OWN,home_improvement,0
361,42,68478.55,5,27262.39,6.47,60,764,0.1489,6,0,OWN,medical,0
362,45,,5,3312.15,7.71,60,771,0.2397,0,0,MORTGAGE,credit_card,0
363,65,37693.08,4,1000,11.09,60,659,0.1435,10,0,MORTGAGE,credit_card,0
364,50,61574.54,5,10858.26,13.32,60,644,0.2735,9,0,MORTGAGE,major_purchase,0
365,33,65686.0,5,5035.77,13.12,36,641,0.1457,1,0,RENT,home_improvement,0
366,64,38398.65,9,24589.16,9.76,60,705,0.0735,7,0,OWN,major_purchase,0
367,40,74748.49,9,17252.96,15.05,60,750,0.1473,10,0,RENT,credit_card,0
368,68,43524.56,19,26144.68,10.27,36,617,0.1556,8,3,OWN,major_purchase,0
369,63,64822.31,8,11186.63,10.58,36,611,0.0929,11,0,MORTGAGE,small_business,0
370,63,65783.29,9,1000,12.43,60,653,0.2897,5,1,RENT,medical,0
371,47,45972.03,4,1733.4,12.06,60,798,0.0219,12,0,MORTGAGE,debt_consolidation,0
372,52,65620.08,11,25730.81,17.85,60,747,0.1421,5,0,MORTGAGE,home_improvement,0
373,36,61304.83,7,24985.47,13.49,60,673,0.1125,12,0,RENT,medical,0
374,67,56522.3,4,31820.97,9.03,60,673,0.106,12,4,OWN,credit_card,0
375,45,51375.45,12,43819.34,8.52,36,761,0.1819,3,0,MORTGAGE,debt_consolidation,0
376,25,33138.36,4,9981.75,11.31,60,778,0.0707,12,0,MORTGAGE,credit_card,0
377,57,78146.61,1,26233.67,9.52,60,,0.2099,15,0,MORTGAGE,medical,0
378,29,73843.53,9,14611.02,11.87,60,640,0.2008,2,0,RENT,home_improvement,0
379,36,40927.75,14,27282.49,8.59,36,850,0.2052,10,5,RENT,debt_consolidation,0
380,26,,6,15273.25,19.86,36,748,0.1348,0,0,OWN,credit_card,0
381,62,61061.08,10,15920.55,13.46,60,765,0.097,10,2,MORTGAGE,major_purchase,0
382,58,100243.81,3,21525.77,12.12,60,850,0.2212,11,0,RENT,major_purchase,0
383,58,35468.15,5,25315.69,12.43,60,572,0.2601,0,0,MORTGAGE,major_purchase,0
384,36,55681.09,8,20813.61,7.6,60,713,0.3301,4,0,OWN,medical,0
385,60,79292.8,0,12599.43,9.78,36,612,0.0776,0,0,OWN,major_purchase,0
386,51,48241.79,12,17135.9,12.46,36,675,0.2077,7,0,OWN,small_business,0
387,32,107540.52,6,14154.57,6.92,36,706,0.1249,12,0,RENT,small_business,0
388,22,58613.88,2,3592.01,10.0,60,737,0.2066,2,0,OWN,home_improvement,0
389,53,79162.71,7,4428.93,4.65,36,679,0.075,4,0,RENT,credit_card,0
390,26,73064.0,6,1000,5.38,36,569,0.1595,12,0,MORTGAGE,medical,0
391,30,52190.86,4,14751.53,8.69,36,768,0.1687,11,0,RENT,medical,0
392,50,16431.18,0,25747.99,7.98,36,596,0.1746,9,0,RENT,small_business,0
393,32,54364.61,9,20354.0,11.14,36,601,0.01,10,0,MORTGAGE,small_business,0
394,33,63274.92,5,27272.5,14.39,60,677,0.1148,8,0,MORTGAGE,major_purchase,0
395,35,59257.6,5,13305.82,9.23,60,703,0.1517,6,0,OWN,medical,0
396,57,59926.14,14,5106.41,16.24,36,608,0.1224,13,0,RENT,home_improvement,0
397,38,44021.84,7,7051.6,16.35,36,657,0.2384,0,5,OWN,home_improvement,0
398,67,55951.96,0,8560.45,14.01,36,605,0.2554,10,1,OWN,credit_card,0
399,43,39002.58,6,19486.39,3.95,36,677,0.2807,17,0,OWN,home_improvement,0
400,26,53170.67,6,1000,12.27,36,574,0.2553,9,0,OWN,small_business,0
401,42,88861.08,4,16052.92,18.95,60,796,0.1096,8,0,OWN,major_purchase,0
402,61,62675.41,2,23454.81,16.86,36,719,0.1908,11,5,MORTGAGE,medical,0
403,39,51990.1,4,10840.94,11.65,36,698,0.2141,7,0,OWN,small_business,0
404,48,47682.0,5,32806.47,9.33,36,623,0.1779,7,0,MORTGAGE,small_business,0
405,51,74327.71,4,2357.6,4.58,36,693,0.2156,14,0,RENT,small_business,0
406,46,60025.58,1,23140.98,12.08,36,631,0.2392,2,5,RENT,debt_consolidation,1
407,56,57804.8,3,6629.71,11.98,36,664,0.1755,5,3,MORTGAGE,credit_card,0
408,22,40662.51,2,13251.28,11.98,60,709,0.2432,1,0,OWN,medical,0
409,42,45118.06,19,3183.63,12.49,60,664,0.1823,12,0,RENT,medical,0
410,37,21880.04,4,20615.98,12.07,60,566,0.0991,13,0,RENT,debt_consolidation,0
411,67,59464.37,7,20099.3,15.79,36,620,0.2997,8,0,RENT,small_business,1
412,46,78931.39,3,29767.15,15.0,60,660,0.2175,13,0,MORTGAGE,small_business,0
413,61,,4,1000,6.5,36,751,0.2763,14,0,MORTGAGE,major_purchase,0
414,49,45381.91,9,2319.76,8.39,60,792,0.1953,17,0,OWN,credit_card,0
415,66,36637.13,0,12154.82,3.99,60,626,0.01,11,0,RENT,small_business,0
416,50,43935.0,6,6422.79,8.55,36,616,0.1548,1,0,RENT,credit_card,0
417,35,62485.18,0,21666.31,7.96,36,575,0.2445,7,0,RENT,major_purchase,0
418,41,90390.46,3,22101.87,13.22,60,794,0.199,4,5,MORTGAGE,debt_consolidation,0
419,49,82517.53,6,13397.33,6.56,36,779,0.2369,13,4,OWN,debt_consolidation,0
420,31,80521.38,11,1000,9.16,60,685,0.0624,5,0,OWN,medical,0
421,33,62354.13,6,16982.41,8.49,36,604,0.2869,9,0,MORTGAGE,medical,0
422,63,55322.78,8,3960.99,12.68,60,732,0.3326,6,0,OWN,debt_consolidation,0
423,47,58182.56,0,5575.23,15.59,60,758,0.2906,10,0,RENT,major_purchase,0
424,52,25726.77,6,17292.83,12.45,36,606,0.2656,8,0,MORTGAGE,small_business,0
425,42,70496.2,0,18511.49,13.46,60,664,0.2923,12,0,OWN,medical,0
426,54,63498.44,0,5446.69,3.5,60,804,0.1728,7,0,OWN,major_purchase,0
427,29,47777.44,9,19233.24,8.29,36,645,0.2773,9,0,MORTGAGE,credit_card,0
428,49,54639.89,6,13540.59,5.76,60,637,0.1157,0,0,RENT,credit_card,0
429,54,53323.73,0,6783.93,18.68,60,659,0.0535,14,0,RENT,debt_consolidation,0
430,62,59339.84,3,1000,7.02,60,679,0.3357,12,0,MORTGAGE,small_business,0
431,36,40269.05,5,19027.16,18.13,36,463,0.1383,13,0,MORTGAGE,small_business,0
432,68,21674.99,0,20796.47,8.08,60,672,0.1633,12,0,RENT,home_improvement,0
433,36,77283.54,0,20484.89,5.87,60,740,0.2302,10,0,OWN,home_improvement,0
434,36,59170.05,9,6940.43,7.5,60,633,0.1048,4,2,RENT,credit_card,0
435,45,66963.33,7,30842.68,10.33,60,558,0.1827,10,0,RENT,small_business,0
436,30,73505.62,10,24291.59,9.67,60,667,0.2024,5,0,MORTGAGE,medical,0
437,48,55705.58,2,19251.54,10.91,60,753,0.1654,11,0,MORTGAGE,credit_card,0
438,28,61239.83,1,21378.89,13.46,60,647,0.1875,12,0,OWN,small_business,0
439,38,40922.51,3,25270.35,11.14,60,769,0.0968,9,0,RENT,major_purchase,0
440,27,30385.09,4,9682.04,10.96,36,716,0.2408,8,0,OWN,credit_card,0
441,52,35828.75,4,21133.64,13.23,60,614,0.2301,4,0,MORTGAGE,home_improvement,0
442,47,41809.2,9,9312.66,14.06,36,727,0.2188,18,0,RENT,credit_card,0
443,41,72590.23,1,16909.81,11.15,36,719,0.25,9,0,MORTGAGE,small_business,0
444,57,87781.93,7,15352.99,13.83,36,674,0.01,5,0,OWN,major_purchase,0
445,24,97859.36,4,20773.58,8.66,36,663,0.2493,4,2,RENT,debt_consolidation,0
446,56,20494.56,6,4910.28,10.06,36,646,0.184,11,0,RENT,credit_card,0
447,22,54622.21,2,33069.53,8.61,36,617,0.1421,12,0,MORTGAGE,home_improvement,0
448,60,84540.75,6,17341.42,12.77,60,759,0.081,16,0,MORTGAGE,small_business,0
449,26,22239.59,0,12086.95,15.68,60,624,0.2215,12,0,MORTGAGE,debt_consolidation,0
450,63,74099.03,2,3563.95,7.97,36,735,0.1461,1,0,MORTGAGE,home_improvement,0
451,43,110693.58,0,24690.71,12.23,60,517,0.0945,0,0,RENT,home_improvement,0
452,49,21360.29,0,1626.04,8.22,36,718,0.0997,14,0,MORTGAGE,medical,0
453,32,51751.67,0,15840.83,4.88,60,717,0.1328,14,0,MORTGAGE,medical,1
454,57,78397.45,5,12401.42,13.1,60,713,0.2036,5,0,OWN,debt_consolidation,0
455,26,51345.01,6,4058.56,10.26,60,639,0.1731,11,0,OWN,debt_consolidation,0
456,25,47033.18,5,1000,4.32,36,685,0.3514,0,3,RENT,credit_card,0
457,63,98039.88,6,17556.35,11.97,36,814,0.1502,10,0,RENT,debt_consolidation,0
458,24,21374.73,3,2417.13,3.5,60,607,0.1542,8,0,OWN,major_purchase,0
459,32,27424.93,12,7328.66,9.74,36,619,0.1346,5,0,MORTGAGE,credit_card,0
460,30,33771.65,10,19727.66,7.17,60,655,0.2188,6,0,MORTGAGE,debt_consolidation,0
461,52,41642.21,3,22176.59,7.66,36,722,0.1392,10,0,RENT,credit_card,0
462,33,39077.83,0,13215.35,14.49,36,621,0.3004,9,0,RENT,home_improvement,0
463,34,75346.19,0,31962.72,4.51,36,740,0.1284,2,0,MORTGAGE,debt_consolidation,0
464,56,18181.36,9,1000,3.95,60,676,0.1179,11,0,RENT,small_business,0
465,63,56817.56,2,2739.81,6.75,60,583,0.2043,13,0,RENT,medical,0
466,67,33583.14,16,21197.5,3.5,36,592,0.1722,10,0,OWN,major_purchase,0
467,25,46513.3,0,18822.36,11.49,36,764,0.2165,5,0,MORTGAGE,credit_card,0
468,67,36791.61,10,13594.9,16.12,60,737,0.0408,12,0,MORTGAGE,debt_consolidation,0
469,41,73218.82,6,11845.56,12.0,36,719,0.0768,4,0,OWN,medical,0
470,38,30000.64,10,20199.91,10.82,60,742,0.1995,5,1,RENT,medical,0
471,38,39249.17,1,3520.65,12.21,36,713,0.1043,9,0,MORTGAGE,debt_consolidation,0
472,24,77899.12,4,27623.89,9.68,36,718,0.2299,1,0,RENT,home_improvement,0
473,58,12000,8,12213.3,3.5,36,671,0.1687,12,5,RENT,debt_consolidation,0
474,49,73269.28,5,15749.49,9.41,36,792,0.1714,2,0,RENT,medical,0
475,58,34978.33,0,15243.93,9.92,36,627,0.1921,17,0,OWN,credit_card,0
476,24,35589.4,4,20518.73,8.71,36,653,0.0729,8,1,MORTGAGE,small_business,0
477,49,37247.83,4,9978.66,7.12,36,674,0.2967,7,0,RENT,debt_consolidation,0
478,54,49844.72,8,16280.07,12.72,36,763,0.1377,1,4,MORTGAGE,debt_consolidation,0
479,47,59972.3,10,16135.89,13.87,36,634,0.1906,2,0,RENT,home_improvement,0
480,66,63347.33,13,22789.49,11.76,60,846,0.2013,8,0,MORTGAGE,major_purchase,0
481,50,90285.77,6,16066.61,15.76,36,653,0.2597,10,2,OWN,home_improvement,0
482,53,44546.23,13,16041.78,15.41,36,789,0.0887,9,0,RENT,debt_consolidation,0
483,66,54390.83,5,24018.07,13.17,36,587,0.2033,4,0,RENT,credit_card,0
484,31,20941.45,9,40068.97,8.21,36,549,0.2717,5,0,MORTGAGE,major_purchase,0
485,67,64015.57,2,7051.34,17.28,60,651,0.1815,10,0,OWN,debt_consolidation,0
486,58,48307.02,12,15697.44,6.82,36,625,0.1692,4,1,MORTGAGE,debt_consolidation,0
487,35,52704.5,0,27285.28,7.95,60,,0.1378,5,0,MORTGAGE,credit_card,0
488,58,49681.57,6,25650.66,9.86,60,714,0.1835,5,0,RENT,major_purchase,0
489,39,49418.76,2,12169.89,8.89,60,485,0.1655,9,0,OWN,home_improvement,0
490,32,59425.1,5,19171.45,5.89,36,748,0.1815,12,0,MORTGAGE,home_improvement,0
491,65,55611.73,9,5462.62,12.36,36,,0.2405,13,0,OWN,home_improvement,0
492,53,66055.62,9,15706.95,13.63,36,761,0.1066,7,0,OWN,major_purchase,0
493,28,51070.24,6,24320.33,5.32,60,760,0.2513,5,0,MORTGAGE,credit_card,0
494,59,56420.8,9,19195.48,17.07,60,637,0.3109,7,2,OWN,debt_consolidation,0
495,60,49352.15,6,8974.3,8.53,36,646,0.1889,9,0,MORTGAGE,home_improvement,0
496,25,92819.31,3,27699.8,3.63,60,725,0.0643,7,0,OWN,major_purchase,0
497,26,68105.91,6,9912.92,12.12,36,833,0.0268,7,0,MORTGAGE,home_improvement,0
498,58,40997.76,2,23436.08,17.16,60,712,0.148,9,5,OWN,home_improvement,0
499,44,12000,16,18965.04,18.16,60,780,0.296,12,0,RENT,medical,0
500,62,46766.95,10,11622.46,15.03,60,693,0.1968,0,0,RENT,small_business,0
501,63,23846.2,11,15830.45,16.12,36,617,0.1852,6,0,OWN,medical,0
502,28,99629.82,4,7999.4,3.5,36,698,0.1929,1,2,RENT,credit_card,0
503,33,72709.27,12,38286.85,17.52,60,507,0.1388,5,4,OWN,medical,0
504,57,35504.45,1,12749.33,16.41,36,652,0.012,0,4,OWN,home_improvement,0
505,23,23752.23,3,20152.63,8.64,36,850,0.0994,5,0,RENT,home_improvement,0
506,33,57150.22,13,16756.39,12.9,60,759,0.2597,6,0,OWN,medical,0
507,59,,2,22927.09,6.65,36,651,0.2459,8,0,MORTGAGE,medical,0
508,41,72414.94,4,1461.87,15.34,60,647,0.1376,6,0,RENT,debt_consolidation,0
509,25,74494.88,5,13691.4,4.57,60,850,0.1954,11,1,OWN,small_business,0
510,45,57492.16,14,12638.66,13.91,60,666,0.2897,9,1,RENT,debt_consolidation,0
511,54,61124.25,2,25387.09,11.63,60,707,0.2575,6,0,RENT,debt_consolidation,0
512,62,47246.26,7,26840.75,15.23,36,,0.1704,10,0,MORTGAGE,credit_card,0
513,22,50627.41,2,28592.81,9.39,36,592,0.1934,10,0,RENT,small_business,0
514,31,40268.04,5,3561.91,11.48,36,589,0.2113,11,0,MORTGAGE,major_purchase,0
515,32,42079.53,11,14970.05,7.17,60,740,0.3104,5,0,OWN,medical,0
516,26,75870.35,6,17387.58,6.87,60,519,0.1801,4,0,RENT,medical,0
517,65,56070.57,1,6803.39,17.69,60,729,0.1347,9,0,MORTGAGE,home_improvement,1
518,30,49432.69,6,26129.91,15.46,60,636,0.2113,1,3,OWN,small_business,1
519,58,40280.01,1,17599.69,9.77,36,700,0.2164,7,0,RENT,major_purchase,0
520,63,12000,10,13193.99,16.74,60,585,0.1897,9,0,MORTGAGE,home_improvement,0
521,29,16488.15,2,11229.89,13.4,36,542,0.2915,10,0,MORTGAGE,major_purchase,0
522,30,80338.79,3,8685.75,12.66,36,706,0.1553,12,5,OWN,major_purchase,1
523,31,93929.68,11,12813.67,10.35,36,765,0.0957,8,0,OWN,credit_card,0
524,45,46279.72,0,5607.18,6.52,60,628,0.0758,10,0,MORTGAGE,medical,0
525,41,69294.6,21,18314.07,15.99,60,670,0.1519,3,0,RENT,medical,0
526,40,36605.68,17,3012.79,10.94,60,729,0.3197,10,0,MORTGAGE,major_purchase,0
527,35,97641.55,0,22681.73,5.78,36,698,0.17,3,2,MORTGAGE,major_purchase,0
528,45,83210.57,8,14274.69,3.5,36,,0.0959,10,0,OWN,credit_card,0
529,51,12000,3,24261.08,10.22,60,619,0.2345,2,0,RENT,debt_consolidation,0
530,59,31300.62,8,19779.36,11.19,36,748,0.1524,14,0,OWN,credit_card,0
531,25,80086.88,5,1000,7.54,36,657,0.1413,4,0,OWN,debt_consolidation,0
532,67,19527.93,6,7518.71,9.68,60,561,0.131,7,0,MORTGAGE,credit_card,0
533,32,18433.59,6,7841.97,9.28,60,737,0.1643,12,0,MORTGAGE,debt_consolidation,0
534,60,75364.29,3,18460.22,11.31,60,637,0.2867,3,0,RENT,small_business,0
535,59,41023.68,0,13546.88,15.46,36,652,0.2098,15,0,OWN,home_improvement,0
536,24,27962.42,4,18630.35,4.92,36,680,0.2069,6,5,RENT,credit_card,0
537,48,88964.31,14,1000,11.65,36,725,0.2382,8,0,RENT,medical,0
538,49,48820.39,1,13755.02,15.0,60,743,0.279,6,0,RENT,major_purchase,0
539,49,54412.6,8,1000,14.17,60,627,0.267,8,0,MORTGAGE,medical,0
540,57,33690.0,6,15939.06,18.59,60,659,0.2132,1,0,MORTGAGE,major_purchase,0
541,28,54944.84,1,1304.9,7.1,36,642,0.1975,13,1,OWN,home_improvement,0
542,31,12000,0,4100.1,4.61,60,731,0.0421,11,4,MORTGAGE,medical,0
543,32,18798.24,4,19724.18,4.3,60,647,0.1121,3,0,OWN,credit_card,0
544,23,39821.96,3,27228.95,9.43,60,718,0.1741,13,0,MORTGAGE,debt_consolidation,1
545,24,47601.33,4,9617.39,9.9,36,557,0.2382,4,2,OWN,debt_consolidation,1
546,63,83963.48,10,10934.19,7.02,36,672,0.2329,12,3,RENT,medical,0
547,23,22408.7,3,3361.43,6.43,60,600,0.0345,12,0,OWN,small_business,0
548,30,86023.27,6,17424.46,11.1,36,764,0.0549,5,0,MORTGAGE,credit_card,0
549,32,31442.45,10,1000,3.5,36,629,0.2968,6,0,MORTGAGE,credit_card,0
550,22,45192.69,0,17862.36,11.72,36,722,0.3253,4,0,RENT,small_business,0
551,27,57727.66,0,19015.89,7.85,60,730,0.1931,9,0,RENT,home_improvement,0
552,35,74519.17,11,8102.6,14.36,60,558,0.4031,5,0,MORTGAGE,major_purchase,0
553,64,50780.5,12,18496.1,3.5,36,622,0.0883,0,0,MORTGAGE,credit_card,0
554,28,111599.31,8,26799.03,17.8,36,631,0.1818,16,0,MORTGAGE,small_business,0
555,61,42768.31,10,29831.65,11.07,36,769,0.1562,7,0,OWN,major_purchase,0
556,51,12000,8,1000,13.54,60,511,0.0785,4,0,RENT,credit_card,0
557,44,65055.54,6,1000,6.76,36,637,0.1806,7,0,MORTGAGE,home_improvement,0
558,62,77923.11,3,5777.87,6.81,36,643,0.2327,10,0,RENT,major_purchase,0
559,40,82254.68,7,7556.78,11.63,60,742,0.1095,4,2,OWN,credit_card,0
560,54,58448.46,9,11386.98,11.5,36,586,0.3331,13,0,MORTGAGE,home_improvement,0
561,23,47213.16,3,1000,4.44,60,755,0.1845,6,0,RENT,small_business,0
562,25,17236.42,5,28070.72,10.98,60,658,0.2491,5,0,OWN,home_improvement,0
563,34,56293.59,10,1000,8.34,60,666,0.156,5,0,RENT,credit_card,0
564,40,45434.54,1,12635.85,7.15,36,670,0.0939,13,4,OWN,credit_card,0
565,52,66920.25,0,18100.44,12.73,60,809,0.2374,4,0,OWN,medical,0
566,66,64349.13,8,1000,19.22,60,608,0.2039,15,4,MORTGAGE,small_business,0
567,66,12000,14,31470.25,9.35,36,795,0.1071,7,0,RENT,debt_consolidation,0
568,43,41480.97,12,1000,11.85,60,556,0.1452,8,0,RENT,major_purchase,0
569,34,57020.74,8,1000,7.18,60,769,0.2496,11,0,MORTGAGE,medical,0
570,31,89043.3,11,7722.61,11.25,60,756,0.1507,11,0,OWN,major_purchase,0
571,40,33282.88,8,13566.54,12.71,36,756,0.2597,9,0,RENT,credit_card,0
572,64,28734.66,11,15121.43,11.1,36,646,0.1723,11,0,OWN,home_improvement,0
573,33,129983.14,9,37586.0,7.71,36,564,0.1339,10,2,RENT,small_business,0
574,62,49772.62,11,11158.91,14.25,60,590,0.2461,6,0,OWN,debt_consolidation,0
575,37,72779.03,10,30971.04,14.43,60,672,0.1536,7,0,RENT,home_improvement,0
576,43,36079.58,9,5105.4,14.59,60,721,0.2107,10,0,RENT,credit_card,0
577,46,54483.3,14,33416.19,11.27,60,734,0.2631,7,0,OWN,debt_consolidation,0
578,41,76372.09,17,21594.42,8.79,36,676,0.2191,3,1,OWN,small_business,0
579,67,65952.23,12,26397.79,4.36,60,681,0.033,4,0,MORTGAGE,small_business,0
580,60,71344.46,6,8100.12,4.5,36,788,0.2531,1,0,RENT,debt_consolidation,0
581,68,58860.28,1,13465.25,9.92,36,754,0.3667,14,0,RENT,debt_consolidation,0
582,25,54265.68,5,1000,11.24,60,624,0.1321,11,0,OWN,small_business,0
583,59,75225.68,9,32631.37,6.16,60,594,0.1206,10,1,OWN,small_business,0
584,40,45552.13,10,16868.58,13.72,60,678,0.1272,6,0,OWN,debt_consolidation,0
585,42,38944.82,9,19801.69,13.95,36,602,0.0882,8,1,RENT,medical,0
586,27,50848.79,0,5794.62,11.07,36,635,0.0689,5,0,OWN,medical,0
587,68,70852.74,3,23397.58,9.33,36,738,0.2293,8,0,MORTGAGE,home_improvement,0
588,40,48666.58,5,30443.61,10.71,36,719,0.2178,8,0,RENT,major_purchase,0
589,43,87489.66,14,20889.64,17.84,36,720,0.2297,3,4,OWN,medical,0
590,57,110528.97,1,16078.57,8.21,60,773,0.1511,4,0,OWN,small_business,0
591,57,63849.9,4,20074.04,8.01,60,736,0.1812,7,0,OWN,debt_consolidation,0
592,24,42637.76,4,17766.28,15.57,36,700,0.1003,6,0,RENT,major_purchase,0
593,52,25109.29,6,1000,15.71,60,714,0.2695,5,0,MORTGAGE,credit_card,0
594,53,66922.24,2,10756.81,10.23,60,742,0.4619,4,0,MORTGAGE,debt_consolidation,0
595,65,61043.65,5,1794.66,7.0,36,647,0.17,9,4,OWN,medical,0
596,33,12000,11,1000,3.5,60,720,0.2443,9,0,RENT,medical,0
597,31,69025.8,11,18591.67,8.87,36,781,0.1653,10,0,OWN,home_improvement,0
598,50,12000,4,28857.19,11.06,36,648,0.1395,14,2,MORTGAGE,small_business,0
599,49,80390.98,8,19407.81,13.53,36,742,0.2349,8,0,OWN,credit_card,0
600,55,42923.1,16,20908.11,13.94,36,531,0.0789,6,0,OWN,home_improvement,0
601,33,61694.54,5,2117.65,20.11,36,662,0.1268,12,0,OWN,credit_card,0
602,24,51249.95,4,9960.17,10.58,36,657,0.0294,10,0,MORTGAGE,debt_consolidation,0
603,64,30303.48,1,8716.92,5.52,36,,0.26,8,5,MORTGAGE,major_purchase,0
604,22,44571.37,0,14602.49,9.28,60,694,0.1588,5,0,RENT,debt_consolidation,0
605,59,58318.0,9,1000,9.13,36,619,0.2684,14,0,RENT,debt_consolidation,0
606,36,48210.08,4,17283.18,13.66,36,579,0.4185,4,0,MORTGAGE,debt_consolidation,0
607,68,73461.81,4,5233.23,14.87,60,671,0.3285,13,0,MORTGAGE,debt_consolidation,0
608,39,71272.32,7,21386.26,10.43,60,696,0.2322,10,0,OWN,medical,0
609,38,50099.79,6,7265.17,5.1,60,745,0.1483,3,0,OWN,home_improvement,0
610,62,28867.23,1,15608.75,20.53,60,769,0.1625,12,0,OWN,small_business,0
611,39,17536.79,6,18407.08,11.04,36,794,0.292,1,0,MORTGAGE,credit_card,0
