transaction_id,customer_id,date,hour,day_of_week,amount,category,merchant_type,is_international,is_fraud
437,1196,2024-05-09,17,3,76.25,Groceries,Online,1,0
438,1813,2024-01-02,9,1,87.55,Travel,ATM,0,0
439,1167,2024-01-06,11,5,31.74,Dining,POS,0,0
440,1565,2024-03-29,18,4,39.4,Dining,POS,0,0
441,1482,2024-05-06,10,0,80.89,Utilities,Online,0,1
442,1235,2024-01-17,17,2,96.24,Electronics,POS,0,0
443,1746,2024-06-19,17,2,54.89,Entertainment,Online,0,0
444,1539,2024-03-25,19,0,16.31,Entertainment,POS,0,0
445,1214,2024-04-29,7,0,39.22,Dining,Online,0,0
446,1347,2024-01-04,8,3,30.67,Dining,POS,0,0
447,1336,2024-03-30,19,5,66.73,Dining,POS,0,0
448,1452,2024-01-05,7,4,60.9,Groceries,ATM,0,0
449,1554,2024-02-18,16,6,1,Groceries,Online,0,0
450,1041,2024-06-21,16,4,48.81,Retail,POS,0,0
451,1910,2024-05-23,11,3,74.46,Utilities,POS,0,0
452,1882,2024-03-15,16,4,25.03,Groceries,Online,0,0
453,1566,2024-06-21,5,4,21.75,Dining,Online,0,0
454,1612,2024-05-11,20,5,45.17,Dining,Online,0,0
455,1887,2024-03-27,13,2,202.91,Electronics,Online,0,0
456,1828,2024-01-16,19,1,79.95,Groceries,POS,0,0
457,1116,2024-05-24,12,4,206.37,Travel,POS,0,0
458,1614,2024-02-05,7,0,30.23,Electronics,Online,0,0
459,1684,2024-02-05,18,0,62.64,Dining,Online,0,0
460,1640,2024-03-13,10,2,1,Utilities,Online,0,0
461,1180,2024-02-13,23,1,80.08,Healthcare,POS,0,0
462,1771,2024-02-04,9,6,99.84,Healthcare,POS,1,0
463,1838,2024-05-15,12,2,75.88,Entertainment,Online,1,0
464,1911,2024-03-29,8,4,191.98,Healthcare,Online,0,0
465,1252,2024-06-02,18,6,114.59,Retail,POS,0,0
466,1122,2024-02-05,19,0,44.91,Groceries,Online,1,0
467,1336,2024-05-30,11,3,1,Electronics,POS,0,0
468,1729,2024-06-16,9,6,242.46,Electronics,POS,0,0
469,1409,2024-01-21,11,6,113.19,Utilities,POS,0,0
470,1440,2024-02-12,11,0,301.12,Travel,Online,0,0
471,1791,2024-02-04,4,6,99.62,Utilities,POS,1,0
472,1228,2024-05-18,10,5,61.89,Groceries,ATM,0,0
473,1684,2024-02-08,12,3,51.48,Dining,Online,0,1
474,1771,2024-04-24,10,2,58.19,Groceries,Online,0,0
475,1694,2024-03-19,17,1,65.56,Electronics,POS,1,0
476,1734,2024-02-10,15,5,1,Electronics,POS,0,0
477,1535,2024-06-20,19,3,14.73,Groceries,Online,0,0
478,1327,2024-05-12,19,6,34.96,Entertainment,Online,1,0
479,1952,2024-01-15,19,0,127.25,Utilities,ATM,0,0
480,1551,2024-06-13,14,3,48.55,Groceries,Online,1,0
481,1847,2024-05-12,20,6,36.35,Dining,POS,0,0
482,1388,2024-05-06,11,0,77.03,Retail,POS,1,0
483,1111,2024-05-12,19,6,1,Electronics,Online,0,0
484,1033,2024-06-25,11,1,68.34,Groceries,Online,1,0
485,1068,2024-03-29,4,4,327.8,Travel,POS,1,0
486,1653,2024-06-22,17,5,128.78,Electronics,ATM,0,0
487,1910,2024-05-17,10,4,72.2,Entertainment,Online,0,0
488,1610,2024-02-23,19,4,115.03,Utilities,POS,0,0
489,1525,2024-02-24,13,5,1,Travel,POS,0,0
490,1896,2024-01-19,0,4,77.09,Retail,Online,0,0
491,1690,2024-02-14,7,2,2.93,Retail,POS,0,0
492,1734,2024-04-25,17,3,17.65,Dining,POS,0,0
493,1210,2024-03-18,23,0,7.35,Dining,Online,0,0
494,1707,2024-03-03,14,6,85.23,Electronics,ATM,0,0
495,1347,2024-02-05,13,0,75.73,Travel,Online,0,0
496,1274,2024-01-15,13,0,98.62,Groceries,POS,1,0
497,1434,2024-02-20,10,1,81.02,Utilities,Online,0,0
498,1866,2024-05-29,15,2,1,Electronics,Online,0,0
499,1497,2024-02-10,10,5,21.8,Utilities,ATM,0,0
500,1513,2024-06-07,14,4,20.17,Electronics,Online,0,0
501,1169,2024-06-04,13,1,2.33,Groceries,Online,0,0
502,1137,2024-05-25,15,5,1,Entertainment,POS,0,0
503,1269,2024-05-23,15,3,67.47,Groceries,Online,0,0
504,1774,2024-03-18,17,0,214.47,Electronics,POS,0,0
505,1102,2024-05-11,18,5,151.84,Travel,POS,0,0
506,1037,2024-05-12,19,6,471.15,Travel,POS,0,0
507,1460,2024-02-28,17,2,1,Healthcare,ATM,1,0
508,1661,2024-04-12,11,4,161.5,Healthcare,POS,1,0
509,1638,2024-06-19,19,2,536.31,Travel,Online,0,0
510,1537,2024-03-17,13,6,273.56,Electronics,POS,0,0
511,1580,2024-04-04,11,3,43.11,Groceries,POS,0,0
512,1904,2024-06-22,8,5,48.15,Groceries,POS,0,0
513,1520,2024-02-25,6,6,51.08,Dining,POS,0,0
514,1437,2024-04-09,19,1,592.98,Travel,POS,0,0
515,1560,2024-03-20,9,2,43.58,Dining,POS,0,0
516,1036,2024-04-30,18,1,160.27,Healthcare,POS,0,0
517,1998,2024-02-03,11,5,173.83,Travel,Online,0,0
518,1001,2024-01-19,7,4,106.07,Healthcare,POS,0,0
519,1288,2024-01-20,8,5,127.09,Healthcare,POS,0,0
520,1136,2024-06-17,10,0,71.44,Utilities,POS,0,0
521,1903,2024-03-10,21,6,172.27,Healthcare,ATM,0,0
522,1750,2024-03-31,20,6,1,Electronics,POS,0,0
523,1555,2024-02-17,19,5,6.07,Dining,Online,1,0
524,1167,2024-05-08,14,2,171.9,Electronics,Online,0,0
525,1592,2024-03-23,18,5,36.69,Utilities,Online,0,0
526,1474,2024-05-05,19,6,15.76,Retail,POS,0,0
527,1463,2024-01-01,16,0,25.01,Healthcare,POS,0,0
528,1191,2024-06-27,17,3,1,Entertainment,Online,0,0
529,1466,2024-01-15,17,0,42.94,Dining,POS,0,0
530,1043,2024-01-19,11,4,80.95,Utilities,POS,0,0
531,1436,2024-02-01,9,3,86.46,Retail,Online,0,0
532,1759,2024-03-19,7,1,272.43,Travel,ATM,0,0
533,1144,2024-02-21,17,2,463.09,Travel,POS,0,0
534,1689,2024-05-26,7,6,705.59,Travel,Online,0,0
535,1594,2024-04-01,18,0,173.29,Travel,Online,0,0
536,1438,2024-04-03,6,2,42.59,Utilities,POS,0,0
537,1103,2024-04-05,9,4,119.65,Utilities,Online,0,0
538,1627,2024-03-22,11,4,191.49,Healthcare,POS,0,0
539,1100,2024-04-22,0,0,127.1,Travel,Online,0,0
540,1770,2024-04-16,12,1,48.65,Utilities,Online,0,1
541,1277,2024-01-12,14,4,16.9,Groceries,Online,1,0
542,1035,2024-05-26,14,6,60.77,Utilities,POS,0,0
543,1858,2024-03-24,16,6,215.32,Travel,Online,0,0
544,1424,2024-02-11,9,6,429.28,Travel,POS,1,0
545,1137,2024-03-03,8,6,88.68,Utilities,POS,1,0
546,1525,2024-06-15,15,5,1,Groceries,Online,0,0
547,1382,2024-03-12,7,1,28.31,Entertainment,Online,0,0
548,1903,2024-05-27,7,0,56.57,Groceries,Online,0,0
549,1637,2024-03-31,14,6,56.78,Dining,POS,0,0
550,1045,2024-03-22,11,4,4.26,Groceries,POS,0,0
551,1322,2024-05-17,17,4,18.89,Dining,Online,0,0
552,1353,2024-01-29,14,0,96.96,Groceries,POS,0,0
553,1220,2024-06-19,15,2,95.91,Utilities,POS,0,0
554,1349,2024-03-30,19,5,65.13,Groceries,ATM,0,0
555,1739,2024-04-21,6,6,135.18,Healthcare,POS,0,0
556,1546,2024-06-06,7,3,242.56,Electronics,POS,0,0
557,1398,2024-02-23,13,4,1,Retail,POS,1,0
558,1362,2024-06-27,17,3,228.58,Electronics,POS,0,0
559,1800,2024-06-06,15,3,29.1,Groceries,Online,0,0
560,1690,2024-05-14,10,1,102.2,Electronics,ATM,0,0
561,1162,2024-05-14,13,1,448.09,Travel,Online,0,0
562,1889,2024-01-26,13,4,19.63,Groceries,ATM,0,0
563,1762,2024-05-11,5,5,193.75,Healthcare,Online,0,0
564,1891,2024-03-20,11,2,1,Entertainment,Online,0,0
565,1881,2024-06-27,7,3,72.21,Electronics,ATM,0,0
566,1678,2024-06-21,17,4,3.32,Dining,Online,0,0
567,1267,2024-06-24,23,0,81.99,Retail,POS,0,0
568,1908,2024-05-03,17,4,40.03,Dining,Online,0,0
569,1597,2024-02-13,7,1,53.37,Entertainment,POS,0,0
570,1944,2024-05-06,16,0,58.48,Retail,POS,0,0
571,1927,2024-04-06,15,5,143.03,Utilities,Online,0,0
572,1382,2024-01-29,11,0,84.94,Groceries,POS,0,0
573,1297,2024-06-15,19,5,100.92,Healthcare,POS,0,0
574,1103,2024-04-02,7,1,69.96,Utilities,Online,0,0
575,1767,2024-01-13,19,5,328.84,Travel,POS,0,0
576,1366,2024-01-13,11,5,67.88,Utilities,Online,1,0
577,1520,2024-06-04,13,1,319.6,Electronics,POS,0,0
578,1565,2024-04-26,15,4,52.31,Entertainment,Online,0,0
579,1582,2024-01-24,15,2,118.54,Retail,ATM,0,0
580,1114,2024-03-05,9,1,289.36,Electronics,Online,0,0
581,1330,2024-04-02,12,1,14.27,Dining,Online,0,0
582,1394,2024-03-23,14,5,85.63,Entertainment,Online,0,0
583,1930,2024-03-25,8,0,131.86,Healthcare,POS,0,0
584,1867,2024-02-05,17,0,1,Dining,POS,0,0
585,1743,2024-01-17,15,2,77.89,Healthcare,Online,0,1
586,1193,2024-04-25,11,3,53.71,Dining,POS,0,0
587,1505,2024-05-11,8,5,17.56,Entertainment,POS,0,0
588,1414,2024-06-19,21,2,40.95,Groceries,POS,0,0
589,1319,2024-01-01,17,0,1,Travel,Online,0,0
590,1054,2024-04-04,13,3,187.86,Healthcare,ATM,0,0
591,1134,2024-04-20,14,5,103.8,Electronics,POS,0,0
592,1550,2024-04-21,11,6,73.73,Healthcare,Online,0,0
593,1065,2024-01-11,20,3,303.16,Electronics,Online,0,0
594,1586,2024-06-28,10,4,60.96,Entertainment,Online,0,0
595,1430,2024-02-27,8,1,52.3,Dining,POS,0,0
596,1897,2024-03-02,14,5,16.15,Dining,POS,0,0
597,1669,2024-04-05,2,4,71.11,Groceries,Online,0,0
598,1165,2024-02-14,13,2,13.79,Groceries,Online,0,0
599,1453,2024-05-30,10,3,158.59,Healthcare,Online,1,0
600,1077,2024-03-13,5,2,7.47,Dining,POS,0,0
601,1445,2024-02-12,22,0,141.55,Utilities,Online,1,0
602,1163,2024-02-27,9,1,194.71,Travel,Online,0,0
603,1792,2024-06-12,21,2,53.72,Utilities,POS,0,0
604,1991,2024-05-31,8,4,1,Healthcare,POS,0,0
605,1301,2024-05-13,12,0,86.85,Utilities,Online,0,0
606,1987,2024-04-11,15,3,263.27,Travel,POS,0,0
607,1244,2024-02-24,12,5,1,Travel,POS,0,0
608,1211,2024-03-19,7,1,1,Electronics,Online,0,0
609,1695,2024-01-26,17,4,153.89,Healthcare,ATM,0,0
610,1489,2024-02-24,16,5,60.05,Groceries,POS,1,0
611,1836,2024-06-15,18,5,293.13,Electronics,POS,0,0
612,1030,2024-03-14,7,3,44.38,Utilities,POS,1,0
613,1220,2024-04-14,9,6,57.1,Retail,Online,0,0
614,1034,2024-02-14,9,2,1,Retail,Online,1,0
615,1246,2024-03-30,3,5,47.83,Groceries,Online,0,0
616,1014,2024-03-29,9,4,1,Dining,Online,0,0
617,1139,2024-03-14,12,3,176.44,Healthcare,POS,1,0
618,1563,2024-04-29,19,0,63.66,Entertainment,POS,1,0
619,1480,2024-03-29,8,4,17.73,Entertainment,POS,0,0
620,1221,2024-03-05,12,1,249.14,Healthcare,Online,0,0
621,1135,2024-06-15,9,5,31.51,Dining,Online,0,0
622,1251,2024-04-21,13,6,132.82,Retail,POS,0,0
623,1707,2024-03-16,14,5,70.43,Groceries,POS,0,0
624,1509,2024-03-14,20,3,73.53,Groceries,POS,0,0
625,1230,2024-03-27,5,2,19.2,Dining,POS,0,0
626,1412,2024-05-26,15,6,35.58,Utilities,Online,0,0
627,1085,2024-04-10,14,2,42.01,Dining,Online,1,0
628,1344,2024-02-04,9,6,122.76,Healthcare,POS,0,0
629,1591,2024-01-24,6,2,59.33,Retail,POS,1,0
630,1578,2024-05-20,6,0,24.29,Dining,Online,0,0
631,1704,2024-05-15,0,2,457.29,Travel,POS,0,0
632,1616,2024-02-14,8,2,39.79,Dining,Online,1,1
633,1421,2024-05-22,11,2,4.52,Electronics,Online,1,0
634,1166,2024-05-28,22,1,106.38,Retail,POS,0,0
635,1001,2024-02-11,10,6,122.14,Travel,Online,0,0
636,1951,2024-06-26,18,2,143.78,Utilities,POS,0,0
637,1669,2024-03-31,7,6,185.86,Electronics,Online,0,0
638,1098,2024-06-03,17,0,28.0,Travel,POS,0,0
639,1185,2024-04-29,11,0,228.76,Electronics,Online,0,0
640,1902,2024-06-13,13,3,130.73,Electronics,Online,1,0
641,1731,2024-01-18,8,3,60.1,Utilities,POS,0,0
642,1882,2024-02-18,7,6,124.38,Healthcare,POS,0,0
643,1270,2024-05-09,19,3,304.4,Travel,POS,0,0
644,1560,2024-06-07,21,4,59.13,Entertainment,POS,0,0
645,1596,2024-05-11,14,5,136.48,Electronics,Online,0,0
646,1426,2024-01-18,2,3,185.17,Electronics,POS,0,0
647,1193,2024-04-10,18,2,96.57,Retail,POS,0,0
648,1143,2024-03-19,12,1,28.77,Entertainment,Online,0,0
649,1343,2024-06-02,13,6,239.61,Healthcare,POS,0,0
650,1216,2024-03-19,18,1,147.72,Healthcare,POS,0,0
651,1481,2024-03-01,5,4,50.78,Groceries,POS,0,0
652,1292,2024-03-24,19,6,170.61,Healthcare,POS,0,0
653,1982,2024-01-13,13,5,361.55,Travel,POS,0,0
654,1723,2024-04-13,11,5,126.49,Retail,Online,0,0
655,1385,2024-06-15,18,5,324.89,Travel,POS,0,0
656,1723,2024-03-09,14,5,168.35,Electronics,Online,0,0
657,1098,2024-05-01,17,2,66.2,Utilities,POS,0,0
658,1194,2024-06-07,20,4,232.86,Electronics,Online,0,0
659,1959,2024-06-25,10,1,332.24,Travel,POS,0,0
660,1957,2024-05-29,14,2,17.39,Dining,POS,0,0
661,1219,2024-01-02,19,1,24.29,Dining,POS,1,0
662,1002,2024-03-22,13,4,68.02,Entertainment,POS,0,0
663,1554,2024-05-31,9,4,22.58,Groceries,POS,0,0
664,1596,2024-05-02,19,3,334.14,Electronics,Online,0,0
665,1850,2024-03-05,19,1,132.01,Electronics,Online,1,0
666,1536,2024-04-20,18,5,33.41,Dining,POS,0,0
667,1887,2024-02-11,19,6,41.24,Entertainment,Online,0,0
668,1244,2024-02-04,10,6,324.4,Travel,POS,0,0
669,1485,2024-05-03,12,4,141.09,Healthcare,POS,0,0
670,1089,2024-06-20,9,3,1,Healthcare,POS,0,0
671,1672,2024-05-04,14,5,203.17,Healthcare,ATM,0,0
672,1947,2024-02-24,6,5,57.66,Dining,Online,0,0
673,1702,2024-02-18,10,6,23.02,Dining,POS,0,0
674,1030,2024-05-03,8,4,35.41,Utilities,POS,1,0
675,1261,2024-02-27,16,1,46.04,Dining,Online,0,0
676,1713,2024-02-09,0,4,133.97,Retail,Online,0,0
677,1432,2024-04-10,17,2,73.9,Entertainment,Online,1,0
678,1396,2024-01-02,10,1,24.7,Retail,ATM,0,0
679,1756,2024-02-07,1,2,80.72,Healthcare,Online,0,0
680,1714,2024-04-11,12,3,101.36,Healthcare,Online,0,0
681,1038,2024-02-14,13,2,390.92,Healthcare,POS,1,0
682,1782,2024-03-28,10,3,52.04,Groceries,POS,0,0
683,1513,2024-05-18,11,5,158.97,Healthcare,POS,1,0
684,1123,2024-06-21,16,4,50.78,Utilities,Online,0,0
685,1763,2024-03-16,12,5,56.02,Dining,Online,1,0
686,1896,2024-01-20,11,5,37.88,Retail,POS,0,0
687,1992,2024-06-11,7,1,96.45,Entertainment,POS,1,0
688,1855,2024-04-09,21,1,55.5,Entertainment,Online,0,0
689,1515,2024-06-22,14,5,132.75,Travel,Online,0,0
690,1897,2024-01-12,20,4,1,Electronics,Online,0,0
691,1407,2024-04-30,20,1,124.24,Utilities,Online,0,0
692,1996,2024-06-19,14,2,1,Retail,POS,0,0
693,1188,2024-05-10,8,4,82.42,Utilities,ATM,0,0
694,1907,2024-04-26,12,4,10.2,Dining,Online,0,0
695,1542,2024-03-25,11,0,72.46,Retail,ATM,0,0
696,1069,2024-06-18,21,1,1,Retail,Online,0,0
697,1406,2024-06-27,7,3,63.91,Dining,POS,0,1
698,1630,2024-04-06,9,5,258.21,Travel,POS,0,0
699,1977,2024-04-19,12,4,36.27,Dining,POS,0,0
700,1075,2024-06-20,13,3,90.19,Electronics,Online,0,0
701,1303,2024-03-16,22,5,44.35,Dining,Online,0,0
702,1952,2024-04-12,17,4,75.54,Retail,POS,0,0
703,1099,2024-04-10,9,2,204.43,Electronics,Online,0,0
704,1343,2024-04-10,17,2,110.12,Utilities,POS,0,0
705,1914,2024-03-14,19,3,114.0,Retail,Online,0,0
706,1817,2024-04-29,9,0,137.09,Utilities,Online,0,0
707,1122,2024-05-03,9,4,34.38,Dining,POS,0,0
708,1277,2024-04-20,9,5,279.5,Electronics,POS,0,0
709,1688,2024-03-01,1,4,28.95,Dining,POS,0,0
710,1093,2024-06-04,16,1,50.29,Groceries,ATM,0,0
711,1926,2024-03-08,9,4,61.48,Retail,POS,0,0
712,1752,2024-05-17,10,4,105.24,Healthcare,Online,1,0
713,1559,2024-01-06,11,5,1,Travel,POS,0,0
714,1374,2024-03-30,10,5,343.32,Travel,ATM,0,0
715,1640,2024-03-16,18,5,235.77,Healthcare,POS,1,0
716,1725,2024-03-25,11,0,72.34,Utilities,Online,0,0
717,1059,2024-05-21,14,1,30.34,Retail,POS,0,0
718,1009,2024-06-06,18,3,592.71,Travel,POS,0,1
719,1515,2024-04-17,6,2,23.25,Dining,POS,0,0
720,1092,2024-02-04,19,6,255.62,Electronics,Online,0,0
721,1789,2024-06-06,19,3,1,Electronics,Online,0,0
722,1392,2024-05-04,12,5,51.66,Groceries,POS,0,0
723,1095,2024-05-26,10,6,457.65,Travel,ATM,0,0
724,1430,2024-03-01,8,4,3.76,Dining,ATM,0,0
725,1450,2024-03-04,7,0,37.91,Utilities,Online,0,0
726,1124,2024-06-09,11,6,60.06,Groceries,Online,0,0
727,1569,2024-05-27,17,0,194.9,Travel,POS,0,0
728,1643,2024-01-16,15,1,23.95,Retail,ATM,1,0
729,1586,2024-04-27,17,5,471.03,Travel,Online,0,0
730,1030,2024-05-22,12,2,169.13,Retail,Online,0,0
731,1232,2024-06-02,18,6,52.07,Utilities,POS,0,0
732,1331,2024-03-29,8,4,22.69,Entertainment,POS,0,0
733,1535,2024-06-06,2,3,292.72,Electronics,POS,0,0
734,1881,2024-02-22,7,3,22.82,Groceries,ATM,0,0
735,1115,2024-01-23,17,1,65.05,Retail,Online,0,0
736,1339,2024-05-05,9,6,51.58,Utilities,POS,0,0
737,1327,2024-01-10,9,2,1,Travel,POS,0,0
738,1548,2024-05-21,18,1,98.48,Groceries,POS,0,0
739,1554,2024-03-13,7,2,62.44,Dining,ATM,0,0
740,1078,2024-03-06,14,2,33.57,Healthcare,ATM,0,0
741,1981,2024-06-24,6,0,82.76,Retail,ATM,0,0
742,1419,2024-03-04,14,0,53.32,Retail,POS,0,0
743,1439,2024-04-28,9,6,61.52,Groceries,Online,0,0
744,1338,2024-05-09,19,3,167.22,Utilities,POS,0,0
745,1993,2024-01-17,13,2,80.13,Entertainment,POS,0,0
746,1337,2024-06-06,16,3,88.54,Utilities,POS,0,0
747,1155,2024-06-21,19,4,227.45,Electronics,POS,0,0
748,1256,2024-01-06,11,5,17.98,Dining,POS,0,0
749,1125,2024-06-27,10,3,661.26,Travel,Online,0,0
750,1261,2024-02-14,17,2,8.44,Dining,POS,0,1
751,1111,2024-01-09,2,1,128.85,Electronics,POS,0,0
752,1649,2024-01-12,0,4,55.75,Retail,POS,0,0
753,1632,2024-03-21,18,3,122.48,Retail,Online,0,0
754,1665,2024-04-29,22,0,37.56,Healthcare,Online,0,0
755,1331,2024-05-30,16,3,108.77,Utilities,ATM,1,0
756,1315,2024-04-19,19,4,35.31,Dining,POS,0,0
757,1430,2024-05-22,8,2,50.73,Entertainment,Online,0,0
758,1964,2024-03-11,7,0,44.71,Retail,POS,0,0
759,1186,2024-05-14,6,1,73.39,Travel,POS,0,0
760,1447,2024-03-23,17,5,50.23,Electronics,POS,1,0
761,1222,2024-01-15,17,0,224.02,Electronics,POS,0,0
762,1776,2024-06-24,14,0,142.41,Utilities,ATM,0,0
763,1715,2024-02-21,22,2,289.91,Electronics,POS,0,0
764,1778,2024-03-08,21,4,15.47,Dining,Online,0,0
765,1376,2024-05-17,10,4,30.78,Dining,Online,1,0
766,1646,2024-01-22,18,0,53.99,Retail,ATM,0,0
767,1594,2024-06-07,18,4,120.66,Healthcare,POS,0,0
768,1850,2024-02-11,20,6,34.09,Dining,Online,0,0
769,1674,2024-04-26,1,4,49.84,Utilities,Online,0,0
770,1107,2024-03-23,13,5,41.85,Dining,ATM,0,0
771,1079,2024-02-01,11,3,140.3,Travel,POS,0,0
772,1132,2024-06-08,7,5,85.49,Utilities,ATM,0,0
773,1993,2024-03-29,7,4,637.34,Travel,Online,0,0
774,1548,2024-04-23,13,1,74.12,Utilities,Online,0,0
775,1664,2024-04-22,19,0,112.79,Electronics,Online,0,0
776,1902,2024-04-10,13,2,82.68,Utilities,ATM,0,0
777,1001,2024-06-14,20,4,17.7,Retail,POS,0,0
778,1025,2024-02-11,20,6,46.56,Retail,POS,0,0
779,1875,2024-03-21,12,3,27.37,Dining,POS,0,0
780,1367,2024-03-08,8,4,63.98,Healthcare,POS,0,0
781,1407,2024-01-02,5,1,26.71,Dining,POS,0,0
782,1658,2024-06-05,19,2,38.54,Utilities,Online,0,0
783,1860,2024-05-25,8,5,63.28,Dining,ATM,1,0
784,1544,2024-06-08,15,5,128.65,Travel,POS,0,0
785,1757,2024-04-24,13,2,2.09,Dining,POS,0,0
786,1404,2024-01-14,13,6,6.4,Dining,POS,0,0
787,1677,2024-02-05,8,0,83.71,Entertainment,Online,0,0
788,1055,2024-01-27,16,5,132.33,Travel,POS,1,0
789,1140,2024-05-17,6,4,39.92,Groceries,POS,0,0
790,1279,2024-01-14,11,6,20.52,Entertainment,Online,0,0
791,1923,2024-01-14,13,6,1,Healthcare,POS,0,0
792,1260,2024-03-26,19,1,41.59,Dining,POS,0,0
793,1169,2024-05-21,14,1,36.3,Retail,ATM,0,1
794,1078,2024-03-25,18,0,65.42,Groceries,POS,0,0
795,1662,2024-06-26,11,2,16.18,Electronics,POS,0,0
796,1237,2024-04-23,7,1,243.01,Travel,POS,0,0
797,1639,2024-05-19,21,6,62.55,Groceries,POS,0,0
798,1239,2024-02-19,22,0,30.86,Entertainment,Online,0,0
799,1766,2024-06-16,20,6,475.34,Travel,Online,0,0
800,1927,2024-04-11,10,3,6.43,Retail,Online,0,0
