median_income,house_age,avg_rooms,avg_bedrooms,population,avg_occupancy,latitude,longitude,median_house_value
2.5017,28,1.505,0.5,1419,2.474,35.34,-118.28,133411.2
2.1668,38,3.204,0.772,2383,2.469,37.34,-121.77,256302.7
2.6659,19,4.433,0.792,2224,4.468,38.8,-122.48,182081.6
3.9639,48,6.896,1.236,479,3.469,38.98,-121.74,203433.0
4.7638,25,2.804,0.585,1514,5.341,33.51,-117.4,276847.4
2.7648,16,5.566,0.703,247,1.112,36.7,-120.15,112673.6
3.8013,30,7.226,1.124,2838,2.671,36.88,-122.02,264416.3
9.3889,24,6.402,1.325,2567,1.812,34.17,-118.01,463971.7
5.946,23,8.424,1.546,1543,3.743,38.22,-121.82,294000.6
3.5832,19,5.232,0.929,1029,2.575,32.85,-117.59,160186.3
7.7629,16,4.354,0.693,2099,3.326,37.48,-121.18,389371.1
2.4181,14,5.949,1.358,2264,4.422,38.59,-121.67,170245.7
7.1446,40,4.356,0.708,1362,3.882,35.33,-118.49,307145.9
7.2658,29,5.264,0.912,3,2.653,37.34,-122.3,389547.6
10.9431,10,4.75,0.832,3,3.243,32.92,-118.49,439173.3
6.7695,34,5.983,0.889,1420,2.664,38.06,-121.33,376087.7
2.7275,52,9.165,1.943,2240,1.563,39.12,-121.69,161659.8
5.409,18,7.171,,1846,1.388,33.35,-117.77,327768.7
8.3771,39,6.996,1.264,2012,2.387,33.91,-118.2,500001
6.6074,11,8.982,1.659,1871,2.831,38.05,-121.16,362920.1
0.5,25,4.933,1.056,690,3.609,38.64,-121.04,104054.2
3.3821,32,2.761,0.585,900,3.095,33.65,-117.42,160946.1
3.5799,23,7.018,1.348,405,4.491,36.89,-121.08,328055.9
10.9967,11,6.868,1.339,254,3.534,37.2,-121.82,493011.0
2.0407,18,8.136,1.49,2743,2.921,35.16,-119.0,144562.6
5.1261,27,3.523,0.515,1500,1.474,32.76,-117.14,265330.7
7.1615,43,5.317,1.166,1111,,33.48,-117.44,205967.2
5.7455,18,7.341,1.332,222,1.89,33.68,-118.11,230744.6
7.1146,43,7.206,2.034,2666,3.104,37.05,-121.48,387223.0
1.1633,27,5.23,0.709,435,4.235,39.53,-121.11,84521.7
5.924,35,4.851,0.983,3,3.649,37.61,-121.94,279830.6
8.372,20,3.419,0.517,1654,2.712,36.57,-122.15,425824.1
2.0797,1,5.004,1.109,1533,3.03,34.7,-118.23,161783.9
3.7758,38,3.27,0.706,1987,2.43,33.23,-118.35,361306.5
7.9185,1,8.316,1.661,3367,4.182,38.16,-122.0,445449.2
0.631,24,7.572,1.662,1278,4.852,35.09,-119.73,48239.1
6.5321,27,9.572,2.269,1660,4.24,38.19,-122.1,357485.6
2.1043,20,7.963,1.372,1735,3.276,39.6,-121.78,117895.3
4.2979,26,5.267,0.836,910,2.226,37.2,-122.14,277372.7
2.1944,32,7.789,1.904,641,4.532,34.15,-118.49,136756.4
4.8039,48,4.508,0.64,2182,1.667,34.05,-118.29,359738.3
3.6935,13,4.927,0.807,1975,3.596,38.04,-121.25,318528.6
3.6354,30,4.613,1.308,2691,4.236,38.2,-121.86,228452.2
4.6448,27,6.227,1.11,965,1.877,36.5,-119.78,150944.6
8.3447,21,4.254,0.631,568,1.732,38.06,-121.95,377289.3
6.1504,36,1,0.5,1759,2.995,37.28,-121.6,293958.3
7.3976,49,6.319,0.577,1694,1,34.29,-118.04,309004.6
7.3397,22,7.321,2.323,1124,3.408,36.59,-121.45,434764.8
4.5669,42,5.866,0.77,1846,2.896,35.06,-120.76,167340.7
6.7565,36,7.274,1.72,901,3.691,38.05,-121.52,409534.2
4.1472,36,5.134,1.185,714,3.291,37.54,-122.48,347995.4
6.3902,43,5.567,1.009,1806,4.292,32.56,-117.02,299407.7
4.8656,43,6.47,1.681,1250,,37.03,-121.28,232406.6
4.4169,24,8.514,1.676,1489,3.062,33.27,-118.11,291067.8
2.5867,10,5.043,1.279,1464,6.014,38.77,-121.59,165533.0
5.0891,7,9.732,1.908,2937,6.244,33.63,-117.01,287526.1
8.8923,25,5.089,1.095,1575,1.298,38.4,-121.51,480333.7
2.1088,25,5.363,0.553,3,,35.23,-120.91,79852.6
7.1849,6,7.091,1.336,1145,3.113,34.3,-118.44,478581.5
4.2727,24,5.447,1.442,962,4.588,37.7,-121.88,417841.6
2.9711,12,6.209,1.125,3,1.476,39.92,-121.37,28027.4
5.5366,41,1.359,,2352,1.002,37.59,-121.58,319294.1
1.1655,43,4.222,0.821,145,4.874,35.55,-119.89,101726.9
6.8834,48,5.424,1.015,1089,2.206,33.73,-118.24,350589.2
3.9585,36,3.246,0.5,656,2.999,39.19,-121.36,178346.1
7.4077,34,5.323,1.218,620,2.759,37.2,-122.42,379887.8
1.7068,1,4.761,1.217,247,4.84,35.01,-119.05,68234.1
7.6261,35,3.877,0.941,1697,1.807,38.28,-121.1,500001
8.1334,31,3.666,0.963,2046,4.245,37.18,-122.46,500001
1.0879,26,6.581,1.145,3832,2.613,33.87,-117.22,182083.8
6.1568,27,4.869,0.5,2283,,37.8,-122.15,452483.4
0.5801,11,4.111,1.019,1871,3.418,36.54,-119.36,15000
2.4309,22,3.62,0.69,2245,2.506,34.55,-118.91,137198.3
6.1517,26,3.718,0.981,2281,1.796,33.84,-117.62,361129.4
5.9131,52,6.087,1.442,3,2.342,38.25,-121.92,340932.6
1.0568,12,3.012,0.609,1414,4.398,34.7,-118.19,101594.2
1.5461,47,8.247,1.692,1743,2.745,35.47,-120.42,105856.8
7.6324,37,5.319,1.123,748,4.937,37.53,-122.07,423237.4
0.5,52,5.324,0.954,2207,1.691,33.17,-118.14,141741.9
1.193,10,2.542,0.566,386,2.415,32.88,-117.59,168166.4
3.0571,27,6.233,0.868,688,2.957,38.97,-121.36,122684.5
6.8773,31,5.243,1.136,2095,3.489,33.11,-117.91,301282.5
8.812,20,4.658,0.602,4363,2.974,34.35,-117.52,441854.6
5.255,12,6.38,,1988,3.367,33.77,-118.11,384134.5
4.2547,42,6.674,,3,3.64,36.91,-121.33,307012.9
3.439,27,3.914,0.776,165,2.903,33.67,-118.36,334554.8
6.4533,34,5.77,1.181,10,3.588,33.49,-117.45,293359.1
2.4465,15,12.777,2.667,2301,1.997,39.21,-121.21,92811.3
6.026,36,5.576,1.157,1597,2.187,33.84,-117.38,266613.9
5.0881,20,8.9,1.09,1756,,33.99,-118.23,357159.8
4.3725,8,3.94,0.779,1334,3.863,36.2,-119.65,84132.0
7.1094,24,4.601,1.206,1378,1,33.76,-118.43,489614.0
4.2113,23,3.713,0.737,3,2.348,33.63,-118.28,301474.4
5.7935,19,5.409,0.965,3,3.254,33.79,-117.9,452749.0
10.778,18,4.66,0.914,2197,3.05,36.58,-121.03,473628.7
0.7084,18,4.904,1.083,419,4.958,39.56,-121.64,122837.5
1.7983,31,9.473,1.55,5598,2.268,35.62,-119.16,57537.7
1.9221,43,5.842,1.261,1572,2.397,38.07,-121.57,234694.7
2.1673,18,3.846,0.955,2008,3.539,36.86,-119.15,83177.0
4.4932,32,3.838,1.048,788,2.994,35.3,-118.48,253364.7
4.7062,43,3.988,0.857,258,2.671,35.12,-120.33,142904.5
2.6059,46,3.746,0.667,1040,3.221,38.59,-121.68,183949.7
3.3185,28,4.767,1.429,432,3.451,34.13,-118.35,205537.3
3.8283,9,4.791,0.996,3456,2.402,34.33,-118.44,248055.8
6.7833,35,5.643,0.77,990,2.427,33.51,-117.13,328091.3
6.4152,20,6.081,1.177,2004,4.375,32.72,-117.43,331090.3
3.9254,41,6.531,1.928,325,3.838,34.75,-118.23,178688.7
3.2488,23,7.046,1.021,876,3.971,35.25,-119.62,158967.7
3.1436,36,5.402,0.99,3285,3.731,35.55,-119.44,132448.2
1.7466,41,5.234,0.81,2884,4.43,35.37,-119.45,68826.8
5.894,29,5.019,0.571,2066,1.649,39.72,-122.42,157995.6
3.0287,41,8.336,1.806,2681,4.225,38.83,-122.32,158752.1
5.8297,21,8.769,2.217,1024,4.185,38.47,-121.06,444859.5
1.8257,22,3.513,0.84,2665,1.485,34.44,-118.16,148788.4
5.6211,1,4.227,1.18,1066,3.618,33.82,-117.98,244992.2
2.4609,38,6.856,1.55,1936,3.544,32.55,-117.39,144489.6
6.4174,35,5.131,0.821,725,4.26,38.49,-122.13,364165.0
6.6092,20,5.599,0.902,1761,1.916,37.29,-121.35,329868.4
3.1257,16,6.62,0.892,651,4.837,38.03,-122.28,263221.2
2.556,27,7.243,1.646,910,4.284,34.55,-118.2,227533.0
5.2367,24,8.306,2.348,1645,1.888,38.32,-122.33,353349.2
6.098,29,4.918,0.815,808,2.61,32.94,-117.12,314064.4
5.4147,52,3.575,0.79,1667,3.983,35.29,-118.03,279702.8
4.0284,40,3.497,0.645,2547,3.477,35.11,-118.69,176336.2
6.7743,21,3.076,0.641,2388,,39.96,-121.25,282730.9
0.5,35,5.703,1.171,2446,1.821,38.73,-121.68,102290.7
6.8681,15,4.218,0.704,3,1.791,38.83,-121.73,255770.2
2.9627,20,6.772,1.064,99,2.057,35.33,-118.27,139111.9
0.5,41,5.932,1.628,2428,5.153,36.61,-120.22,44652.4
2.5848,1,5.087,1.06,2071,2.095,37.0,-122.26,299116.5
1.0163,28,7.033,2.152,2737,2.265,39.85,-122.15,116488.4
0.5,17,4.306,0.559,2965,1.114,39.23,-121.72,119389.7
3.5286,36,4.733,0.965,1676,2.833,32.68,-117.96,235833.4
5.386,34,3.761,0.784,494,2.249,33.73,-118.47,284238.0
8.6265,29,6.532,1.165,2973,2.658,34.26,-118.1,350800.4
2.7321,33,4.137,0.875,3,2.889,33.67,-117.94,201366.1
6.2632,35,4.105,1.107,948,4.356,38.8,-121.44,286905.6
6.2659,15,4.808,0.728,2642,1.888,33.92,-117.33,332318.2
5.2447,35,4.886,0.551,860,1.746,38.14,-121.56,363507.5
1.2967,32,3.216,1.096,1974,2.675,39.41,-122.11,23417.1
8.616,38,3.448,0.629,1958,1.93,37.78,-121.13,454029.6
9.1495,12,3.688,0.805,2141,2.716,34.47,-118.04,492621.9
6.6812,9,4.879,1.07,1650,4.506,39.8,-121.8,108418.6
0.5056,24,9.12,1.477,229,2.432,35.33,-117.7,120872.4
0.5,13,4.108,,214,3.515,39.41,-121.99,79636.6
1.8261,35,1,0.5,2964,1,33.14,-118.24,151624.4
3.9614,24,6.006,0.721,452,4.318,32.55,-117.91,181777.4
4.5226,25,5.911,1.689,1715,3.258,33.6,-118.4,332390.6
9.208,45,5.31,0.851,711,1,34.28,-118.12,460199.2
7.4658,25,4.046,0.772,2913,3.872,34.21,-118.37,356985.7
1.9667,39,6.565,1.319,2939,2.209,39.65,-122.3,122702.4
4.8928,12,4.45,0.607,1393,3.612,33.31,-117.91,230191.8
3.2416,21,3.96,0.77,1656,4.201,38.96,-121.76,224961.4
7.4663,45,3.297,,520,2.407,34.11,-118.47,500001
6.2073,29,3.126,0.724,2582,2.613,33.96,-117.62,373255.3
0.8068,52,3.559,0.683,3,2.541,39.81,-121.36,40199.0
6.4125,31,7.819,0.8,3545,2.276,37.03,-122.4,394003.0
3.69,34,3.066,0.524,626,3.433,39.88,-122.01,145506.4
5.2611,30,7.387,1.038,2382,5.858,34.47,-117.91,370679.6
1.8452,23,7.468,1.886,1112,3.548,34.33,-117.97,147447.4
5.4876,39,6.306,1.194,916,2.915,33.67,-117.34,242898.1
5.1402,45,5.85,,2641,2.973,38.4,-121.4,364028.2
4.8111,17,3.745,0.921,865,2.146,35.31,-119.89,181296.4
3.6599,7,5.751,0.902,316,2.881,34.77,-118.84,147780.3
4.7765,33,7.764,,2610,3.299,35.54,-119.57,174622.4
4.918,14,5.491,0.82,1026,2.74,32.98,-117.73,294667.2
5.1004,17,8.913,1.774,1494,3.516,38.26,-122.01,330577.7
5.1856,26,2.436,0.501,3,4.276,33.64,-117.16,286924.8
8.5391,39,4.298,0.967,2660,1.67,32.74,-117.76,421963.2
3.6252,44,5.54,1.411,952,,33.63,-117.12,237490.2
4.7248,15,6.724,1.316,3148,2.483,38.63,-121.56,215591.4
1.9817,27,6.976,1.073,4756,3.941,35.13,-119.11,76151.8
5.0452,7,6.002,0.811,216,2.511,37.28,-121.48,380665.5
4.502,28,3.381,0.505,2390,3.21,38.03,-121.41,309737.2
5.413,38,6.861,1.551,118,3.591,32.93,-117.49,216403.2
6.478,40,8.535,1.704,905,2.493,37.52,-121.57,379264.3
4.5925,1,7.884,1.841,3784,3.518,36.11,-119.84,114212.8
6.3988,48,6.684,1.129,921,3.302,38.27,-122.44,356520.7
0.5,35,5.136,1.102,2730,2.77,35.65,-120.8,15000
7.902,17,3.756,0.714,1709,5.704,36.79,-121.5,416607.6
1.3154,30,4.036,0.63,1076,4.794,39.22,-121.81,136465.7
1.4707,38,2.815,0.531,23,1.835,36.42,-119.25,122171.0
3.6985,1,4.012,0.5,3,3.274,36.72,-122.31,201510.8
5.7563,45,5.269,0.9,1906,2.169,33.42,-117.13,292207.2
6.0082,34,2.718,0.588,918,4.134,37.4,-121.26,344783.0
5.1662,28,4.114,0.881,510,3.728,33.66,-118.23,292661.8
4.4201,36,4.024,0.53,382,4.124,38.05,-122.48,389691.9
3.388,19,2.395,0.517,2591,3.757,39.56,-121.17,201944.6
0.5,38,4.265,0.5,532,1.57,39.3,-122.43,15000
5.3196,28,5.855,1.237,3,3.975,34.25,-118.57,131226.6
6.6687,30,3.663,0.813,3511,1,37.43,-121.43,410316.5
7.6385,52,6.419,1.094,1779,3.094,35.08,-118.88,306787.7
4.5732,24,6.334,1.116,1933,2.058,33.31,-117.46,312662.4
6.6614,19,3.879,1.114,1012,4.941,39.02,-121.79,286402.1
5.8201,17,4.773,1.131,3015,5.022,34.74,-117.99,230516.0
7.5698,16,3.805,0.656,822,1.223,38.08,-121.88,407361.4
5.8623,36,7.559,1.791,3045,2.878,36.54,-122.02,381227.5
0.5,38,5.793,0.661,1040,3.067,39.71,-121.9,111380.9
3.7247,9,1.553,0.5,3167,1,34.41,-117.64,204158.3
6.1917,22,4.449,1.305,1130,4.371,37.27,-121.76,392735.4
4.7677,17,5.909,1.279,612,1.304,33.5,-117.63,231874.9
1.3601,39,7.674,1.513,3165,3.286,37.92,-121.12,207266.0
2.3881,41,4.617,,582,2.31,34.29,-118.91,136260.4
4.5625,47,5.864,1.043,1154,3.509,33.79,-117.09,179955.0
3.0914,44,4.592,1.033,1749,4.026,38.13,-121.83,276574.1
4.8482,32,9.021,1.459,81,1.338,37.88,-121.11,322903.1
0.7597,26,1.924,0.5,974,6.932,38.63,-121.14,42710.7
4.8991,38,7.766,1.515,2894,3.328,38.34,-121.44,311291.2
0.7076,37,5.584,1.222,2641,2.586,36.16,-120.34,44616.6
4.2096,45,4.374,0.669,3,1.959,34.73,-118.19,197781.2
2.1467,29,7.974,1.239,1462,1.59,32.63,-118.33,204397.8
0.7468,19,6.342,1.233,3,2.312,38.82,-122.06,43065.9
4.5393,2,6.028,0.909,2470,4.976,33.33,-117.54,177016.6
8.3777,21,1.668,0.5,1585,,37.58,-122.15,435747.7
5.0382,32,4.495,0.759,229,4.386,34.44,-118.35,325367.4
4.122,14,4.487,0.981,3,1.518,38.81,-121.76,152485.1
1.366,10,4.372,0.909,1471,4.718,34.82,-118.5,81244.5
5.1554,26,7.81,1.546,929,2.28,33.41,-117.52,292924.9
2.1612,16,5.741,1.366,2427,4.074,33.57,-117.63,161986.2
3.0912,34,3.434,0.79,132,2.476,36.75,-121.45,267621.7
8.1906,52,9.904,1.088,1704,2.451,36.85,-122.31,451286.2
7.032,41,7.23,0.884,1824,3.618,33.6,-117.79,500001
1.2642,26,4.286,1.112,1240,3.113,39.42,-121.98,126979.7
5.3809,41,3.116,0.843,1582,3.724,34.49,-117.83,295933.0
7.8909,39,9.401,1.793,1365,3.2,34.22,-117.88,427316.5
0.5,52,4.315,0.733,1565,4.463,35.8,-120.3,42968.2
5.6587,1,5.276,1.206,3,4.079,36.8,-121.18,396484.7
3.0742,27,7.57,1.553,3,3.134,38.59,-121.01,24280.4
2.2978,32,5.868,1.005,1659,2.256,34.32,-118.08,175385.8
6.7541,33,4.32,0.5,678,3.287,34.87,-118.44,260523.1
6.961,33,1.088,0.5,932,1.139,34.39,-117.73,383017.6
1.991,12,3.406,0.743,1344,4.027,32.75,-118.15,174266.3
2.4628,38,3.978,0.619,1481,2.289,33.57,-117.4,185820.3
2.2932,18,5.955,1.767,2170,3.817,39.29,-121.73,155960.7
1.5096,52,8.205,1.039,2558,4.255,38.51,-122.3,83809.4
7.0402,44,4.941,1.048,2242,2.635,37.29,-121.21,368807.8
7.7307,20,6.759,1.751,3,2.191,33.67,-118.22,475460.9
5.2049,35,5.937,0.851,1493,3.472,34.6,-118.15,229375.4
4.1821,19,2.975,0.54,246,2.45,35.64,-120.61,161492.3
2.9122,36,3.796,0.802,2277,2.647,35.84,-120.13,135918.9
6.7536,24,6.376,1.391,921,1.744,38.06,-122.34,393245.2
2.987,24,2.826,0.767,615,2.763,38.25,-122.17,226874.1
4.8476,34,4.232,0.5,2530,2.363,37.88,-122.44,295179.6
6.9821,48,5.316,0.912,1983,2.724,33.02,-117.7,333199.8
6.4668,15,4.874,0.671,1923,5.676,36.52,-122.33,368362.7
6.9936,36,5.763,0.803,1542,2.369,37.87,-122.0,442897.1
4.1979,31,4.887,1.017,3469,1.507,34.77,-118.47,208462.4
4.2254,35,4.173,0.775,3,4.898,37.36,-121.84,301438.3
2.5394,37,4.787,0.778,257,1.41,35.41,-119.72,66651.8
8.9637,4,4.369,0.5,1422,2.051,37.76,-122.35,414980.2
5.7044,39,4.467,1.096,465,2.846,32.83,-117.78,289100.5
0.5,28,3.385,0.684,2551,2.787,36.31,-120.94,88934.4
7.5771,44,4.923,1.497,120,1,38.2,-121.07,396318.8
5.3194,21,6.429,1.225,3,4.002,33.47,-118.12,218371.7
2.3543,34,6.615,1.087,1814,5.299,36.59,-119.86,124257.1
6.3401,31,5.937,0.969,2663,3.748,34.34,-118.12,414266.0
3.8161,29,6.264,0.6,353,2.899,39.41,-122.26,240095.9
0.7918,30,4.375,0.811,2310,3.487,39.18,-122.21,15000
2.1286,22,1,0.5,1750,3.11,32.79,-118.11,181835.2
0.5,36,6.454,1.53,1015,4.95,35.21,-118.97,129767.0
6.6949,36,5.294,1.407,2275,3.854,33.61,-118.21,377488.9
3.4521,30,4.845,0.5,1366,2.133,36.55,-119.04,132669.3
3.5632,17,8.412,1.529,163,4.166,34.96,-118.85,230835.7
1.5757,35,3.171,0.833,560,5.17,34.64,-117.55,126665.8
3.5685,28,4.681,1.17,3,2.74,33.8,-117.65,231811.5
5.2693,29,4.068,0.5,1707,5.088,32.75,-117.3,249771.3
4.5676,31,5.068,1.534,1685,4.411,39.13,-121.3,148107.5
5.6356,42,6.291,1.076,177,2.736,33.97,-117.75,401071.9
5.7753,37,6.253,1.539,985,3.667,37.54,-122.48,360854.0
3.4328,41,6.977,1.429,1494,3.302,32.83,-118.46,169360.5
4.0251,50,4.89,1.352,3611,,35.8,-120.25,135938.5
4.3143,33,5.239,1.115,2231,3.931,37.13,-121.98,323598.4
1.3113,23,7.025,1.753,63,6.669,35.05,-118.48,144506.2
7.3035,40,5.572,0.585,1853,3.177,36.83,-122.48,387286.4
4.8865,12,3.894,0.915,1619,3.697,33.07,-117.22,306865.5
2.7073,30,5.94,1.572,3412,3.341,33.59,-118.07,284139.8
3.9251,31,2.551,,1686,3.893,33.5,-118.3,239096.6
9.1424,28,5.755,1.6,3,2.208,32.78,-117.68,396018.5
5.6596,17,5.229,0.926,120,1.267,34.07,-117.93,198796.8
2.6824,17,6.324,1.558,370,3.714,32.78,-118.4,181940.2
4.7349,49,5.439,1.023,1803,1.033,35.13,-118.79,189383.9
3.5372,34,9.524,1.858,684,3.691,33.55,-118.44,324553.0
4.8771,35,5.153,,2564,1.231,33.96,-117.23,303652.2
3.4771,25,6.391,0.88,142,2.459,36.64,-120.24,204234.5
1.7293,52,4.499,1.187,1368,2.894,34.0,-117.7,209046.1
8.5603,43,7.948,0.996,1286,2.711,33.64,-118.23,464902.8
2.5297,12,3.557,0.58,1028,3.103,38.75,-122.21,123165.8
0.6307,41,7.424,1.135,399,4.303,34.53,-118.61,61258.2
4.7882,32,7.246,1.151,2896,3.837,37.64,-121.8,392085.4
5.9994,32,4.527,1.278,1627,3.037,33.54,-117.98,405489.9
7.8225,40,2.259,0.5,1588,1.671,36.54,-121.99,383031.9
2.7532,30,4.431,0.5,2436,3.629,35.6,-119.99,70735.0
5.282,47,3.582,0.5,1739,3.69,33.28,-117.1,258338.4
1.0888,38,6.511,1.184,601,3.892,36.5,-119.42,146741.3
2.4554,38,6.001,1.514,1340,3.072,33.16,-117.63,163575.3
1.3922,24,6.267,1.072,2662,1.774,34.71,-118.51,120595.8
8.0963,43,5.459,0.858,2526,3.737,38.27,-121.21,409504.7
6.5187,32,1.698,0.5,937,5.517,34.55,-117.66,266896.1
7.3322,45,6.038,0.914,3496,3.335,36.7,-121.5,427974.9
8.1767,39,6.429,1.508,105,2.452,33.65,-118.16,487821.1
6.6201,16,4.976,0.701,37,4.05,34.01,-117.99,394502.2
4.9414,43,3.455,0.705,2232,1.128,36.51,-120.58,131092.3
5.8345,31,5.051,1.151,2298,1,37.88,-122.18,338308.4
2.5868,36,3.278,0.654,656,3.082,35.66,-119.31,103847.3
4.494,52,5.896,0.99,866,2.972,33.39,-118.16,207300.3
8.7555,33,5.105,0.954,3,3.3,33.63,-118.28,500001
1.4985,6,5.007,0.557,10,2.981,39.06,-122.11,213133.3
6.6074,29,3.46,0.936,1040,5.087,36.59,-121.67,310078.4
8.8911,16,8.27,1.301,3,2.981,32.61,-117.58,354650.6
3.0456,20,8.241,1.592,1135,3.386,32.83,-117.55,232012.2
2.7422,47,5.767,1.27,1765,4.071,34.79,-118.26,41168.3
4.9927,15,4.075,0.748,492,,38.11,-121.24,315442.8
3.6574,44,9.301,2.136,397,3.696,36.64,-122.36,314500.4
10.2708,19,6.767,1.338,2630,1.935,34.41,-118.23,462296.4
0.5,52,3.855,,2224,6.048,32.97,-118.37,110021.1
1.4201,27,5.959,1.038,1435,4.631,34.52,-117.58,140810.5
4.9711,3,4.369,0.686,1741,2.314,34.86,-118.38,177343.7
5.8384,31,1.67,0.5,38,3.205,36.27,-119.59,137649.5
0.5,22,6.098,0.935,1002,4.345,33.84,-118.18,142911.5
4.573,25,3.623,0.91,836,3.254,33.54,-117.81,224022.2
2.2202,23,5.882,1.295,3,3.179,35.51,-120.1,44781.7
6.4092,1,4.511,1.099,3,2.569,34.04,-118.38,362867.9
7.7437,24,8.357,1.449,927,3.319,33.26,-118.21,280346.6
4.2184,31,5.422,,2354,3.036,37.04,-121.27,367208.7
2.8281,15,4.114,0.75,1382,2.632,36.66,-122.16,225580.4
3.6605,30,2.213,0.5,1568,3.337,33.69,-118.4,223781.2
3.3077,23,4.805,0.727,2481,2.686,33.99,-118.14,166008.3
3.768,9,4.803,0.588,2013,2.393,32.77,-117.38,208619.1
3.025,14,7.723,1.311,1202,4.131,33.24,-117.4,178805.4
2.0562,52,4.143,0.95,3,2.348,37.31,-122.02,279974.1
5.8987,31,5.16,0.901,101,1.332,33.67,-117.26,368907.5
5.5083,43,6.445,0.987,658,2.449,33.05,-118.16,325552.3
2.1028,36,3.34,0.571,1312,1,33.2,-117.26,154050.9
2.112,31,6.355,0.977,1576,2.845,33.32,-117.86,161757.1
3.4898,25,1.971,,3,,33.65,-117.32,285204.2
6.109,35,3.213,0.5,1812,2.503,38.13,-122.4,359065.5
1.3669,44,2.823,0.5,2431,3.714,33.63,-118.44,196464.8
3.2999,9,8.082,1.156,1128,1.36,33.76,-118.41,278167.3
4.6651,38,4.121,0.701,383,3.287,37.74,-121.31,295296.9
3.3027,12,3.194,0.559,3,1.492,36.12,-120.16,130991.1
7.2715,41,4.795,0.965,2134,1.529,37.91,-122.28,454638.5
7.0544,8,5.993,1.176,2814,4.918,36.62,-121.56,378277.7
4.421,25,3.475,1.049,3,3.557,39.33,-122.17,243044.0
8.4988,45,4.909,0.863,2056,1.379,34.26,-117.8,500001
2.2743,33,3.292,0.768,2810,1.89,34.19,-118.03,216255.0
3.3939,52,3.108,0.5,3,3.826,33.82,-118.13,265018.2
2.6006,37,7.014,1.859,897,1.357,33.27,-118.1,249290.8
3.3684,38,7.175,1.477,3,1.866,38.61,-121.38,156980.6
4.7628,34,2.737,0.633,1444,1.831,37.78,-121.94,314290.0
4.7828,11,2.848,0.5,1128,4.787,35.31,-120.76,166685.6
2.584,4,5.357,0.673,939,2.01,34.37,-118.83,205000.9
2.9498,35,3.779,0.616,2502,2.775,34.59,-118.07,128666.0
6.2561,44,4.239,0.782,1196,3.967,37.53,-121.83,390956.6
7.9381,19,4.224,0.73,1021,1.817,33.79,-118.13,419168.0
4.1755,30,3.981,0.598,2106,1.844,32.83,-117.57,231265.5
4.3404,28,6.276,1.456,1940,4.666,39.34,-121.46,212342.9
2.5636,49,5.649,1.155,1952,5.069,39.51,-122.24,139577.6
4.6732,36,5.854,0.691,202,1.212,33.71,-117.01,270951.8
6.325,37,3.66,0.811,3833,3.553,37.4,-121.64,393893.3
7.0218,33,8.835,2.431,3113,2.31,33.18,-118.43,314440.5
3.0187,17,4.672,0.559,3088,3.545,39.99,-121.93,146170.6
3.0773,28,7.705,1.248,2280,3.346,38.82,-122.47,135067.1
1.6338,13,2.734,0.759,797,2.271,35.99,-119.87,96619.5
5.2477,28,7.351,1.6,269,1.72,38.29,-121.73,383002.6
6.3228,37,6.44,0.706,1076,2.776,37.15,-121.83,363347.1
3.5924,18,4.308,0.902,248,3.973,35.1,-119.6,148838.0
2.9721,38,4.753,0.95,3,4.079,33.41,-117.22,180652.9
2.4872,32,6.314,1.026,867,5.212,33.56,-117.76,181283.2
6.9882,52,9.191,2.385,1964,3.921,37.03,-122.12,358976.6
5.2566,16,5.715,0.896,2386,3.305,33.31,-117.86,253316.4
6.6847,22,5.618,1.054,3,2.53,38.43,-121.42,387827.7
5.3051,36,5.103,0.869,1787,2.5,33.25,-117.92,217476.8
0.5,27,8.371,1.558,1448,2.274,39.42,-121.7,114127.0
1.5839,21,1.675,0.5,1404,4.29,39.37,-122.41,180448.2
4.3272,44,4.239,1.003,2217,2.092,33.13,-117.76,228637.4
3.1907,43,5.075,1.054,1743,4.906,37.43,-121.57,259197.1
5.449,7,3.018,0.507,986,1.901,34.3,-118.09,405628.3
4.8481,17,6.44,1.556,507,1.298,35.56,-120.06,158815.6
4.1991,40,6.743,1.404,133,3.015,33.21,-118.22,262212.4
7.3194,22,7.996,,1618,2.448,37.54,-121.76,326433.3
1.8669,39,5.313,1.003,3,3.08,39.48,-122.29,67739.1
5.7682,1,6.677,1.551,1396,2.953,37.82,-121.61,412850.6
6.5635,33,5.576,1.089,2374,2.746,37.89,-122.31,376016.6
5.3717,29,6.155,1.377,648,1.255,36.98,-121.62,462777.0
3.3246,51,4.928,0.65,134,3.335,39.42,-121.37,151111.7
2.5084,34,7.611,1.277,3,3.814,32.52,-117.19,218298.4
3.0693,22,9.435,1.739,2422,3.395,36.73,-122.05,237879.8
1.0733,2,2.325,0.5,1918,3.667,39.29,-122.22,58989.3
5.4464,17,7.395,1.838,192,1,33.96,-118.09,440651.3
3.302,31,5.051,1.144,1740,1.923,33.29,-117.6,189246.9
3.9468,52,6.589,1.446,1190,3.383,33.09,-118.49,273476.9
4.8415,40,5.896,1.562,1464,1.965,33.51,-118.18,314345.6
5.3856,37,3.521,0.763,2955,2.08,34.81,-118.1,273692.5
6.483,11,5.454,0.864,3,4.305,33.05,-117.62,250601.3
3.7284,17,4.409,0.622,2040,2.254,33.7,-118.46,234008.8
4.4647,16,5.605,0.986,405,2.604,37.76,-121.04,356223.7
