date,ticker,close_price,daily_return,volume
2022-07-27,MSFT,143.11,-0.01715,5170558
2022-07-28,MSFT,147.82,0.03291,3764113
2022-07-29,MSFT,148.52,0.0047,5905829
2022-08-01,MSFT,148.96,0.00297,4792617
2022-08-02,MSFT,151.79,0.01901,7429281
2022-08-03,MSFT,155.92,0.02719,17410177
2022-08-04,MSFT,153.62,-0.01475,5302931
2022-08-05,MSFT,150.37,-0.02116,5336297
2022-08-08,MSFT,153.31,0.01953,19844415
2022-08-09,MSFT,151.83,-0.00965,15177462
2022-08-10,MSFT,151.68,-0.00095,7674125
2022-08-11,MSFT,151.31,-0.00247,13087288
2022-08-12,MSFT,146.42,-0.03231,7324609
2022-08-15,MSFT,144.96,-0.00994,13280979
2022-08-16,MSFT,146.69,0.01194,14666755
2022-08-17,MSFT,148.21,0.01032,10585603
2022-08-18,MSFT,146.27,-0.01306,10102639
2022-08-19,MSFT,145.42,-0.00582,6815463
2022-08-22,MSFT,140.25,-0.03556,15255484
2022-08-23,MSFT,138.08,-0.01546,8725002
2022-08-24,MSFT,142.31,0.03058,13990513
2022-08-25,MSFT,141.26,-0.00738,31216447
2022-08-26,MSFT,143.66,0.01701,5837299
2022-08-29,MSFT,142.64,-0.00709,15027155
2022-08-30,MSFT,144.61,0.01382,10939521
2022-08-31,MSFT,141.85,-0.01909,8496657
2022-09-01,MSFT,143.83,0.01397,23163604
2022-09-02,MSFT,144.26,0.00297,8085227
2022-09-05,MSFT,143.81,-0.00315,11542653
2022-09-06,MSFT,139.67,-0.02879,7281094
2022-09-07,MSFT,139.43,-0.0017,10674559
2022-09-08,MSFT,139.32,-0.00077,7874436
2022-09-09,MSFT,138.24,-0.00775,9255066
2022-09-12,MSFT,139.45,0.00875,10810083
2022-09-13,MSFT,141.71,0.01619,7223911
2022-09-14,MSFT,143.15,0.01016,4155811
2022-09-15,MSFT,142.44,-0.00495,18216684
2022-09-16,MSFT,140.46,-0.01389,12709434
2022-09-19,MSFT,139.09,-0.00975,9526503
2022-09-20,MSFT,135.71,-0.0243,21600024
2022-09-21,MSFT,139.05,0.02461,6240095
2022-09-22,MSFT,136.84,-0.01595,3989095
2022-09-23,MSFT,137.4,0.00412,9955673
2022-09-26,MSFT,138.75,0.00985,11228810
2022-09-27,MSFT,136.66,-0.01511,15450362
2022-09-28,MSFT,140.18,0.02578,7724538
2022-09-29,MSFT,138.95,-0.00874,8076378
2022-09-30,MSFT,138.18,-0.00556,13966017
2022-10-03,MSFT,140.28,0.01519,12307766
2022-10-04,MSFT,139.68,-0.00428,9241101
2022-10-05,MSFT,142.05,0.017,12344905
2022-10-06,MSFT,142.63,0.00409,10737228
2022-10-07,MSFT,145.35,0.01902,7500182
2022-10-10,MSFT,143.07,-0.01567,7576414
2022-10-11,MSFT,147.51,0.03102,6053920
2022-10-12,MSFT,150.5,0.02026,5201132
2022-10-13,MSFT,150.68,0.0012,12592899
2022-10-14,MSFT,149.87,-0.00535,6560660
2022-10-17,MSFT,150.96,0.00727,5361819
2022-10-18,MSFT,153.69,0.01807,6714095
2022-10-19,MSFT,155.0,0.0085,6718068
2022-10-20,MSFT,154.8,-0.00128,8398676
2022-10-21,MSFT,157.33,0.01636,12079651
2022-10-24,MSFT,154.53,-0.01781,4373271
2022-10-25,MSFT,151.7,-0.01827,5913990
2022-10-26,MSFT,154.34,0.01734,9732239
2022-10-27,MSFT,157.12,0.01804,6041901
2022-10-28,MSFT,156.49,-0.00403,7175680
2022-10-31,MSFT,152.69,-0.0243,16354968
2022-11-01,MSFT,150.09,-0.01697,4804853
2022-11-02,MSFT,150.86,0.00514,14971970
2022-11-03,MSFT,152.87,0.01328,11547241
2022-11-04,MSFT,156.65,0.02474,6625590
2022-11-07,MSFT,152.5,-0.02652,11760975
2022-11-08,MSFT,151.69,-0.00527,12236227
2022-11-09,MSFT,156.39,0.03098,15287333
2022-11-10,MSFT,157.31,0.00585,6780115
2022-11-11,MSFT,160.17,0.01822,15329549
2022-11-14,MSFT,162.35,0.01359,10269715
2022-11-15,MSFT,160.12,-0.01372,10365721
2022-11-16,MSFT,163.51,0.02113,6395963
2022-11-17,MSFT,165.3,0.01097,24804341
2022-11-18,MSFT,167.25,0.01182,12362931
2022-11-21,MSFT,167.88,0.00375,13282239
2022-11-22,MSFT,176.36,0.0505,6334963
2022-11-23,MSFT,174.62,-0.00985,10739136
2022-11-24,MSFT,172.02,-0.01489,6058560
2022-11-25,MSFT,169.49,-0.0147,9133963
2022-11-28,MSFT,164.1,-0.03179,6384255
2022-11-29,MSFT,161.17,-0.01787,7284432
2022-11-30,MSFT,162.42,0.00773,11221302
2022-12-01,MSFT,162.72,0.00187,11733940
2022-12-02,MSFT,161.98,-0.00453,8551807
2022-12-05,MSFT,160.05,-0.01192,9587659
2022-12-06,MSFT,159.22,-0.00518,3860022
2022-12-07,MSFT,159.32,0.00059,27343066
2022-12-08,MSFT,155.36,-0.02486,9179844
2022-12-09,MSFT,150.94,-0.02845,19375206
2022-12-12,MSFT,155.48,0.03011,15225179
2022-12-13,MSFT,159.21,0.02396,8123392
2022-12-14,MSFT,157.47,-0.01092,4500973
2022-12-15,MSFT,157.35,-0.00076,13903344
2022-12-16,MSFT,158.49,0.00723,7897055
2022-12-19,MSFT,162.8,0.02719,4669557
2022-12-20,MSFT,160.65,-0.01316,14189168
2022-12-21,MSFT,155.78,-0.03034,4664633
2022-12-22,MSFT,155.47,-0.00201,12003915
2022-12-23,MSFT,157.01,0.00992,16084579
2022-12-26,MSFT,158.36,0.00863,5524646
2022-12-27,MSFT,157.36,-0.00632,7039095
2022-12-28,MSFT,159.43,0.01313,12591337
2022-12-29,MSFT,158.31,-0.007,3832382
2022-12-30,MSFT,158.8,0.00304,4172222
2023-01-02,MSFT,156.08,-0.0171,9557411
2023-01-03,MSFT,156.71,0.00403,6043484
2023-01-04,MSFT,156.74,0.00021,10450030
2023-01-05,MSFT,161.12,0.02795,12771502
2023-01-06,MSFT,159.21,-0.01185,7012259
2023-01-09,MSFT,159.99,0.00487,13280933
2023-01-10,MSFT,159.93,-0.00035,8345003
2023-01-11,MSFT,163.59,0.02284,8963247
2023-01-12,MSFT,158.38,-0.03184,34871746
2023-01-13,MSFT,157.52,-0.00542,6969007
2023-01-16,MSFT,158.42,0.00572,9339445
2023-01-17,MSFT,160.53,0.01329,9248993
2023-01-18,MSFT,162.24,0.01066,6003027
2023-01-19,MSFT,156.19,-0.03728,10667793
2023-01-20,MSFT,153.58,-0.01673,4024601
2023-01-23,MSFT,153.95,0.00246,9412346
2023-01-24,MSFT,155.15,0.00776,15006779
2023-01-25,MSFT,154.69,-0.00297,3941645
2023-01-26,MSFT,156.61,0.01243,11986751
2023-01-27,MSFT,153.93,-0.01709,22664037
2023-01-30,MSFT,151.93,-0.01301,14637051
2023-01-31,MSFT,153.64,0.01125,5346481
2023-02-01,MSFT,152.46,-0.00767,11999285
2023-02-02,MSFT,155.02,0.01682,6237195
2023-02-03,MSFT,153.43,-0.01027,4674314
2023-02-06,MSFT,156.6,0.02067,13834341
2023-02-07,MSFT,156.33,-0.00176,4652261
2023-02-08,MSFT,155.91,-0.00267,8828652
2023-02-09,MSFT,157.11,0.00772,3578696
2023-02-10,MSFT,158.9,0.0114,7697803
2023-02-13,MSFT,161.41,0.01574,11684218
2023-02-14,MSFT,158.77,-0.0163,8844951
2023-02-15,MSFT,157.54,-0.00775,9709510
2023-02-16,MSFT,155.48,-0.01312,7022295
2023-02-17,MSFT,154.27,-0.00775,3592192
2023-02-20,MSFT,155.41,0.00736,22603107
2023-02-21,MSFT,154.37,-0.00666,10955767
2023-02-22,MSFT,153.38,-0.0064,2566641
2023-02-23,MSFT,151.0,-0.01552,19820388
2023-02-24,MSFT,156.33,0.03524,8836875
2023-02-27,MSFT,154.25,-0.01326,13203238
2023-02-28,MSFT,151.97,-0.01482,10232111
2023-03-01,MSFT,152.02,0.00033,6019208
2023-03-02,MSFT,153.49,0.00967,8601921
2023-03-03,MSFT,157.8,0.02807,15603556
2023-03-06,MSFT,158.02,0.00143,4653213
2023-03-07,MSFT,155.56,-0.01556,15069780
2023-03-08,MSFT,157.58,0.01299,5050453
2023-03-09,MSFT,157.74,0.00101,6040878
2023-03-10,MSFT,154.89,-0.01807,3773395
2023-03-13,MSFT,154.57,-0.00206,8642650
2023-03-14,MSFT,153.61,-0.00622,4743291
2023-03-15,MSFT,154.33,0.00465,6660794
2023-03-16,MSFT,156.04,0.0111,9881873
2023-03-17,MSFT,154.93,-0.00712,13937212
2023-03-20,MSFT,153.09,-0.01183,6258265
2023-03-21,MSFT,153.25,0.00103,12821755
2023-03-22,MSFT,152.82,-0.00283,9396509
2023-03-23,MSFT,153.5,0.00445,7551808
2023-03-24,MSFT,154.15,0.00427,9909140
2023-03-27,MSFT,150.05,-0.02662,17019517
2023-03-28,MSFT,153.56,0.02336,9586238
2023-03-29,MSFT,156.13,0.01678,9551111
2023-03-30,MSFT,158.16,0.01297,14707009
2023-03-31,MSFT,157.17,-0.00621,11298763
2023-04-03,MSFT,160.71,0.02252,15441440
2023-04-04,MSFT,164.73,0.02501,18593508
2023-04-05,MSFT,166.42,0.01021,5654940
2023-04-06,MSFT,168.17,0.01053,14309369
2023-04-07,MSFT,170.6,0.01448,6761626
2023-04-10,MSFT,172.79,0.01281,6876588
2023-04-11,MSFT,174.94,0.01245,23736811
2023-04-12,MSFT,172.42,-0.0144,7406045
2023-04-13,MSFT,172.75,0.00189,17253644
2023-04-14,MSFT,181.94,0.05318,11511515
2023-04-17,MSFT,182.38,0.00244,8351487
2023-04-18,MSFT,177.08,-0.02907,8982196
2023-04-19,MSFT,177.61,0.003,17875701
2023-04-20,MSFT,171.81,-0.03264,8609591
2023-04-21,MSFT,172.5,0.00398,4801653
2023-04-24,MSFT,175.98,0.02022,9717209
2023-04-25,MSFT,177.74,0.00998,8261042
2023-04-26,MSFT,176.84,-0.00506,3962314
2023-04-27,MSFT,178.87,0.01148,14958662
2023-04-28,MSFT,180.64,0.00991,5929475
2023-05-01,MSFT,178.81,-0.01014,4728284
2023-05-02,MSFT,178.2,-0.00341,17963320
2023-05-03,MSFT,180.11,0.01071,6267290
2023-05-04,MSFT,175.9,-0.02338,10095907
2023-05-05,MSFT,177.23,0.00758,7914290
2023-05-08,MSFT,176.25,-0.00554,6786950
2023-05-09,MSFT,175.63,-0.00352,5450025
2023-05-10,MSFT,176.32,0.00394,10922938
2023-05-11,MSFT,177.08,0.00428,9444292
2023-05-12,MSFT,180.79,0.02095,7739049
2023-05-15,MSFT,180.87,0.00047,21453675
2023-05-16,MSFT,176.8,-0.02254,3227368
2023-05-17,MSFT,178.26,0.00825,7947503
2023-05-18,MSFT,183.73,0.03073,14379013
2023-05-19,MSFT,185.99,0.01229,13335877
2023-05-22,MSFT,182.98,-0.01618,9333681
2023-05-23,MSFT,189.02,0.03301,4751552
2023-05-24,MSFT,188.93,-0.00047,5275769
2023-05-25,MSFT,190.79,0.00981,14029765
2023-05-26,MSFT,187.98,-0.01474,8824575
2023-05-29,MSFT,192.07,0.02178,9254340
2023-05-30,MSFT,188.9,-0.01649,11129787
2023-05-31,MSFT,194.85,0.03146,4451924
2023-06-01,MSFT,193.49,-0.00697,7667220
2023-06-02,MSFT,195.08,0.00824,10275279
2023-06-05,MSFT,196.93,0.00948,22458405
2023-06-06,MSFT,196.81,-0.00062,5831905
2023-06-07,MSFT,197.12,0.00156,18830933
2023-06-08,MSFT,196.6,-0.00266,12428801
2023-06-09,MSFT,197.07,0.00243,8096197
2023-06-12,MSFT,195.82,-0.00638,13968021
2023-06-13,MSFT,194.25,-0.00797,8019354
2023-06-14,MSFT,189.03,-0.02689,7922436
2023-06-15,MSFT,188.47,-0.00294,9448389
2023-06-16,MSFT,186.84,-0.0087,4599400
2023-06-19,MSFT,187.85,0.00541,11597066
2023-06-20,MSFT,185.72,-0.01132,9808312
2023-06-21,MSFT,184.26,-0.00786,7937805
2023-06-22,MSFT,184.56,0.00163,6592614
2023-06-23,MSFT,181.48,-0.01672,22511741
2023-06-26,MSFT,180.89,-0.00322,9691996
2023-06-27,MSFT,184.58,0.02037,15151128
2023-06-28,MSFT,181.63,-0.01594,6805982
2023-06-29,MSFT,190.1,0.04659,9136964
2023-06-30,MSFT,192.56,0.01294,10173148
2023-07-03,MSFT,191.82,-0.0038,9014697
2023-07-04,MSFT,192.62,0.00416,10415826
2023-07-05,MSFT,184.58,-0.04174,6782766
2023-07-06,MSFT,182.22,-0.01282,3473097
2023-07-07,MSFT,179.52,-0.01482,2901554
2023-07-10,MSFT,184.58,0.02822,6807438
2023-07-11,MSFT,183.03,-0.00842,12666866
2023-07-12,MSFT,182.26,-0.00422,12105286
2023-07-13,MSFT,181.18,-0.00589,8333220
2023-07-14,MSFT,180.09,-0.00603,13484933
2022-01-03,GOOGL,148.24,-0.01174,2481459
2022-01-04,GOOGL,148.32,0.00054,14188559
2022-01-05,GOOGL,146.07,-0.0152,5108283
2022-01-06,GOOGL,144.17,-0.01299,2716113
2022-01-07,GOOGL,141.07,-0.02152,5939419
2022-01-10,GOOGL,142.93,0.01325,6868283
2022-01-11,GOOGL,144.87,0.01358,4406270
2022-01-12,GOOGL,151.95,0.04883,5616524
2022-01-13,GOOGL,148.66,-0.02165,16774942
2022-01-14,GOOGL,145.21,-0.02318,9976601
2022-01-17,GOOGL,153.31,0.05576,6669795
2022-01-18,GOOGL,147.25,-0.0395,8889130
2022-01-19,GOOGL,145.14,-0.01434,5438292
2022-01-20,GOOGL,146.51,0.00943,14431760
2022-01-21,GOOGL,147.6,0.00741,10333649
2022-01-24,GOOGL,142.99,-0.0312,6645412
2022-01-25,GOOGL,145.17,0.01525,4950594
2022-01-26,GOOGL,146.34,0.00805,5455141
2022-01-27,GOOGL,148.83,0.01699,5475049
2022-01-28,GOOGL,150.97,0.01443,12700204
2022-01-31,GOOGL,150.92,-0.00033,7915154
2022-02-01,GOOGL,146.98,-0.02615,4374629
2022-02-02,GOOGL,153.07,0.04148,5672641
2022-02-03,GOOGL,147.0,-0.03971,9983763
2022-02-04,GOOGL,145.29,-0.01161,9034032
2022-02-07,GOOGL,145.05,-0.00162,4673551
2022-02-08,GOOGL,138.94,-0.04216,8341713
2022-02-09,GOOGL,142.05,0.02236,7079728
2022-02-10,GOOGL,142.5,0.00318,12515005
2022-02-11,GOOGL,140.6,-0.0133,5781682
2022-02-14,GOOGL,138.79,-0.01288,13226278
2022-02-15,GOOGL,139.97,0.00849,9750132
2022-02-16,GOOGL,136.24,-0.02664,22065734
2022-02-17,GOOGL,136.23,-7e-05,7557378
2022-02-18,GOOGL,137.89,0.01214,12008394
2022-02-21,GOOGL,137.4,-0.00353,11959254
2022-02-22,GOOGL,142.59,0.03781,11518817
2022-02-23,GOOGL,141.8,-0.0056,5072505
2022-02-24,GOOGL,138.59,-0.0226,5793452
2022-02-25,GOOGL,136.72,-0.01351,4620303
2022-02-28,GOOGL,135.76,-0.00703,7985319
2022-03-01,GOOGL,132.76,-0.02209,3638226
2022-03-02,GOOGL,135.03,0.01712,12444975
2022-03-03,GOOGL,134.0,-0.00767,8764300
2022-03-04,GOOGL,134.24,0.00177,12305146
2022-03-07,GOOGL,135.59,0.0101,8049236
2022-03-08,GOOGL,134.23,-0.01005,5890280
2022-03-09,GOOGL,135.52,0.00962,21185097
2022-03-10,GOOGL,135.64,0.00091,12864116
2022-03-11,GOOGL,138.6,0.02181,8458937
2022-03-14,GOOGL,133.35,-0.03786,6243803
2022-03-15,GOOGL,135.95,0.01946,7922175
2022-03-16,GOOGL,138.91,0.02174,5680805
2022-03-17,GOOGL,140.34,0.01036,6000068
2022-03-18,GOOGL,138.3,-0.01456,12260769
2022-03-21,GOOGL,139.97,0.01209,4389155
2022-03-22,GOOGL,141.97,0.01429,9171694
2022-03-23,GOOGL,143.86,0.01327,12856116
2022-03-24,GOOGL,144.47,0.00425,14568455
2022-03-25,GOOGL,143.19,-0.00882,14071568
2022-03-28,GOOGL,136.95,-0.04359,8194243
2022-03-29,GOOGL,135.22,-0.01262,9064049
2022-03-30,GOOGL,139.04,0.02822,17641891
2022-03-31,GOOGL,141.87,0.02036,9413459
2022-04-01,GOOGL,136.59,-0.03725,10392774
2022-04-04,GOOGL,137.23,0.00471,6913818
2022-04-05,GOOGL,135.86,-0.00997,20811394
2022-04-06,GOOGL,139.0,0.02308,7084531
2022-04-07,GOOGL,141.37,0.01706,11318769
2022-04-08,GOOGL,141.15,-0.00156,6199442
2022-04-11,GOOGL,141.45,0.00218,7968558
2022-04-12,GOOGL,136.15,-0.03751,8643085
2022-04-13,GOOGL,140.69,0.03335,4849435
2022-04-14,GOOGL,142.24,0.01103,13290548
2022-04-15,GOOGL,140.69,-0.01093,12318748
2022-04-18,GOOGL,146.5,0.04132,11029868
2022-04-19,GOOGL,146.98,0.00331,9015974
2022-04-20,GOOGL,150.04,0.02081,11124226
2022-04-21,GOOGL,151.8,0.0117,6542395
2022-04-22,GOOGL,150.52,-0.00839,13910006
2022-04-25,GOOGL,157.29,0.04498,16668361
2022-04-26,GOOGL,159.83,0.01615,6019887
2022-04-27,GOOGL,161.68,0.01152,6674548
2022-04-28,GOOGL,165.87,0.02596,7043896
2022-04-29,GOOGL,158.9,-0.04207,32742581
2022-05-02,GOOGL,160.25,0.00852,8129345
2022-05-03,GOOGL,161.88,0.01017,3867598
2022-05-04,GOOGL,160.76,-0.00693,5526099
2022-05-05,GOOGL,157.75,-0.01873,6032590
2022-05-06,GOOGL,160.15,0.01521,9728394
2022-05-09,GOOGL,160.02,-0.00077,6470180
2022-05-10,GOOGL,158.57,-0.00907,6969052
2022-05-11,GOOGL,159.62,0.00664,12217070
2022-05-12,GOOGL,159.9,0.00171,8503566
2022-05-13,GOOGL,162.54,0.01655,14188736
2022-05-16,GOOGL,161.37,-0.00722,7938906
2022-05-17,GOOGL,163.78,0.01491,18189952
2022-05-18,GOOGL,166.91,0.0191,12240970
2022-05-19,GOOGL,168.26,0.00814,5189914
2022-05-20,GOOGL,165.35,-0.01732,9870237
2022-05-23,GOOGL,164.36,-0.006,11275960
2022-05-24,GOOGL,165.74,0.00844,14010746
2022-05-25,GOOGL,162.71,-0.01829,9924900
2022-05-26,GOOGL,157.45,-0.03236,7493316
2022-05-27,GOOGL,160.66,0.02037,5570765
2022-05-30,GOOGL,160.12,-0.00332,5019258
2022-05-31,GOOGL,160.94,0.0051,24880678
2022-06-01,GOOGL,156.84,-0.02547,7373772
2022-06-02,GOOGL,158.87,0.01296,15379047
2022-06-03,GOOGL,160.27,0.00877,13666706
2022-06-06,GOOGL,157.58,-0.01677,9766370
2022-06-07,GOOGL,156.81,-0.00484,5579151
2022-06-08,GOOGL,156.45,-0.00233,6029176
2022-06-09,GOOGL,153.21,-0.02073,9720672
2022-06-10,GOOGL,159.07,0.0383,4646060
2022-06-13,GOOGL,155.31,-0.02366,10099842
2022-06-14,GOOGL,150.43,-0.03138,6025480
2022-06-15,GOOGL,151.97,0.01022,6476212
2022-06-16,GOOGL,151.89,-0.00054,20055989
2022-06-17,GOOGL,153.73,0.01209,4397522
2022-06-20,GOOGL,151.88,-0.01199,21172473
2022-06-21,GOOGL,151.6,-0.00188,4559877
2022-06-22,GOOGL,153.13,0.01008,11524475
2022-06-23,GOOGL,158.78,0.03694,11101803
2022-06-24,GOOGL,161.46,0.01682,17156565
2022-06-27,GOOGL,156.36,-0.03157,8365119
2022-06-28,GOOGL,155.62,-0.00472,8462188
2022-06-29,GOOGL,155.06,-0.00361,7115806
2022-06-30,GOOGL,157.91,0.01839,6967565
2022-07-01,GOOGL,162.14,0.02677,5455887
2022-07-04,GOOGL,160.14,-0.01232,2916608
2022-07-05,GOOGL,155.29,-0.03027,23135383
2022-07-06,GOOGL,151.51,-0.02437,9315355
2022-07-07,GOOGL,153.58,0.01367,10940485
2022-07-08,GOOGL,157.91,0.02818,29136113
2022-07-11,GOOGL,157.21,-0.00441,7612943
2022-07-12,GOOGL,160.53,0.02112,6357421
2022-07-13,GOOGL,155.18,-0.03335,10386482
2022-07-14,GOOGL,153.08,-0.01351,6987481
2022-07-15,GOOGL,151.1,-0.01296,7792218
2022-07-18,GOOGL,151.91,0.00536,5533156
2022-07-19,GOOGL,161.08,0.06036,2805164
2022-07-20,GOOGL,165.36,0.02663,7598504
2022-07-21,GOOGL,162.96,-0.01454,7880711
2022-07-22,GOOGL,166.18,0.01977,7290516
2022-07-25,GOOGL,165.75,-0.0026,7835109
2022-07-26,GOOGL,162.85,-0.01749,15399943
2022-07-27,GOOGL,164.99,0.01313,9807246
2022-07-28,GOOGL,168.36,0.0204,14153454
2022-07-29,GOOGL,169.38,0.00611,7895834
2022-08-01,GOOGL,169.35,-0.00019,11676994
2022-08-02,GOOGL,173.43,0.02407,8949052
2022-08-03,GOOGL,175.95,0.01452,12110851
2022-08-04,GOOGL,170.7,-0.02981,4608670
2022-08-05,GOOGL,175.42,0.02764,7446294
2022-08-08,GOOGL,172.27,-0.01795,18565752
2022-08-09,GOOGL,167.55,-0.02739,16502052
2022-08-10,GOOGL,169.85,0.01374,10202950
2022-08-11,GOOGL,166.73,-0.01838,12996756
2022-08-12,GOOGL,164.2,-0.01518,11648726
2022-08-15,GOOGL,164.85,0.00397,9897933
2022-08-16,GOOGL,161.75,-0.01883,4593348
2022-08-17,GOOGL,160.96,-0.00487,11911219
2022-08-18,GOOGL,159.75,-0.00755,4238158
2022-08-19,GOOGL,161.05,0.00819,9365423
2022-08-22,GOOGL,161.27,0.00137,8490910
2022-08-23,GOOGL,157.11,-0.02579,6214069
2022-08-24,GOOGL,156.68,-0.00276,13041332
2022-08-25,GOOGL,157.44,0.00485,9694857
2022-08-26,GOOGL,164.1,0.04227,10295844
2022-08-29,GOOGL,161.55,-0.01553,9838841
2022-08-30,GOOGL,153.07,-0.05249,8596511
2022-08-31,GOOGL,152.46,-0.00399,4050062
2022-09-01,GOOGL,147.75,-0.03088,12804213
2022-09-02,GOOGL,146.9,-0.00577,6734339
2022-09-05,GOOGL,148.59,0.01154,10191899
2022-09-06,GOOGL,150.85,0.01516,6623311
2022-09-07,GOOGL,151.23,0.00254,24936691
2022-09-08,GOOGL,152.49,0.00831,7571837
2022-09-09,GOOGL,154.92,0.01594,12345754
2022-09-12,GOOGL,160.92,0.03875,8087774
2022-09-13,GOOGL,161.81,0.00553,13978056
2022-09-14,GOOGL,163.27,0.00905,7568114
2022-09-15,GOOGL,167.5,0.02587,3169716
2022-09-16,GOOGL,167.85,0.00208,10426337
2022-09-19,GOOGL,163.66,-0.02492,11016755
2022-09-20,GOOGL,162.63,-0.00628,6133254
2022-09-21,GOOGL,161.33,-0.008,21475637
2022-09-22,GOOGL,163.08,0.0108,3088443
2022-09-23,GOOGL,164.48,0.00857,9271712
2022-09-26,GOOGL,162.76,-0.01044,8192301
2022-09-27,GOOGL,159.71,-0.01873,10824340
2022-09-28,GOOGL,157.91,-0.01127,7681487
2022-09-29,GOOGL,154.66,-0.02058,18628907
2022-09-30,GOOGL,147.18,-0.04839,7534418
2022-10-03,GOOGL,138.15,-0.06132,9958446
2022-10-04,GOOGL,135.11,-0.02202,10762731
2022-10-05,GOOGL,133.09,-0.01495,22804910
2022-10-06,GOOGL,137.3,0.03164,6010459
2022-10-07,GOOGL,140.75,0.02511,11967680
2022-10-10,GOOGL,141.49,0.0053,5637561
2022-10-11,GOOGL,140.71,-0.00551,10638008
2022-10-12,GOOGL,144.14,0.02437,5654302
2022-10-13,GOOGL,144.77,0.00434,4391980
2022-10-14,GOOGL,147.15,0.01643,11382607
2022-10-17,GOOGL,148.17,0.00698,10548649
2022-10-18,GOOGL,146.56,-0.01089,11613928
2022-10-19,GOOGL,147.56,0.0068,7049669
2022-10-20,GOOGL,145.76,-0.01219,15151723
2022-10-21,GOOGL,144.22,-0.01053,12017709
2022-10-24,GOOGL,142.28,-0.01344,6509872
2022-10-25,GOOGL,144.19,0.01342,23370560
2022-10-26,GOOGL,144.86,0.00461,8884450
2022-10-27,GOOGL,146.89,0.01404,5884570
2022-10-28,GOOGL,147.47,0.00395,6966765
2022-10-31,GOOGL,143.19,-0.02907,20686932
2022-11-01,GOOGL,142.25,-0.00654,6332279
2022-11-02,GOOGL,141.17,-0.00759,5463689
2022-11-03,GOOGL,140.33,-0.00599,2241363
2022-11-04,GOOGL,141.12,0.00565,3857049
2022-11-07,GOOGL,135.61,-0.03905,16710040
2022-11-08,GOOGL,137.36,0.0129,4602493
2022-11-09,GOOGL,140.5,0.02287,11147476
2022-11-10,GOOGL,140.18,-0.00226,8293299
2022-11-11,GOOGL,137.44,-0.01959,7123307
2022-11-14,GOOGL,143.61,0.04494,8379479
2022-11-15,GOOGL,141.54,-0.01442,11481439
2022-11-16,GOOGL,142.24,0.00495,5312384
2022-11-17,GOOGL,141.16,-0.00757,4981038
2022-11-18,GOOGL,146.29,0.03633,11562960
2022-11-21,GOOGL,143.35,-0.0201,8882202
2022-11-22,GOOGL,147.65,0.03,10289482
2022-11-23,GOOGL,147.72,0.00048,10385225
2022-11-24,GOOGL,144.66,-0.02076,11511880
2022-11-25,GOOGL,141.06,-0.02483,10723670
2022-11-28,GOOGL,145.11,0.0287,8279649
2022-11-29,GOOGL,146.84,0.01193,6425339
2022-11-30,GOOGL,148.0,0.00787,5388923
2022-12-01,GOOGL,140.56,-0.05025,9546130
2022-12-02,GOOGL,142.34,0.01264,7490464
2022-12-05,GOOGL,140.33,-0.01408,8369718
2022-12-06,GOOGL,141.65,0.00936,18741835
2022-12-07,GOOGL,144.25,0.01838,12209090
2022-12-08,GOOGL,141.91,-0.01621,6518960
2022-12-09,GOOGL,134.8,-0.05011,8165508
2022-12-12,GOOGL,135.36,0.00418,21163132
2022-12-13,GOOGL,127.37,-0.05902,7436702
2022-12-14,GOOGL,123.74,-0.02852,8279158
2022-12-15,GOOGL,121.91,-0.01482,27683399
2022-12-16,GOOGL,125.2,0.02697,9774730
2022-12-19,GOOGL,125.48,0.00227,2764387
2022-12-20,GOOGL,125.53,0.00038,7170236
2022-12-21,GOOGL,127.29,0.01407,6138076
2022-12-22,GOOGL,124.48,-0.02211,15600045
2022-12-23,GOOGL,122.79,-0.01359,9892731
2022-12-26,GOOGL,124.25,0.01192,23526994
2022-12-27,GOOGL,124.36,0.00091,10217594
2022-12-28,GOOGL,126.7,0.01876,16298269
2022-12-29,GOOGL,124.39,-0.01824,9594838
2022-12-30,GOOGL,127.93,0.02848,4241012
2023-01-02,GOOGL,129.49,0.0122,1646066
2023-01-03,GOOGL,129.34,-0.00111,6811027
2023-01-04,GOOGL,130.71,0.01059,10098808
2023-01-05,GOOGL,130.51,-0.00154,14154625
2023-01-06,GOOGL,128.96,-0.01192,5217103
2023-01-09,GOOGL,124.64,-0.03348,9345903
2023-01-10,GOOGL,130.07,0.04359,12393797
2023-01-11,GOOGL,130.51,0.00338,3184338
2023-01-12,GOOGL,133.31,0.02142,18252857
2023-01-13,GOOGL,131.8,-0.01129,5026576
2023-01-16,GOOGL,127.75,-0.03074,4011927
2023-01-17,GOOGL,128.48,0.00566,14173853
2023-01-18,GOOGL,129.36,0.00684,19493146
2023-01-19,GOOGL,129.28,-0.00055,7478051
2023-01-20,GOOGL,128.39,-0.00689,8435706
2023-01-23,GOOGL,134.06,0.04416,11996014
2023-01-24,GOOGL,136.2,0.01597,19383921
2023-01-25,GOOGL,134.1,-0.01543,28288660
2023-01-26,GOOGL,131.55,-0.01903,13113640
2023-01-27,GOOGL,135.48,0.02987,9866479
2023-01-30,GOOGL,137.06,0.01164,7313525
2023-01-31,GOOGL,135.79,-0.00927,9937063
2023-02-01,GOOGL,135.0,-0.00583,8491096
2023-02-02,GOOGL,135.8,0.00598,12334702
