transaction_id,customer_id,date,hour,day_of_week,amount,category,is_fraud
523,1016,2024-04-30,12,4,42.81,Travel,0
524,1061,2024-04-30,13,1,189.96,Healthcare,0
525,1078,2024-02-11,0,0,22.62,Utilities,1
526,1073,2024-05-07,15,6,41.7,Food,0
527,1062,2024-05-03,18,3,65.55,Food,0
528,1043,2024-03-03,16,5,29.64,Food,0
529,1077,2024-06-14,14,2,15.27,Electronics,0
530,1075,2024-05-29,15,6,89.51,Healthcare,0
531,1007,2024-02-27,8,1,84.52,Electronics,0
532,1092,2024-06-19,15,5,31.96,Utilities,0
533,1062,2024-01-19,17,1,29.4,Utilities,0
534,1059,2024-05-30,11,4,259.58,Food,0
535,1003,2024-06-23,17,2,12.6,Utilities,0
536,1080,2024-06-19,14,6,92.09,Food,0
537,1096,2024-02-12,15,4,67.95,Entertainment,0
538,1041,2024-04-23,10,2,86.14,Utilities,0
539,1011,2024-03-26,12,6,36.81,Food,0
540,1092,2024-06-20,10,5,46.96,Healthcare,0
541,1058,2024-03-01,11,3,55.39,Entertainment,0
542,1056,2024-04-03,16,5,25.55,Utilities,0
543,1085,2024-06-24,13,0,23.02,Utilities,0
544,1020,2024-06-21,17,2,52.61,Utilities,0
545,1081,2024-01-29,17,4,29.55,Electronics,0
546,1098,2024-04-21,17,0,5984.64,Travel,0
547,1033,2024-06-02,14,1,103.5,Electronics,0
548,1045,2024-04-15,16,2,28.37,Food,0
549,1010,2024-02-25,4,1,72.77,Utilities,0
550,1006,2024-02-05,19,3,264.03,Food,0
551,1027,2024-01-03,18,2,24.4,Utilities,0
552,1058,2024-01-13,16,2,69.74,Healthcare,0
553,1021,2024-04-25,15,2,54.84,Electronics,0
554,1008,2024-01-13,20,6,34.22,Utilities,0
555,1047,2024-04-09,19,5,103.59,Electronics,0
556,1096,2024-05-04,14,1,111.34,Healthcare,0
557,1098,2024-01-09,14,3,48.57,Healthcare,0
558,1067,2024-02-09,16,2,46.78,Travel,0
559,1082,2024-05-23,17,2,28.77,Food,0
560,1063,2024-03-29,7,6,106.2,Food,0
561,1004,2024-05-08,21,0,50.28,Food,0
562,1077,2024-04-07,23,4,108.65,Utilities,0
563,1035,2024-04-04,20,0,260.12,Travel,0
564,1096,2024-05-03,4,2,42.63,Electronics,0
565,1082,2024-01-04,15,3,46.18,Utilities,0
566,1081,2024-05-02,15,0,53.15,Entertainment,0
567,1035,2024-03-30,4,2,77.7,Utilities,0
568,1090,2024-01-10,8,2,60.85,Entertainment,0
569,1016,2024-01-25,18,5,97.0,Electronics,0
570,1063,2024-06-20,12,2,14.34,Electronics,0
571,1038,2024-01-10,11,4,24.63,Utilities,0
572,1029,2024-02-09,12,5,42.99,Electronics,0
573,1035,2024-06-08,12,5,34.03,Electronics,0
574,1074,2024-03-07,14,2,65.04,Food,0
575,1084,2024-03-09,15,0,24.63,Travel,0
576,1014,2024-06-19,11,4,28.64,Entertainment,0
577,1066,2024-05-27,21,0,159.94,Healthcare,0
578,1098,2024-01-14,16,2,27.92,Food,0
579,1053,2024-01-10,14,3,95.09,Healthcare,0
580,1026,2024-02-03,12,2,8.13,Utilities,0
581,1053,2024-06-22,2,5,31.4,Entertainment,0
582,1034,2024-04-03,13,3,75.39,Healthcare,0
583,1037,2024-02-05,15,6,23.2,Entertainment,0
584,1046,2024-03-29,11,2,38.81,Utilities,0
585,1049,2024-02-03,21,6,20.71,Entertainment,0
586,1045,2024-05-27,12,1,41.69,Travel,0
587,1050,2024-04-03,13,2,28.36,Food,0
588,1092,2024-05-14,23,2,49.58,Food,1
589,1010,2024-04-04,9,3,3159.37,Food,0
590,1037,2024-06-27,15,4,129.82,Travel,0
591,1031,2024-01-23,8,5,79.06,Food,0
592,1060,2024-03-19,9,5,34.99,Travel,0
593,1039,2024-01-01,15,1,18.76,Entertainment,0
594,1039,2024-02-08,15,4,693.99,Food,0
595,1057,2024-03-10,18,2,76.57,Food,0
596,1098,2024-01-12,19,3,59.37,Food,0
597,1057,2024-01-18,13,3,24.47,Entertainment,0
598,1082,2024-04-06,6,2,12.22,Entertainment,0
599,1093,2024-04-15,21,0,18.19,Utilities,0
600,1033,2024-06-10,14,4,215.76,Food,0
