MedInc,HouseAge,AveRooms,AveBedrms,Population,Latitude,median_house_value
2.625,16.0,4.0,,39.0,33.87,5.00001
5.533,24.0,6.682779456193353,1.0030211480362539,899.0,34.28,2.997
5.4286,24.0,,1.1037527593818985,1437.0,33.72,2.734
3.7784,32.0,5.975206611570248,1.0764462809917354,1580.0,37.43,1.645
1.3967,21.0,3.8929577464788734,0.9211267605633803,1469.0,36.1,0.465
1.6513,37.0,4.5,1.2755102040816326,390.0,33.95,0.902
2.3438,26.0,4.616438356164384,0.9452054794520548,277.0,36.47,1.0
2.4321,26.0,5.100760456273764,1.0551330798479088,1353.0,40.88,0.821
1.9564,39.0,3.945619335347432,1.042296072507553,1332.0,33.98,0.922
2.9306,41.0,4.522292993630574,1.0764331210191083,640.0,32.84,3.603
2.0769,17.0,3.941666666666667,1.211111111111111,1300.0,33.78,1.0
4.5938,5.0,5.767141009055627,0.9715394566623544,2392.0,34.08,1.265
2.1975,41.0,5.373801916932908,1.0942492012779552,1841.0,38.54,0.735
5.4346,17.0,6.261168384879725,1.5051546391752577,578.0,34.08,4.286
2.7461,17.0,5.4261904761904765,1.0666666666666667,1200.0,36.15,0.7
2.6673,38.0,5.042462845010616,1.048832271762208,1167.0,37.99,0.875
2.8269,40.0,5.089494163424124,1.0583657587548638,901.0,33.9,0.98
1.7641,38.0,2.4232121922626026,1.071512309495897,2717.0,34.1,2.5
2.1602,13.0,3.2527985074626864,1.055037313432836,3749.0,34.14,2.219
7.5443,9.0,6.723404255319149,0.9957446808510638,1675.0,37.33,3.484
6.3443,39.0,5.508130081300813,0.8699186991869918,682.0,37.62,3.247
2.0643,14.0,4.2817567567567565,1.0763513513513514,3909.0,37.51,1.065
3.6466,21.0,5.769230769230769,1.0262237762237763,1896.0,34.09,1.306
3.4118,25.0,4.998175182481752,1.0364963503649636,3062.0,34.05,3.411
5.7951,24.0,6.63575042158516,1.0539629005059021,1912.0,33.89,2.269
1.9355,10.0,5.13655462184874,,1262.0,36.22,0.683
5.2088,52.0,5.76008064516129,0.9455645161290323,1431.0,37.73,3.442
12.9792,23.0,,1.0452586206896552,1344.0,37.35,5.00001
3.2112,20.0,6.517307692307693,1.353846153846154,1309.0,35.6,2.045
4.625,36.0,24.5,3.5,28.0,36.51,1.625
3.6354,17.0,5.471061093247588,1.062700964630225,1540.0,38.99,1.629
5.3272,46.0,5.748995983935743,1.0301204819277108,1412.0,34.16,3.302
4.5615,14.0,6.242718446601942,1.0764563106796117,2846.0,34.56,1.372
2.0833,20.0,4.311258278145695,1.0397350993377483,421.0,37.77,0.773
2.9896,36.0,4.289393939393939,1.0136363636363637,1279.0,32.75,2.527
4.5135,15.0,6.566302652106084,1.0608424336973479,1914.0,32.72,1.583
7.5674,14.0,6.477611940298507,1.1059701492537313,1505.0,33.61,5.00001
3.5504,11.0,4.302564102564102,1.065934065934066,3089.0,34.18,1.738
4.0223,34.0,4.0,1.0,1994.0,37.39,2.502
1.3654,47.0,,1.2894736842105263,603.0,39.51,0.579
2.6667,49.0,4.2,0.9285714285714286,737.0,37.79,1.22
2.535,24.0,5.0853889943074,,1728.0,33.78,0.748
2.2992,52.0,4.966587112171838,,1051.0,40.41,0.702
1.75,17.0,5.4743589743589745,1.4711538461538463,633.0,38.96,0.64
3.6341,40.0,5.097041420118344,1.0863905325443788,1769.0,34.13,3.915
4.4085,52.0,,1.060200668896321,2023.0,37.77,4.0
3.6371,34.0,6.002638522427441,0.9894459102902374,1021.0,32.81,1.763
5.411,33.0,5.890909090909091,1.029090909090909,868.0,34.14,2.194
2.0976,29.0,4.987938596491228,1.0043859649122806,2494.0,33.93,0.726
4.6458,18.0,5.719266055045871,1.0697247706422017,2079.0,34.22,2.228
6.0252,15.0,7.958217270194986,1.0389972144846797,1325.0,38.34,1.517
5.0795,36.0,5.334630350194552,,666.0,33.81,2.433
4.0282,16.0,5.842592592592593,1.0018518518518518,1630.0,39.0,1.264
2.1833,52.0,7.275862068965517,1.3846153846153846,1977.0,40.35,0.495
3.9091,38.0,5.9021739130434785,1.1875,830.0,34.02,5.00001
6.0266,24.0,6.672131147540983,1.1147540983606556,175.0,38.35,2.167
2.5434,36.0,4.600508905852418,,1994.0,36.78,0.673
4.6625,44.0,6.197333333333333,1.1013333333333333,823.0,38.6,1.589
6.1183,49.0,5.869565217391305,1.2608695652173914,86.0,37.82,0.75
2.5372,21.0,3.6130500758725344,1.0637329286798178,1264.0,36.6,2.18
5.0719,36.0,6.3247863247863245,1.0455840455840455,1002.0,33.84,2.195
1.7446,23.0,3.7764227642276422,1.1199186991869918,1506.0,32.75,0.852
3.7105,22.0,4.083606557377049,1.1131147540983606,2237.0,34.16,2.726
3.5164,47.0,5.970639032815199,1.0742659758203799,1700.0,34.18,2.265
4.7404,31.0,4.956692913385827,1.0688976377952757,1107.0,33.88,2.958
3.59,34.0,6.109756097560975,1.0091463414634145,843.0,33.8,2.306
4.5083,34.0,5.233009708737864,,575.0,33.85,1.88
5.2402,52.0,6.200892857142857,0.9464285714285714,510.0,37.81,2.964
4.6484,25.0,4.813211845102506,0.9612756264236902,1365.0,36.98,2.346
4.0074,25.0,5.181818181818182,1.0422077922077921,1378.0,34.17,1.88
3.233,25.0,4.633587786259542,1.0729431721798135,3010.0,33.79,1.991
4.5833,5.0,3.888888888888889,1.0,384.0,33.66,2.304
3.0217,22.0,4.983870967741935,1.1008064516129032,615.0,38.76,1.069
1.9219,31.0,,1.0863723608445297,2063.0,33.97,1.07
3.5536,52.0,4.116959064327485,1.0292397660818713,1227.0,37.75,4.0
6.2944,33.0,6.815724815724816,1.0515970515970516,1229.0,33.76,2.656
1.75,45.0,4.205607476635514,1.0093457943925233,1798.0,37.93,0.379
5.0739,16.0,5.124137931034483,0.9839080459770115,3038.0,37.54,2.08
2.4598,36.0,5.358381502890174,,1438.0,37.76,1.555
3.4899,14.0,4.29778933680104,1.093628088426528,2272.0,33.68,2.167
4.0526,36.0,5.639506172839506,1.0962962962962963,1425.0,33.95,1.045
6.0308,38.0,5.857777777777778,1.0533333333333332,547.0,33.82,4.167
4.5189,45.0,,1.0640569395017794,1341.0,32.69,4.222
4.1445,11.0,4.399096385542169,1.0316265060240963,1512.0,34.19,1.764
0.8527,43.0,3.432900432900433,1.0173160173160174,736.0,33.94,0.904
2.2988,35.0,3.635434412265758,,2248.0,33.95,1.534
4.4732,36.0,5.7701492537313435,,958.0,33.96,2.66
3.4722,30.0,4.578804347826087,0.8559782608695652,1290.0,34.96,1.125
1.7572,18.0,4.732142857142857,1.0816326530612246,1839.0,35.89,0.533
4.3103,33.0,5.013189448441247,0.9640287769784173,2049.0,33.91,2.016
2.6123,37.0,,1.0,1904.0,33.93,1.613
1.9219,52.0,3.8197879858657244,1.098939929328622,904.0,34.12,1.651
3.1739,52.0,3.985276073619632,1.0466257668711656,1819.0,33.78,2.229
5.37,26.0,6.127579737335835,0.9212007504690432,1222.0,37.76,2.754
4.7437,52.0,5.420195439739413,1.0635179153094463,1260.0,37.74,3.31
2.0368,40.0,4.568965517241379,1.0862068965517242,1304.0,38.59,0.678
2.293,29.0,4.593167701863354,1.049689440993789,1408.0,36.61,0.572
5.2949,33.0,5.641952983725136,1.0886075949367089,1155.0,33.6,5.00001
2.1518,16.0,4.896551724137931,1.0689655172413792,307.0,37.67,1.074
3.8068,19.0,5.214285714285714,0.9761904761904762,873.0,38.11,2.016
2.5556,29.0,,1.0635135135135134,3803.0,33.96,1.465
2.3261,38.0,4.578282828282828,,902.0,37.36,0.984
4.1307,36.0,5.486725663716814,1.0737463126843658,777.0,38.4,2.957
1.9556,44.0,,1.0440677966101695,1031.0,33.97,0.963
3.0967,35.0,3.8228882833787465,0.9209809264305178,1415.0,33.91,1.44
1.494,45.0,1.7680250783699059,1.1065830721003134,1172.0,34.06,1.875
4.1953,5.0,6.161695447409733,1.0627943485086342,6686.0,33.89,1.366
1.8316,40.0,3.7833876221498373,1.0765472312703583,1847.0,34.03,1.135
3.32,40.0,4.548821548821548,1.1111111111111112,701.0,37.56,2.929
2.7,32.0,5.563380281690141,1.0633802816901408,380.0,39.44,1.65
3.5,46.0,4.748251748251748,1.1118881118881119,382.0,34.27,2.212
4.2344,34.0,5.137323943661972,0.977112676056338,1435.0,34.1,3.063
3.0481,3.0,4.2090452261306535,1.1417085427135678,2081.0,38.59,0.925
3.1326,17.0,3.833457804331591,1.0268857356235996,3386.0,37.54,2.208
3.1875,30.0,4.171487603305785,1.1384297520661157,2481.0,34.06,1.542
2.6392,26.0,,1.1047008547008548,1821.0,37.78,2.875
3.1397,52.0,4.636871508379889,1.0223463687150838,479.0,34.16,2.537
3.625,36.0,5.108527131782946,1.0930232558139534,812.0,33.17,1.98
2.1888,30.0,3.297029702970297,1.0367751060820367,2172.0,34.21,1.956
3.085,32.0,4.433962264150943,1.009433962264151,1404.0,34.07,2.205
3.5305,30.0,5.926724137931035,1.0258620689655173,1296.0,40.2,0.736
3.875,39.0,5.386819484240688,1.0515759312320916,954.0,34.05,2.364
2.3924,35.0,5.271428571428571,1.0809523809523809,573.0,37.73,1.022
4.2143,22.0,6.425233644859813,1.0116822429906542,1161.0,38.84,2.365
4.8311,7.0,6.365102639296188,1.0498533724340176,1978.0,38.91,1.722
2.9187,21.0,5.029545454545454,1.040909090909091,1250.0,35.06,0.521
4.0583,32.0,5.593220338983051,1.071186440677966,904.0,37.72,2.362
2.725,23.0,5.633738601823708,1.168693009118541,1938.0,34.01,0.953
1.8661,38.0,3.477401129943503,0.9774011299435028,1217.0,33.97,1.066
5.0145,21.0,,1.0386100386100385,4199.0,34.23,2.466
3.2614,19.0,5.767213114754099,1.0786885245901638,2091.0,33.36,1.688
4.7171,43.0,5.696594427244582,1.1021671826625388,966.0,34.18,2.379
5.7295,25.0,6.032040472175379,0.9797639123102867,1753.0,38.0,1.783
5.697,38.0,5.984455958549223,1.0362694300518134,971.0,37.95,4.357
1.4867,35.0,3.976435935198822,1.0338733431516938,3444.0,34.27,1.24
4.7589,16.0,5.200923787528868,1.0254041570438799,4429.0,34.01,1.782
2.5536,25.0,4.510791366906475,1.038369304556355,1337.0,34.06,1.44
4.675,35.0,6.235294117647059,1.0252100840336134,664.0,37.24,2.453
1.5833,42.0,4.641821946169772,1.0786749482401656,1359.0,36.57,0.651
1.6452,35.0,3.7738589211618256,1.0352697095435686,1666.0,34.03,1.259
7.978,5.0,7.995495495495495,1.054054054054054,726.0,34.04,2.239
